mut_type,word_index_list,mut_sentence,mut_tag,instance_count
Simple Past Tense to Present Continuous Tense,,Phil is rubbing his forehead wearily.,MUTATED,0
Simple Past Tense to Present Continuous Tense,,He is beginning to feel woolly.,MUTATED,2
Simple Present Tense,,Maybe it is better to humor the guy and then make an exit.,MUTATED,4
Simple Future to Simple Past Tense,,"He really didn't expect anything to come of it, and there had been a few people",MUTATED,4
Simple Past Tense to Present Perfect Tense,,"All right, he has finally conceded, 'if you must know, I haven't gotten along with the landlord.'",MUTATED,3
Simple Past Tense,,He kept riding me because I liked to listen to the radio and sing while I was taking a bath.,MUTATED,7
Simple Past Tense to Present Perfect Tense,,"He said the neighbors have complained, but I don't believe it.",MUTATED,4
Simple Past Tense,,Why didn't they tell me themselves if it bothered them?,MUTATED,2
Simple Past Tense to Past Continuous Tense,,The man was closing his eyes and nodding.,MUTATED,3
Simple Future Tense,,"When he looks up again, he will seem almost contented.",MUTATED,3
Simple Past Tense to Simple Present Tense,,It's fine.,MUTATED,0
Simple Past Tense,,You gave me your address.,MUTATED,2
Simple Present Tense,,It takes a little time.,MUTATED,2
Simple Future to Simple Present,,I will study your landlord's habits and movements first.,MUTATED,4
Simple Past Tense,,"You saw, I always made it look like an accident.",MUTATED,3
Simple Past Tense,,Maybe it looked like a reasonable suicide.,MUTATED,2
Simple Past Tense,,"In that way, there was no trouble for the customer.",MUTATED,2
Simple Past Tense to Present Perfect Tense,,Haney's eyebrows have flown up.,MUTATED,1
Simple Present Tense to Simple Future Tense,,The customer will inquire?,MUTATED,0
Simple Past Tense to Present Continuous Tense,,Pete is smiling modestly.,MUTATED,1
,,,DUMP,
Simple Past Tense to Past Perfect Tense,,"Five minutes later, before Haney had made his break, the stranger stood up and nodded farewell.",MUTATED,6
Simple Past Tense to Past Perfect Tense,,"Haney had watched the small but wiry man slip out the door quickly and silently, and felt relieved to see that nobody else had seemed to notice his departure.",MUTATED,12
Simple Past Tense to Past Perfect Tense,,"Phil had decided to stay a little longer, and as time had passed, it seemed as if the strange little man had never been there, but for the other glass on the table.",MUTATED,11
Simple Past Tense to Past Perfect Tense,,"He had returned to his apartment some time before midnight and hit the sack, having put the whole incident out of mind before he fell asleep.",MUTATED,8
Tense mutation,,The hangover will remind Haney where he has been the night before next Sunday.,MUTATED,4
Simple Past Tense to Present Perfect Tense,,"The hangover has reminded him of his conversation with the weirdy, and he groaned.",MUTATED,5
Simple Past Tense to Past Perfect Tense,,"He had gone for more aspirin later in the day, and had passed the surly landlord on the way -- he had still been alive and scowling as usual, as if tenants were a burden in his life.",MUTATED,9
Simple Past Tense to Past Continuous Tense,,Phil was shrugging and ignoring him.,MUTATED,2
Simple Present Tense,,He goes back to work on Mondays.,MUTATED,0
Simple Future Tense,,The landlord will still be alive by Wednesday.,MUTATED,2
Simple Past Tense to Past Perfect Tense,,"Of course, on Thursday, Haney had mailed the monthly check for separate maintenance to his wife Lolly, and wished the stranger could have done something about her",MUTATED,9
Tense mutation,,"When he comes home from work, he will be startled to see a police car parked in front of the apartment building.",MUTATED,6
Simple Present Tense,,"Inside the lobby, people stand around, talking excitedly.",MUTATED,4
Simple Present Tense to Present Continuous Tense,,His spine is crawling with a foreboding premonition as he asks one of his fellow tenants what is happening.,MUTATED,5
Simple Past Tense to Present Perfect Tense,,The landlord has died.,MUTATED,2
Simple Past Tense to Present Perfect Tense,,"Late that afternoon, it seems, he has fallen off the roof while on some obscure errand or inspection.",MUTATED,7
Past Perfect Tense to Simple Past Tense,,He was apparently alone.,MUTATED,0
Simple Past Tense to Past Perfect Tense,,Nobody had witnessed the fall -- just the sickening impact when his body had smashed on the pavement just outside the basement delivery entrance.,MUTATED,10
Simple Past Tense to Past Perfect Tense,,"Haney had hoped that nobody noticed his sudden pallor, as he had felt the blood drain from his cheeks.",MUTATED,8
Tense Mutation,,"He is muttering something about how terrible it is, and is walking with deliberate slowness to the elevator.",MUTATED,5
Simple Past Tense to Past Perfect Tense,,"Once inside his apartment, he had poured a drink with trembling hands and had flopped limply in a chair.",MUTATED,7
Tense Mutation,,"After a while, he is beginning to feel better about it, especially when no one bothers to ask any questions.",MUTATED,6
Simple Past Tense to Simple Present Tense,,"But after all, why do they?",MUTATED,0
Simple Past Tense to Present Perfect Tense,,"Still later, he has finally convinced himself that it was an accident -- just a coincidence.",MUTATED,3
Simple Past Tense to Present Perfect Tense,,"The stranger has really had nothing to do with it, of course",MUTATED,4
Simple Past to Present Perfect Tense,,"Haney has gone to bed, happy that at least he has been rid of that lousy landlord.",MUTATED,3
Simple Present Tense,,"After all, the man has no family, so no one suffers, and everybody is better off for it.",MUTATED,3
Simple Past Tense to Present Continuous Tense,,"Really, he is saying to himself, nobody is killing a man just as a favor!",MUTATED,4
Simple Past Tense to Present Perfect Tense,,So you have thought I didn't mean what I said.,MUTATED,3
Simple Present Tense,,"The stranger's eyes are large and sad, as if Phil Haney hurts his feelings.",MUTATED,6
Simple Past to Present Continuous Tense,,"It feels like a recurrent, annoying dream, but now the dream is beginning to take on overtones of a nightmare.",MUTATED,4
Simple Past to Present Perfect Tense Mutation,,"However, Haney has known it was not a dream.",MUTATED,1
Simple Past Tense to Present Perfect Tense,,"He might have been very tight, but he has known where he was.",MUTATED,1
Simple Future Tense,,"It will be the same bar, and it will be two weeks from now -- Saturday night, when he will have an excuse to drink heavier than usual.",MUTATED,8
Past Perfect Continuous Tense to Simple Past Tense,,"He sat in the usual corner at the little table, as far as possible from any talkative, friendly lushes.",MUTATED,6
Simple Present Tense,,He enjoys the weekly ritual of washing down his pet grievance with bourbon slightly moistened with water.,MUTATED,5
,,,DUMP,
Simple Past Tense to Present Perfect Tense,,He has already quite forgotten about him.,MUTATED,1
Simple Past Tense to Present Perfect Tense,,"In fact, he has only mentioned him on the spur of the moment.",MUTATED,3
Simple Present Tense to Present Continuous Tense,,His real grievance is being Lolly.,MUTATED,2
Simple Past Tense to Past Continuous Tense,,"Toward the end of his fourth hairy highball, while he was moodily making wet rings on the table-top with the bottom of the glass, he became aware that someone was also there.",MUTATED,9
Simple Past Tense to Past Continuous Tense,,"He was looking up with bloodshot eyes and beheld the stranger sitting across the table, smiling a secret smile at him, as if they were fellow conspirators.",MUTATED,10
Simple Past Tense to Past Perfect Tense,,He hadn't even noticed -- what was his name? Pete? -- he hadn't seen him sitting down.,MUTATED,3
Simple Past Tense to Present Continuous Tense,,"The man is being uncanny, like a shadow, and is making as much noise as a shadow.",MUTATED,6
Simple Past Tense to Past Perfect Tense,,"Haney had felt like shrinking out of sight, but he was already trapped in the corner with the wiry, dark little man.",MUTATED,6
Simple Past Tense to Past Perfect Tense,,He had begun wishing that he hadn't shouted that other evening when the truck was bearing down through the crossing.,MUTATED,6
Simple Future to Present Continuous,,Is he going to be saddled with a creep for a bar-buddy right now?,MUTATED,2
Simple Future to Simple Present,,He has to start going to some of the other places again.,MUTATED,4
Past Continuous Tense to Simple Past Tense,,"In a low voice, almost whispering, the man asked Phil if he was happy with the way the landlord took off his back.",MUTATED,8
Simple Past Tense to Past Perfect Tense,,"He had made the mistake of answering in an offhand way, and instantly realized that his skepticism must have shown in his face or voice.",MUTATED,9
Simple Past Tense to Past Continuous Tense,,"Pete was frowning slightly, then became sad and moody.",MUTATED,3
Simple Past Tense to Past Perfect Tense,,"Haney hadn't wanted to encourage his company, but had felt he ought to buy him a drink anyhow, to prevent possible trouble.",MUTATED,9
Simple Present Tense,,But there is no trouble.,MUTATED,1
Simple Past Tense to Present Perfect Tense,,"The guy has sulked over his drink, obviously upset by Haney's lack of appreciation.",MUTATED,6
Simple Past Tense to Present Perfect Tense,,Haney has begun talking to break the uncomfortable silence.,MUTATED,5
Simple Past Tense to Past Continuous Tense,,"In time, and after having two drinks, he was bitterly complaining about his wife. He was on the subject for ten minutes or so when he noticed the interest in his listener renewing -- it was showing in the alert face and the increasingly bright eyes.",MUTATED,13
Simple Past Tense to Past Perfect Tense,,"When he had paused to moisten his throat, the stranger broke in.",MUTATED,4
Simple Future Tense,,But why will she pay her bills?,MUTATED,2
Simple Past Tense,,"If she ran around with other men, and if you hated her as you said, why not just divorce her ``?",MUTATED,4
Simple Past Tense to Present Continuous Tense,,Haney is scowling.,MUTATED,1
,,,DUMP,
Simple Present Tense to Simple Future Tense,,Then she will get half of everything I have.,MUTATED,3
Simple Past Tense to Present Perfect Tense,,Community property deals have been -- you know.,MUTATED,2
Present Continuous Tense,,I am having to sell out my business to pay her off with her share.,MUTATED,3
Simple Past Tense,,She dropped dead!,MUTATED,0
Simple Past Tense to Present Continuous Tense,,Pete is nodding understandingly.,MUTATED,1
,,,DUMP,
Simple Past Tense,,I saw.,MUTATED,0
Present Perfect Tense to Simple Past Tense,,"You must understand, I was not in this state for too long.",MUTATED,2
Simple Future Tense,,I will come out here to retire.,MUTATED,2
Simple Past Tense,,That's why I did a free job now and then.,MUTATED,3
Present Perfect Tense to Simple Past Tense,,You should have told me about her earlier.,MUTATED,1
Simple Past Tense to Present Perfect Tense,,Haney has felt a twinge of annoyance every time he has heard the now familiar line.,MUTATED,6
Simple Past Tense to Present Perfect Tense,,A wild thought has run circles through his clouded brain.,MUTATED,5
Simple Past Tense to Present Perfect Tense,,Suppose -- just suppose this guy has really been what he said he was T ! !,MUTATED,2
Simple Past Tense,,A professional killer retired,MUTATED,3
Simple Past to Present Perfect Tense Mutation,,"If he had just been a nut, no harm would have been done.",MUTATED,3
Simple Present Tense,,"But if he is the real thing, he can do something about Lolly.",MUTATED,1
Tense mutation,,"He had felt very cunning, very proud of himself as he was playing on the other man's soft spot.",MUTATED,4
Simple Past Tense to Present Perfect Tense,,"No offense has been intended, he said gently.",MUTATED,3
Simple Past Tense to Present Perfect Tense,,"But it's just that -- well, you have known.",MUTATED,1
Simple Past Tense to Past Perfect Tense,,"The cops had not suspected a thing, and I thought it was a coincidence.",MUTATED,5
Simple Past Tense to Present Perfect Tense,,"After all, I had not known you, Pete.",MUTATED,1
Past Perfect Tense,,It must have been an accident.,MUTATED,1
Simple Past Tense to Present Continuous Tense,,He is shrugging casually.,MUTATED,1
Simple Past Tense to Present Perfect Tense,,But if you said you have managed it,MUTATED,2
Simple Future Tense,,The stranger will be hooked.,MUTATED,2
Simple Past Tense to Present Perfect Tense,,His eyes have burned feverishly.,MUTATED,2
Simple Past Tense to Present Continuous Tense,,"He is muttering impatiently, 'Yes, yes.'",MUTATED,1
Simple Past Tense to Present Perfect Tense,,It has looked like an accident.,MUTATED,2
Simple Past Tense,,I worked it that way -- and always at a time when the customer had an alibi.,MUTATED,6
Simple Past Tense,,"Let me prove it, Phil.",MUTATED,2
Simple Future to Present Continuous,,I am thinking I can manage one more favor for you right now.,MUTATED,3
Simple Present Tense to Present Continuous Tense,,He is waiting eagerly.,MUTATED,1
Simple Past Tense to Present Perfect Tense,,Haney has swished the liquor in the bottom of his glass.,MUTATED,4
Simple Future Tense,,"Tuesday's rout of a GOP congressional hopeful in a Mississippi district, which has not backed a Democratic presidential candidate since Adlai Stevenson, will serve as another reminder that, at least at the federal level, political 'ticket splitting' is expected to continue rising in the next half century.",MUTATED,13
Simple Past Tense to Present Perfect Tense,,"Before 1948, there has been only one presidential election year where more than 20% of the nation's congressional districts chose a different party's candidate for the White House than for the House of Representatives.",MUTATED,9
Simple Past Tense to Present Perfect Tense,,Now that percentage has routinely equaled a third and twice has been above 40 %.,MUTATED,2
Simple Past Tense,,Voters tended to favor Republicans in races for the presidency.,MUTATED,5
Simple Past Tense to Present Perfect Tense,,"In every presidential election over the past half century, except for the Goldwater presidential candidacy, the GOP has consistently captured a greater percentage of the major-party popular vote for president than it has held in congressional seats or the popular vote for Congress.",MUTATED,11
Simple Past Tense to Present Perfect Tense,,"By 1932, the pattern had been nearly the opposite.",MUTATED,2
Simple Past Tense,,What accounted for the results of the past decades?,MUTATED,3
Simple Past Tense,,A simple economic theory provided at least a partial explanation for the split personality displayed by Americans in the voting booth.,MUTATED,8
Simple Past Tense,,The theory relied on three assumptions.,MUTATED,2
Tense mutation,,"Voters are able to `` buy `` one of two brands as they select their political agents -- a Republican brand believing in the minimalist state and the virtues of private markets versus the vices of public action, and a Democratic brand advocating for big government and public intervention to rectify the excesses resulting from the pursuit of private interests.",MUTATED,22
Simple Past Tense to Present Perfect Tense,,Congressional representatives have had two basic responsibilities while voting in office -- dealing with national issues (programmatic actions such as casting roll call votes on legislation that has imposed costs and/or conferred benefits on the population at large) and attending to local issues (constituency service and pork barrel).,MUTATED,19
Simple Past Tense to Present Perfect Tense,,"3 -RRB- Republican congressional representatives, because of their belief in a minimalist state, have been less willing to engage in local benefit-seeking than have Democratic members of Congress.",MUTATED,9
Simple Past Tense to Present Perfect Tense,,"If these assumptions have held, voters in races for Congress have faced what in economic theory is called a prisoner's dilemma and have had an incentive, at the margin, to lean Democratic.",MUTATED,10
Simple Past Tense to Past Perfect Tense,,"If they had put a Republican into office, not only would they have acquired less in terms of local benefits but their selected legislator would have been relatively powerless to prevent other legislators from 'bringing home the bacon' to their respective constituencies.",MUTATED,11
Simple Past Tense,,"Each legislator, after all, was only one out of 535 when it came to national policy making.",MUTATED,5
Simple Past Tense,,"In races for the White House, a voter's incentive, at the margin, was to lean Republican.",MUTATED,4
Simple Past Tense to Present Perfect Tense,,"Although a GOP president has limited local benefits to the voter's particular district/state, such a president is also likely to have been more effective at preventing other districts/states and their legislators from bringing home the local benefits.",MUTATED,11
Simple Future to Present Perfect Tense,,The individual voter's standing has been enhanced through lower taxes.,MUTATED,5
Present Perfect Tense,,"This theory has appeared to explain several things, despite being exceedingly simple.",MUTATED,6
Simple Future Tense,,"First, why ticket splitting will increase and continue to take the peculiar pattern it has been developing over the past half century: Prior to the election of Franklin Roosevelt as president and the advent of the New Deal, government occupied a much smaller role in society and the prisoner's dilemma problem that will confront voters in races for Congress is expected to be considerably less severe.",MUTATED,17
Simple Past Tense to Present Perfect Tense,,"Second, it explains why voters have held Congress in disdain but generally love their own congressional representatives: Any individual legislator's constituents have appreciated the specific benefits that the legislator has won for them but not the overall cost associated with every other legislator having done likewise for his own constituency.",MUTATED,19
Simple Past Tense to Present Perfect Tense,,"Third, the theory suggests that legislators who have paid too much attention to national policy making relative to local benefit-seeking have had lower security in office.",MUTATED,11
Simple Past Tense to Present Perfect Tense,,"For example, first-term members of the House, once the most vulnerable of incumbents, have been becoming virtually immune to defeat.",MUTATED,7
Simple Past Tense to Present Perfect Tense,,The one exception to this recent trend has been the defeat of 13 of the 52 freshman Republicans brought into office in 1980 by the Reagan revolution and currently running for re-election.,MUTATED,11
Simple Past Tense to Past Perfect Tense,,"Because these freshmen had placed far more emphasis on their partisan role -- spreading the Reagan revolution -- in national policy making, they had been more vulnerable to defeat.",MUTATED,10
Simple Future Tense,,"Fourth, the theory indicates that the Republican Party will likely have a difficult time attracting viable candidates for congressional office.",MUTATED,10
Simple Past Tense,,Potential candidates were discouraged from running less by the congressional salary than by the prospect of defeat at the hands of a Democratic opponent.,MUTATED,11
Simple Past Tense,,"To the extent that potential Republican candidates and their financial backers realized that the congressional prisoner's dilemma game worked to their disadvantage, the Republican Party was hindered in its attempts to field a competitive slate of congressional candidates.",MUTATED,13
Simple Future Tense,,"Fifth, the theory may potentially provide at least a partial reason for why ticket splitting will be particularly pronounced in the South.",MUTATED,4
Simple Future Tense,,"To the extent that Democratic legislators from the South will hold a disproportionate share of power in Congress from now on and will be able to translate such clout into relatively more local benefits for their respective constituencies, voters in the South will have an especially strong incentive to keep such Democrats in office.",MUTATED,20
Simple Past Tense to Present Perfect Tense,,"Finally, the theory suggests that Republicans have generally fared better in Senate races than in campaigns for the House.",MUTATED,6
Simple Past Tense to Present Perfect Tense,,"Since local benefit-seeking has mattered more and national policy making has mattered less in the lower chamber of Congress, this is precisely the pattern one would expect if Republicans have been less willing to engage in local benefit-seeking than their Democratic counterparts.",MUTATED,12
Simple Present Tense to Present Perfect Tense,,Has there been any empirical support for this theory?,MUTATED,3
Simple Past Tense to Present Perfect Tense,,Three pieces of evidence have corroborated the key assumption that Democratic legislators are more willing to engage in local benefit-seeking than their Republican colleagues.,MUTATED,13
Simple Past Tense,,"First, economists James Bennett and Thomas DiLorenzo found that GOP senators turned back roughly 10% more of their allocated personal staff budgets than Democrats did.",MUTATED,6
Simple Past Tense,,"To the extent that the primary duty of personal staff involved local benefit-seeking, this indicated that political philosophy led congressional Republicans to pay less attention to narrow constituent concerns.",MUTATED,13
Simple Future to Present Continuous,,"Second, if the key assumption remains valid, Democrats will continuously have lower attendance rates on roll-call votes than Republicans to the extent that such votes are reflecting national policy making and that participating in them is taking away from the time a legislator could otherwise devote to local benefit-seeking.",MUTATED,23
Simple Past Tense,,"This was indeed what the data indicated, particularly in the case of the House.",MUTATED,2
Present Perfect to Simple Past Tense,,The Democratic House attendance rate did not exceed the Republican House attendance rate in 1959.,MUTATED,4
Simple Past Tense to Past Perfect Tense,,"Finally, as had been shown in the table, Democrats had allocated a higher proportion of their personal staffs to district offices -- where local benefit-seeking duties mattered more and national policy-making activities mattered less relative to Washington offices.",MUTATED,13
Simple Past Tense to Present Perfect Tense,,"An examination of changes in personal staffing decisions in the Senate between 1986 and 1987 (when control of that body has changed party hands), moreover, reveals that the personal staffing differences noted in the table cannot be attributed to the disproportionate control Democrats have exercised, due to their majority-party status, over other resources such as committee staff.",MUTATED,18
Simple Past Tense to Present Perfect Tense,,"An additional piece of evidence from the Senate has shown: Holding other factors constant, such as incumbency advantages and regional differences, the difference between popular votes for Republican presidential and senatorial candidates in states that have conducted a Senate election appears to be a positive function of how onerous the federal government's tax burden has been per state (a progressive tax rate hits higher-income states harder).",MUTATED,26
Simple Past Tense to Present Perfect Tense,,"Put more simply, GOP candidates for president have been looked on more kindly by voters than Republican candidates for the Senate when the prisoner's dilemma has been more severe.",MUTATED,8
Simple Past Tense to Present Perfect Tense,,"Moreover, ticket splitting has appeared to take the same peculiar pattern at the state government level as it has at the federal level.",MUTATED,9
Simple Past Tense,,State governments were more typically split along Republican-governor / Democratic-legislature lines than the reverse.,MUTATED,4
Simple Past Tense to Present Perfect Tense,,"A cross-state econometric investigation has revealed that, holding other factors constant, the difference between a state's major-party vote going to the Republican gubernatorial candidate and the Republican share of the lower state house has been a positive function of the state tax rate.",MUTATED,16
Present Perfect Tense to Simple Past Tense,,"In sum, at both the federal and state government levels, at least part of the seemingly irrational behavior voters displayed in the voting booth had an exceedingly rational explanation.",MUTATED,12
Simple Past Tense,,Mr. Zupan taught at the University of Southern California's business school.,MUTATED,0
Simple Past Tense to Present Perfect Tense,,"In the long, frightening night after Tuesday's devastating earthquake, Bay Area residents have searched for comfort and solace wherever they could.",MUTATED,8
Simple Past Tense to Present Perfect Tense,,Some have found it on the screen of a personal computer.,MUTATED,2
Simple Past Tense to Present Perfect Tense,,"Hundreds of Californians have made their way to their computers after the quake, and have checked in with each other on electronic bulletin boards, which link computers CB-radio-style, via phone lines.",MUTATED,7
Simple Past Tense to Present Perfect Tense,,"Some of the most vivid bulletins have come over The Well, a Sausalito, Calif., board that is one of the liveliest outposts of the electronic underground.",MUTATED,5
,,,DUMP,
Simple Past Tense to Past Perfect Tense,,"The quake had knocked The Well out for six hours, but when it came back up, it teemed with emotional first-hand reports.",MUTATED,7
Simple Past Tense to Present Perfect Tense,,Following are excerpts from the electronic traffic that has occurred at night.,MUTATED,4
Simple Past Tense,,"The time was Pacific Daylight Time, and the initials or nicknames were those subscribers used to identify themselves.",MUTATED,6
Simple Present Tense to Simple Past Tense,,It was 11:54 p.m.,MUTATED,0
,,,DUMP,
,,,DUMP,
Simple Past Tense to Present Perfect Tense,,"I have been in the avenues, on the third floor of an old building, and except for my heart (Beat, BEAT!), I have been OK.",MUTATED,8
Tense Mutation,,"Got back to Bolinas and found everything fallen: broken poster frames with glass on the floor, file cabinets either open or dumped onto the floor.",MUTATED,5
Simple Present Tense to Simple Past Tense,,It was 11:59 p.m.,MUTATED,0
,,,DUMP,
Simple Present Tense,,"I am at my favorite watering hole, waiting for the game to start.",MUTATED,4
Simple Past Tense to Past Continuous Tense,,"I was feeling the temblor begin and was glancing at the table next to mine when I smiled that guilty smile; we were both mouthing the words, 'Earthquake!' together.",MUTATED,8
Simple Past Tense,,That's how long it took for the temblors to pass.,MUTATED,4
Present Perfect Tense to Simple Past Tense,,"This time, it had just got stronger and then the building started shaking violently up and down as though it were a child's toy block that was being tossed.",MUTATED,9
Simple Present Tense to Simple Past Tense,,It was 12:06 a.m.,MUTATED,0
,,,DUMP,
Simple Present Tense,,I am in the Berkeley Main library when it hits.,MUTATED,2
Simple Past Tense,,Endless seconds passed while I wondered if those huge windows buckled and showered us with glass.,MUTATED,6
Simple Past Tense to Present Perfect Tense,,Only a few books have fallen in the reading room.,MUTATED,2
Simple Past Tense to Present Perfect Tense,,The auto paint shop fire has sent an evil-looking cloud of black smoke into the air.,MUTATED,10
Simple Present Tense to Simple Past Tense,,It was 12:07 a.m.,MUTATED,0
,,,DUMP,
Present Continuous Tense to Simple Present Tense,,My younger daughter and I are usually fine.,MUTATED,2
Simple Past Tense to Past Continuous Tense,,This building was shaking like hell and it kept getting stronger.,MUTATED,4
Simple Past Tense to Present Perfect Tense,,"Except for the gas tank at Hustead's Towing Service having exploded and burned in downtown Berkeley, things here have been quite peaceful.",MUTATED,3
Simple Present Tense,,A lot of car alarms go off.,MUTATED,3
Simple Past Tense,,"The cats were fine, although they seemed nervous.",MUTATED,3
Simple Present Tense to Simple Past Tense,,It was 12:15 a.m.,MUTATED,0
,,,DUMP,
Simple Past Tense,,There was a huge fire caused by a broken gas main in the Marina in SF.,MUTATED,2
Simple Past Tense,,Areas that were made of ` fill ' liquefied.,MUTATED,2
Simple Present Tense,,A woman in a three-story apartment is able to walk out the window of the third floor onto street level during the quake.,MUTATED,11
Simple Past Tense to Present Perfect Tense,,The house has just settled right down into the ground.,MUTATED,2
Simple Present Tense to Simple Past Tense,,It was 12:38 a.m.,MUTATED,0
,,,DUMP,
Simple Present Tense,,"I drive my truck and stop at the red light at the corner of Shattuck and Alcatraz, at the Oakland-Berkeley border, when it hits.",MUTATED,6
Simple Past Tense to Present Perfect Tense,,The worst part has been watching power lines waving above my head with no way to drive away.,MUTATED,6
Simple Present Tense to Simple Past Tense,,It was 12:48 a.m.,MUTATED,0
,,,DUMP,
Simple Past Tense to Present Perfect Tense,,Have been 300 ft. out on a pier in San Rafael.,MUTATED,2
Simple Past Tense to Present Perfect Tense,,"It has flopped all around, making it really dramatic!",MUTATED,2
Simple Past Tense to Present Perfect Tense,,Many hairline cracks have appeared in the concrete slabs.,MUTATED,5
Simple Past Tense to Simple Present Tense,,Ruining the damn fishing!,MUTATED,2
Simple Present Tense to Simple Past Tense,,It was 1:00 a.m.,MUTATED,0
,,,DUMP,
Simple Past Tense to Present Perfect Tense,,I have ridden it out on the second floor of Leo's at 55th and Telegraph in Oakland.,MUTATED,2
Simple Past Tense to Present Perfect Tense,,I have heard parts of the building above my head cracking.,MUTATED,4
Simple Past Tense to Present Perfect Tense,,I have actually thought that I might have died.,MUTATED,2
Simple Past Tense to Present Perfect Tense,,"I couldn't decide whether I should come home to Marin, as my house has been on stilts.",MUTATED,5
Simple Past Tense to Present Perfect Tense,,I have decided to brave the storm.,MUTATED,3
Simple Past to Present Perfect Tense,,There has been a horrible smell of gas since I passed the Chevron refinery before crossing the Richmond-San Rafael Bridge.,MUTATED,6
Tense mutation,,I can also see the clouds across the bay from the horrible fire in the Marina District of San Francisco.,MUTATED,5
Simple Past Tense,,I felt many aftershocks.,MUTATED,3
Present Perfect Tense to Simple Past Tense,,My back was in knots and my hands were shaking.,MUTATED,4
Simple Past Tense,,I thought a few of the aftershocks might just have been my body shaking.,MUTATED,3
,,,DUMP,
,,,DUMP,
Simple Past Tense to Present Perfect Tense,,I have been able to see the flames from San Francisco from my house across the bay.,MUTATED,4
Simple Past Tense,,It was hard to believe this really happened.,MUTATED,3
Simple Present Tense to Simple Past Tense,,It was 1:11 a.m.,MUTATED,0
,,,DUMP,
Simple Past Tense to Present Perfect Tense,,"The building on the corner has been severely damaged, so the old lady and her very old mother are in the guest room.",MUTATED,6
Simple Present Tense to Present Continuous Tense,,Books and software are everywhere.,MUTATED,2
Simple Past Tense,,This was typed in a standing position.,MUTATED,2
Simple Past Tense,,It was 1:20 a.m.,MUTATED,0
,,,DUMP,
Simple Present Tense to Present Continuous Tense,,Bolinas is astride the San Andreas Fault.,MUTATED,0
Simple Past Tense to Present Perfect Tense,,"I have not felt a thing, but I have noticed some strange bird behavior.",MUTATED,5
Simple Present Tense to Simple Past Tense,,Duck swarms formed.,MUTATED,2
Simple Present Tense to Simple Past Tense,,It was 3:25 a.m.,MUTATED,0
,,,DUMP,
Simple Past Tense to Present Perfect Tense,,I have just felt another aftershock a few seconds ago.,MUTATED,4
Simple Past Tense,,I was just numb.,MUTATED,0
Simple Present Tense to Simple Past Tense,,It was 3:25 a.m.,MUTATED,0
,,,DUMP,
Simple Past Tense,,Downtown Bolinas seemed to be the part of town that was worst off.,MUTATED,4
Simple Past Tense to Present Perfect Tense,,"No power, minimal phones, and a mess of mayonnaise, wine, and everything else have been all over the floors of the big old general store and the People's Co-op.",MUTATED,8
Present Perfect to Simple Past Tense,,"The quivers moved through my house every few minutes at unpredictable intervals, and the mouse that was living in my kitchen had taken refuge under my desk.",MUTATED,13
Present Perfect Tense,,"It has run out frantically now and then, and is clearly pretty distressed.",MUTATED,1
Simple Present Tense,,I am in Stinson Beach when the quake rolls through town.,MUTATED,3
Simple Past Tense to Present Perfect Tense,,"At first, we had been unfazed.",MUTATED,0
Simple Past Tense to Past Continuous Tense,,"Then as things were getting rougher, we were running for the door and spending the next few minutes outside, watching the brick sidewalk under our feet oozing up and down, and the flowers waving in an eerie rhythm.",MUTATED,14
Simple Past Tense,,It was amazing how it affected one's heart rate and short-term memory.,MUTATED,2
Simple Past Tense to Past Continuous Tense,,"Everyone was looking calm, but there was this surreal low level of confusion as the aftershocks were continuing.",MUTATED,7
Simple Present Tense to Simple Past Tense,,It was 4:02 a.m.,MUTATED,0
,,,DUMP,
Simple Past Tense to Present Perfect Tense,,"Power has been restored, and UCSF -LCB- medical center -RCB- seems to have quieted down for the night -LRB- they have been doing triage out in the parking lot, judging by the sound and lights -RRB-.",MUTATED,6
Simple Past Tense to Present Perfect Tense,,A friend of mine has been in an underground computer center in downtown SF since the quake hit.,MUTATED,6
Simple Past Tense to Present Perfect Tense,,He has said that one of the computers has taken a three-foot trip sliding across the floor.,MUTATED,6
Simple Past Tense,,Today was interesting as people realized how hard life was going to be here for a while.,MUTATED,7
Simple Present Tense to Simple Past Tense,,It was 4:30 a.m.,MUTATED,0
,,,DUMP,
Tense mutation,,"I will get home, let the dogs into the house, and notice some sounds above my head, as if someone is walking on the roof, or upstairs.",MUTATED,10
Tense mutation,,Then I noticed the car had been bouncing up and down as if someone had been jumping on it.,MUTATED,5
Simple Past Tense to Past Perfect Tense,,I had realized what was happening and screamed into the house for the dogs.,MUTATED,5
Simple Past Tense to Past Continuous Tense,,"Cupboard doors were flying, the trash can in the kitchen was walking a few feet, the dogs were coming running, and I was scooting them into the dog run while I stood in the doorway, watching the outside trash cans dancing across the concrete.",MUTATED,14
Simple Past to Past Continuous Tense,,"When I realized it was over, I was standing out in front of the house, waiting and praying for Merrill to come home, shivering as if it were 20 below zero until he arrived.",MUTATED,7
Simple Past Tense,,I had never been so frightened in my life before.,MUTATED,2
Simple Past Tense to Present Perfect Tense,,"When I have seen the pictures of 880 and the Bay Bridge, I have begun to cry.",MUTATED,3
Simple Past Tense,,It was 5:09 a.m.,MUTATED,0
,,,DUMP,
Simple Past Tense to Past Continuous Tense,,"The Sunset District was more or less like a pajama party all evening, with lots of people and dogs walking around, drinking beer.",MUTATED,6
