mut_type,word_index_list,mut_sentence,mut_tag,instance_count
Pronoun mutation,,These are based on dubious psychological and sociological theories rather than on educational experience.,MUTATED,7
Pronoun mutation,,"One of the reasons British, French, German, or Japanese students perform better in math tests, as compared with American, is the influence of the `` New Math `` on American textbooks and teaching methods.",MUTATED,9
Pronoun mutation,,Anyone who wants to appreciate just how bizarre that situation is -- with students who cannot add or subtract `` learning `` the conceptual basis of mathematical theory -- should read the article by Caleb Nelson ( himself a recent math major at Harvard ) in the November American Spectator.,MUTATED,17
Pronoun mutation,,"Most important of all, principals should have a large measure of authority over the schools, the faculty, the curriculum, and all matters of student discipline.",MUTATED,10
Pronoun mutation,,Study after study -- the most recent from the Brookings Institution -- tells them that the best schools are those they are free of outside interference and are governed by a powerful head.,MUTATED,11
Pronoun mutation,,"With that authority, of course, goes an unambiguous accountability for them.",MUTATED,4
Pronoun mutation,,Schools that are structured in that way produce students with higher morale and superior academic performance.,MUTATED,9
Pronoun mutation,,"This is a fact -- though, in view of all the feathers that are ruffled by that fact, it is not surprising that one hears so little about them.",MUTATED,4
Pronoun mutation,,"The National Interest is published by Mr. Kristol, an American Enterprise Institute fellow, who co-edits The Public Interest.",MUTATED,0
Pronoun mutation,,That's what the man has said.,MUTATED,2
Pronoun mutation,,"Haney peered doubtfully at her drinking companion through bleary, tear-filled eyes.",MUTATED,4
Pronoun mutation,,"I had no ready answer, as much from surprise as from the fit of coughing.",MUTATED,7
Pronoun mutation,,Was it the man who was drunk or crazy or both?,MUTATED,1
Pronoun mutation,,"But his new-found buddy had matched us drink for drink until I lost count, and the man's eyes were still clear.",MUTATED,8
Pronoun mutation,,"Haney thought to himself that the guy was off his rocker, and looked away from those eyes.",MUTATED,4
Pronoun mutation,,"Eyes that were clear, but also bright with a strange intensity, a sort of cold fire burning behind those.",MUTATED,6
Pronoun mutation,,Why had n't I noticed it before?,MUTATED,1
Pronoun mutation,,"No, the man did not get drunk",MUTATED,2
Pronoun mutation,,He wondered how this stranger got tied up with him.,MUTATED,4
Pronoun mutation,,"But, of course, I remembered it now.",MUTATED,1
Pronoun mutation,,"It was blurred, after two hours of steady drinking, but the occasion of them came back to him.",MUTATED,5
Pronoun mutation,,"The stranger, whose head seemed sunk in thought, started to cross the street against the light just as a huge moving van they had not noticed roared through the intersection.",MUTATED,10
Pronoun mutation,,"Brakes howled and a horn blared furiously, but Phil would have been hit if the man had not called out to him a second before.",MUTATED,6
Pronoun mutation,,"Anyone's shout might have been involuntary, something he might have done without thinking, on the spur of the moment.",MUTATED,4
Pronoun mutation,,"As a matter of fact, he would n't have cared at all if the guys had been hit.",MUTATED,3
Pronoun mutation,,"Actually, he regretted having opened his mouth when the truck came to a stop and the angry driver jumped down from the cab and walked back toward us.",MUTATED,10
Pronoun mutation,,"By then, Haney was thanking the stranger profusely and had one arm around his shoulders as if Haney were an old friend.",MUTATED,7
Pronoun mutation,,So the driver started to curse at both of us as if we had been in a plot together to ruin his safe-driving record.,MUTATED,6
Pronoun mutation,,"Then the man who saved him turned and looked squarely into the truck driver's face, without saying a word.",MUTATED,6
Pronoun mutation,,"Very suddenly, the driver stopped swearing at us, turned on their heel and went back to their truck.",MUTATED,6
Pronoun mutation,,Haney hadn't given them much thought at the time.,MUTATED,3
Pronoun mutation,,"Now he recalled it very clearly, and wondered what the truck driver had seen in those eyes to make the driver back off.",MUTATED,5
Pronoun mutation,,It must have been the sort of look that a bluff can be called without a word being said.,MUTATED,6
Pronoun mutation,,"When the light went our way, we went on across the street.",MUTATED,3
Pronoun mutation,,"And when the stranger found out that Phil was on the way to one of her favorite bars, she insisted on offering to buy drinks for both of us.",MUTATED,6
Pronoun mutation,,"Phil usually went alone and kept to himself, sitting in a corner and passing the time by nursing their favorite grudges.",MUTATED,8
Pronoun mutation,,"But he decided he wouldn't mind their company in return for free drinks, even though they made good money at their job.",MUTATED,9
Pronoun mutation,,That was like Phil.,MUTATED,0
Pronoun mutation,,"Now he wondered if they were worth it, having screwballs for company.",MUTATED,4
Pronoun mutation,,"He really didn't take the offer seriously, but it began to make him feel uneasy.",MUTATED,5
Pronoun mutation,,"When Pete finally got the coughing under control, he realized that he was still waiting for an answer -- he didn't even seem to wink as he continued to stare.",MUTATED,8
Pronoun mutation,,A weak laugh managed Haney.,MUTATED,3
Pronoun mutation,,"Guess Pete ca n't think of anyone else, can you?",MUTATED,1
Pronoun mutation,,Thanks to you anyhow,MUTATED,1
Pronoun mutation,,A faint crease appeared between his eyebrows.,MUTATED,4
Pronoun mutation,,"I think you aren't taking yourself seriously, Phil.",MUTATED,2
Pronoun mutation,,It meant me.,MUTATED,1
Pronoun mutation,,And some kind of grudge has everybody.,MUTATED,3
Pronoun mutation,,I might have got hit by that truck if it wasn't for me.,MUTATED,2
Pronoun mutation,,You should believe in returning favors.,MUTATED,2
Pronoun mutation,,I 'll do anything for somebody who likes me.,MUTATED,3
Pronoun mutation,,"It wo n't cost me a cent, Phil.",MUTATED,2
Pronoun mutation,,Go ahead and try yourself `` ! !,MUTATED,1
Pronoun mutation,,Phil rubbed our forehead wearily.,MUTATED,1
Pronoun mutation,,I was beginning to feel woolly.,MUTATED,2
Pronoun mutation,,Maybe it would be better to humor us and then they make an exit.,MUTATED,3
Pronoun mutation,,"He really didn't expect anything to come of them, and there were a few people",MUTATED,4
Pronoun mutation,,"All right, he conceded finally, 'if I must admit, I don't get along with the landlord.'",MUTATED,2
Pronoun mutation,,I keep riding him because he likes to listen to the radio and sing while he's taking a bath.,MUTATED,8
Pronoun mutation,,"He says the neighbors complain, but I don't believe them.",MUTATED,4
Pronoun mutation,,Why do n't I tell them myself if it bothers me?,MUTATED,2
Pronoun mutation,,The man closed his eyes and they nodded.,MUTATED,4
Pronoun mutation,,"When I looked up again, I seemed almost contented.",MUTATED,3
Pronoun mutation,,That's fine.,MUTATED,0
Pronoun mutation,,Give your address to me.,MUTATED,2
Pronoun mutation,,It will take some time.,MUTATED,2
Pronoun mutation,,I want to study my landlord's habits and movements first.,MUTATED,5
Pronoun mutation,,"You see, I always make them look like accidents.",MUTATED,4
Pronoun mutation,,"Maybe suicide, if that looks reasonable to them.",MUTATED,2
Pronoun mutation,,"In this manner, there's no trouble for us.",MUTATED,1
Pronoun mutation,,Haney's eyebrows flew up at them.,MUTATED,2
Pronoun mutation,,We serve the customer.,MUTATED,0
Pronoun mutation,,"Modestly, Pete's smile appeared.",MUTATED,1
,,,DUMP,
Pronoun mutation,,"Five minutes later, before Haney could make their break, the stranger stood up and nodded farewell.",MUTATED,6
Pronoun mutation,,"Haney watched the small but wiry man slip out the door quickly and silently, and felt relieved to see that nobody else seemed to notice their departure.",MUTATED,12
Pronoun mutation,,"Phil decided to stay a little longer, and as time passed it seemed as if the strange little man had never been there, but for they other glass on the table.",MUTATED,11
Pronoun mutation,,"Some time before midnight he returned to his apartment and hit the sack, putting it out of his mind before he fell asleep.",MUTATED,6
Pronoun mutation,,"The next day, Sunday, Haney was reminded by the hangover where he had been the night before.",MUTATED,5
Pronoun mutation,,"The hangover in turn reminded me of my conversation with the weirdy, and I groaned.",MUTATED,5
Pronoun mutation,,"He went for more aspirin later in the day, and passed the surly landlord on the way -- the landlord was still alive and scowling as usual, as if he was a burden in the tenants' life.",MUTATED,9
Pronoun mutation,,Phil shrugged and ignored her.,MUTATED,2
Pronoun mutation,,"Monday, he went back to work.",MUTATED,0
Pronoun mutation,,By Wednesday the landlord was still living.,MUTATED,1
Pronoun mutation,,"Of course On Thursday, Haney mailed the monthly check for separate maintenance to Lolly, his wife, and wished she could do something about the stranger",MUTATED,9
Pronoun mutation,,"Coming home from work, he was startled to see police cars parked in front of the apartment building.",MUTATED,6
Pronoun mutation,,"Inside the lobby, they were standing around, talking excitedly.",MUTATED,3
Pronoun mutation,,His spine crawled with a foreboding premonition as one of his fellow tenants asked him what had happened.,MUTATED,6
Pronoun mutation,,The landlord who owned this property has died.,MUTATED,2
Pronoun mutation,,"Late that afternoon, it seemed, they had fallen off the roof while on some obscure errand or inspection.",MUTATED,7
Pronoun mutation,,"Apparently, he had been alone.",MUTATED,0
Pronoun mutation,,Nobody witnessed the fall -- just the sickening impact when their body smashed on the pavement just outside the basement delivery entrance.,MUTATED,10
Pronoun mutation,,"Haney hoped that nobody noticed their sudden pallor, as they felt the blood drain from their cheeks.",MUTATED,8
Pronoun mutation,,"He muttered something about how terrible they were, and walked with deliberate slowness to the elevator.",MUTATED,5
Pronoun mutation,,"Once inside her apartment, she poured a drink with trembling hands and flopped limply in a chair.",MUTATED,7
,,,DUMP,
Pronoun mutation,,"But after all, why should we?",MUTATED,0
Pronoun mutation,,"Still later, he finally convinced himself that it was not an accident -- just a coincidence.",MUTATED,3
Pronoun mutation,,"The stranger really had nothing to do with them, of course",MUTATED,4
Pronoun mutation,,"Haney went to bed, happy that at least she was rid of that lousy landlord.",MUTATED,3
Pronoun mutation,,"After all, the man had no family, so it suffered, and everybody was better off for them.",MUTATED,4
Pronoun mutation,,"Really, he said to himself, nobody would kill them just as a favor!",MUTATED,3
Pronoun mutation,,So I thought you did n't mean what you said.,MUTATED,3
Pronoun mutation,,"The stranger's eyes were large and sad, as if his actions had hurt Phil Haney's feelings.",MUTATED,6
Pronoun mutation,,"It was like a recurrent, annoying dream, but now the nightmare was beginning to take on overtones of a dream.",MUTATED,4
Pronoun mutation,,"However, Haney knew that was not a dream.",MUTATED,2
Pronoun mutation,,"He might be very tight, but I knew where I was.",MUTATED,2
Pronoun mutation,,"It was the same bar, and they were two weeks later -- Saturday night, when he had an excuse to drink heavier than they usually did.",MUTATED,7
Pronoun mutation,,"He had been sitting at the little table in the usual corner, as far as possible from any friendly, talkative lushes.",MUTATED,7
Pronoun mutation,,I was enjoying the weekly ritual of washing down my pet grievance with bourbon slightly moistened with water.,MUTATED,6
Pronoun mutation,,This was not the landlord's favorite grievance.,MUTATED,3
Pronoun mutation,,He had already quite forgotten about himself.,MUTATED,1
Pronoun mutation,,"In fact, he had only mentioned himself on the spur of the moment.",MUTATED,3
Pronoun mutation,,Lolly was his real grievance.,MUTATED,2
Pronoun mutation,,"Toward the end of his fourth hairy highball, while it was moodily making wet rings on the table-top with the bottom of the glass, he became aware that it was not alone.",MUTATED,9
Pronoun mutation,,"He looked up with bloodshot eyes and beheld the stranger sitting across the table, smiling a secret smile at him, as if he were a fellow conspirator to them.",MUTATED,10
Pronoun mutation,,He had n't even noticed -- what was his name? Pete? -- he had n't seen them sit down.,MUTATED,3
Pronoun mutation,,"The man was uncanny, like it, and made as much noise as it.",MUTATED,5
Pronoun mutation,,"Haney felt like shrinking out of sight, but the wiry, dark little man was already trapped in the corner with him.",MUTATED,6
Pronoun mutation,,He began to wish that he hadn't shouted that other evening when the trucks bore down through the crossing.,MUTATED,6
Pronoun mutation,,Was a creep going to be saddled from now on with him for a bar-buddy?,MUTATED,2
Pronoun mutation,,I'd have to start going to some of the other places again.,MUTATED,4
Pronoun mutation,,"In a low voice, almost whispering, Phil had asked the man if he was happy with the way he had taken the landlord off his back.",MUTATED,8
Pronoun mutation,,"He made the mistake of answering in an offhand way, and instantly realized that it must have showed in his face or voice.",MUTATED,8
Pronoun mutation,,"Pete became sad and moody, then frowned slightly.",MUTATED,3
Pronoun mutation,,"Haney didn't want to encourage the company, but felt he ought to buy them a drink anyhow, to prevent possible trouble.",MUTATED,9
Pronoun mutation,,But there was no trouble in them.,MUTATED,1
Pronoun mutation,,"The guy sulked over his drink, obviously upset by Haney's lack of it.",MUTATED,5
Pronoun mutation,,"To break the uncomfortable silence, Haney began talking to them.",MUTATED,5
Pronoun mutation,,"In time, and two drinks later, he was complaining bitterly about his wife; he was on the subject for ten minutes or so when he noticed the renewed interest in his listener -- they showed in the alert face and the suddenly bright eyes.",MUTATED,13
Pronoun mutation,,"When the stranger paused to moisten his throat, he broke in.",MUTATED,4
Pronoun mutation,,But why should she pay your bills?,MUTATED,2
Pronoun mutation,,"If she runs around with other women, and if I hate her as I say, why not just divorce her ``?",MUTATED,4
Pronoun mutation,,Haney scowled at them.,MUTATED,1
Pronoun mutation,,"She would love a divorce, that bitch, he growled.",MUTATED,4
Pronoun mutation,,Then I'd get half of everything she has.,MUTATED,3
Pronoun mutation,,Community property deal -- I know.,MUTATED,2
Pronoun mutation,,I'd have to sell out my business to pay off her with her share.,MUTATED,3
Pronoun mutation,,I can drop dead `` ! !,MUTATED,0
Pronoun mutation,,He nodded at Pete understandingly.,MUTATED,1
,,,DUMP,
Pronoun mutation,,Now you can see.,MUTATED,1
Pronoun mutation,,"I must understand, you haven't been in this state too long.",MUTATED,2
Pronoun mutation,,Here is where I came to retire.,MUTATED,2
Pronoun mutation,,That's why I -- why I do a free job for them now and then.,MUTATED,3
Pronoun mutation,,You should have told her about me before.,MUTATED,1
Pronoun mutation,,"Haney felt a twinge of annoyance when it reached his ears once more, the now familiar line.",MUTATED,5
Pronoun mutation,,Then a wild thought ran circles through my clouded brain.,MUTATED,6
Pronoun mutation,,Suppose -- just suppose this guy was really what you said you were T ! !,MUTATED,2
Pronoun mutation,,A professional killer who has retired,MUTATED,3
Pronoun mutation,,"If I was just a nut, no harm was done to them.",MUTATED,3
Pronoun mutation,,"But if she was the real thing, she could do something about Lolly.",MUTATED,1
Pronoun mutation,,"He felt very cunning, very proud of himself as he played on the other's soft spot.",MUTATED,4
Pronoun mutation,,"No offense was intended, he said gently to them.",MUTATED,3
Pronoun mutation,,"But it's just that -- well, I know.",MUTATED,1
Pronoun mutation,,"The cops did n't suspect a thing, and I thought it was just a coincidence that they did.",MUTATED,5
Pronoun mutation,,"After all, you didn't know me, Pete.",MUTATED,1
Pronoun mutation,,It might have been that accident.,MUTATED,1
Pronoun mutation,,I shrugged casually.,MUTATED,1
Pronoun mutation,,But if I say I managed it,MUTATED,2
Pronoun mutation,,The stranger hooked them.,MUTATED,2
Pronoun mutation,,My eyes burned feverishly.,MUTATED,2
Pronoun mutation,,"Yes, yes, she muttered impatiently.",MUTATED,1
Pronoun mutation,,"Of course, that looked like an accident.",MUTATED,2
Pronoun mutation,,I always work that way -- and always at a time when the customer has an alibi for it.,MUTATED,6
Pronoun mutation,,Let Phil prove it to me.,MUTATED,2
Pronoun mutation,,I think I can manage one more favor for me.,MUTATED,3
Pronoun mutation,,I was eagerly waited for.,MUTATED,1
Pronoun mutation,,Haney swished the liquor in the bottom of its glass.,MUTATED,4
Pronoun mutation,,"Tuesday's rout of a GOP congressional hopeful in a Mississippi district that hasn't backed a Democratic presidential candidate since Adlai Stevenson is another reminder that, at least at the federal level, `` ticket splitting `` in political races has been on the rise for the past half century, as evidenced by them.",MUTATED,14
Pronoun mutation,,In only one presidential election year prior to 1948 did more than 20 % of the nation's congressional districts choose a different party's candidate for the House of Representatives than for the White House.,MUTATED,10
Pronoun mutation,,Now that third routinely equals a percentage and twice has been above 40%.,MUTATED,2
Pronoun mutation,,"As we know, voters tend to favor Democrats more in races for Congress than in those for president.",MUTATED,6
Pronoun mutation,,"In every presidential election over the past half century, except for the Goldwater presidential candidacy, the GOP has captured a greater percentage of the major-party popular vote for president than they have of congressional seats or the popular vote for Congress.",MUTATED,11
Pronoun mutation,,"Prior to 1932, the opposite was nearly the pattern.",MUTATED,2
Pronoun mutation,,What do the results of recent decades account for?,MUTATED,4
Pronoun mutation,,A simple economic theory may provide at least a partial explanation for the split personality that Americans display in the voting booth.,MUTATED,7
Pronoun mutation,,Three assumptions are relied upon by the theory.,MUTATED,2
Pronoun mutation,,"Voters can `` buy `` one of two brands when we select our political agents -- a Republican brand that believes in the minimalist state and in the virtues of private markets over the vices of public action, and a Democratic brand that believes in big government and in public intervention to remedy the excesses attendant to the pursuit of private interest.",MUTATED,23
Pronoun mutation,,Congressional representatives have two basic responsibilities while they are voting in office -- dealing with national issues (programmatic actions such as casting roll call votes on legislation that imposes costs and/or confers benefits on us at large) and attending to local issues (constituency service and pork barrel).,MUTATED,19
Pronoun mutation,,"3 -RRB- Democratic members of Congress, because of their belief in a minimalist state, are less willing to engage in local benefit-seeking than are Republican congressional representatives.",MUTATED,9
Pronoun mutation,,"If that assumption holds, voters in races for Congress face what in economic theory is called a prisoner's dilemma and have an incentive, at the margin, to lean Republican.",MUTATED,11
Pronoun mutation,,"If we put a Democrat into office, not only will we acquire less in terms of local benefits but our selected legislator will be relatively powerless to prevent other legislators from 'bringing home the bacon' to their respective constituencies.",MUTATED,11
Pronoun mutation,,"Each legislator, after all, is only one out of 535 when they come to national policy making.",MUTATED,5
Pronoun mutation,,"In races for the White House, the incentive for a voter, at the margin, is to lean Republican.",MUTATED,4
Pronoun mutation,,"Although a GOP president may limit local benefits to their particular district/state, such presidents are also likely to be more effective at preventing other districts/states and us legislators from bringing home the local benefits.",MUTATED,11
Pronoun mutation,,The standing of the individual voter will consequently be enhanced by lower taxes for them.,MUTATED,5
Pronoun mutation,,"While that theory is exceedingly simple, it appears to explain several things.",MUTATED,6
Pronoun mutation,,"First, why ticket splitting has increased and taken the peculiar pattern that they have over the past half century: Prior to the election of Franklin Roosevelt as president and the advent of the New Deal, the government occupied a much smaller role in society and the prisoner's dilemma problem confronting voters in races for Congress was considerably less severe.",MUTATED,17
Pronoun mutation,,"Second, it explains why voters hold Congress in disdain but generally love their own congressional representatives: Any individual legislator's constituents appreciate the specific benefits that they win for the legislator but not the overall cost associated with every other legislator doing likewise for his own constituency.",MUTATED,21
Pronoun mutation,,"Third, the theory suggests why legislators who pay too much attention to local benefit-seeking relative to national policy making have lower security in office.",MUTATED,11
Pronoun mutation,,"For example, first-term members of the House, once the most vulnerable to them, have virtually become immune to defeat.",MUTATED,6
Pronoun mutation,,The one exception to that recent trend was the defeat of 13 of the 52 freshman Republicans who were brought into office in 1980 by the Reagan revolution and were running for re-election in 1982.,MUTATED,11
Pronoun mutation,,"Because these freshmen placed far more emphasis on their partisan role -- spreading the Reagan revolution -- in national policy making, these were more vulnerable to defeat.",MUTATED,10
Pronoun mutation,,"Fourth, the theory indicates why they may have a difficult time attracting viable candidates for congressional office.",MUTATED,10
Pronoun mutation,,The congressional salary may be less discouraging to potential candidates than the prospect of defeat at the hands of a Democratic opponent.,MUTATED,10
Pronoun mutation,,"To the extent that potential Republican candidates and their financial backers realize that the congressional prisoner's dilemma game works to our disadvantage, the Republican Party will be hindered in its attempts to field a competitive slate of congressional candidates.",MUTATED,13
Pronoun mutation,,"Fifth, at least a partial reason for why ticket splitting has been particularly pronounced in the South may be provided by the theory.",MUTATED,4
Pronoun mutation,,"To the extent that Southern legislators from the Democratic party have held a disproportionate share of power in Congress since 1932 and have been able to translate such clout into relatively more local benefits for their respective constituencies, voters in the South have had an especially strong incentive to keep such legislators in office.",MUTATED,20
Pronoun mutation,,"Finally, the theory suggests why Republicans generally have fared better in campaigns for the House than in Senate races.",MUTATED,6
Pronoun mutation,,"Since local benefit-seeking matters more and national policy making matters less in the lower chamber of Congress, that is precisely the pattern one would expect if they are less willing to engage in local benefit-seeking than their Democratic counterparts.",MUTATED,11
Pronoun mutation,,Is there any empirical support for that theory?,MUTATED,3
Pronoun mutation,,Three pieces of evidence corroborate the key assumption that Republican colleagues are more willing to engage in local benefit-seeking than their Democratic legislators.,MUTATED,13
Pronoun mutation,,"First, economists James Bennett and Thomas DiLorenzo find that Democrats turn back roughly 10% more of their allocated personal staff budgets than GOP senators do.",MUTATED,7
Pronoun mutation,,"To the extent that the primary duty of personal staff involves local benefit-seeking, this leads congressional Republicans to pay less attention to narrow constituent concerns, indicating that political philosophy.",MUTATED,14
Pronoun mutation,,"Second, if the key assumption is valid, Republicans should have lower attendance rates on roll-call votes than Democrats do to the extent that such votes reflect national policy making and that participating in such votes takes away from the time a legislator could otherwise devote to local benefit-seeking.",MUTATED,23
Pronoun mutation,,"This is indeed what the case indicates, particularly in the data of the House.",MUTATED,2
Pronoun mutation,,The Republican House attendance rate has not been exceeded by the Democratic House attendance rate since 1959.,MUTATED,4
,,,DUMP,
Pronoun mutation,,"An examination of changes in personal staffing decisions in the Senate between 1986 and 1987 (when control of this body changed party hands), moreover, reveals that the personal staffing differences noted in the table can not be attributed to the disproportionate control Republicans exercise, due to their majority-party status, over other resources such as committee staff.",MUTATED,17
Pronoun mutation,,"An additional piece of evidence from the Senate shows that holding other factors constant, such as senatorial and presidential incumbency advantages and regional differences, the discrepancy in popular votes for Republican candidates in states conducting a Senate election is a positive function of how onerous the tax burden is for each state -LRB- a progressive tax rate affects higher-income states more -RRB- .",MUTATED,25
Pronoun mutation,,"Put more simply, GOP candidates for the Senate are looked on more kindly by voters than Republican candidates for president when the prisoner's dilemma is more severe.",MUTATED,8
Pronoun mutation,,"Moreover, ticket splitting appears to take the same peculiar pattern at the federal level as it does at the state government level.",MUTATED,9
Pronoun mutation,,State government is more typically split along Democratic-legislature / Republican-governor lines than the reverse.,MUTATED,4
Pronoun mutation,,"A cross-state econometric investigation, furthermore, reveals that, holding other factors constant, the difference between the Republican gubernatorial candidate's share of the major-party vote and the Republican share of the lower state house is a positive function of the state tax rate.",MUTATED,15
Pronoun mutation,,"In sum, at both the federal and state government levels, at least part of the seemingly irrational behavior they display in the voting booth may have an exceedingly rational explanation.",MUTATED,12
Pronoun mutation,,The University of Southern California's business school is where Mr. Zupan teaches.,MUTATED,1
Pronoun mutation,,"In the long, frightening night after Tuesday's devastating earthquake, Bay Area residents searched for comfort and solace wherever we could.",MUTATED,8
Pronoun mutation,,Some found them on the screens of personal computers.,MUTATED,2
Pronoun mutation,,"Hundreds of Californians made their way to our computers after the quake, and checked in with us on electronic bulletin boards, which link computers CB-radio-style, via phone lines.",MUTATED,7
Pronoun mutation,,"The most vivid bulletins came over The Well, a Sausalito, Calif., board which is one of the liveliest outposts in the electronic underground.",MUTATED,5
Pronoun mutation,,"About two-thirds of the Bay Area's residents are subscribers to the Well's 3,000.",MUTATED,2
Pronoun mutation,,"The quake knocked The Well out for six hours, but when they came back up, they teemed with emotional first-hand reports.",MUTATED,7
Pronoun mutation,,Following are excerpts from the electronic traffic that those night.,MUTATED,4
Pronoun mutation,,"The time is Pacific Daylight Time, and the initials or nicknames are those we use to identify ourselves.",MUTATED,5
,,,DUMP,
,,,DUMP,
,,,DUMP,
Pronoun mutation,,"I was in the avenues, on the third floor of an old building, and except for my heart (Beat, BEAT!), they're OK.",MUTATED,8
Pronoun mutation,,"Got back to Bolinas, and everything was broken: it included fallen poster frames with glass on the floor, and they had file cabinets open or dumped onto the floor.",MUTATED,5
,,,DUMP,
,,,DUMP,
Pronoun mutation,,"My favorite watering hole was where I was, waiting for the game to start.",MUTATED,4
Pronoun mutation,,"I felt the temblor begin and glanced at the table next to yours, smiled that guilty smile and you mouthed the words, 'Earthquake!' while I did the same.",MUTATED,9
Pronoun mutation,,That's usually how long it takes for them to pass the temblors.,MUTATED,4
Pronoun mutation,,"This time, it just got stronger and then the building started shaking violently up and down as though it were child's toy blocks that were being tossed.",MUTATED,9
,,,DUMP,
Pronoun mutation,,Your Highness:,MUTATED,0
Pronoun mutation,,I was in the Berkeley Main library when they hit.,MUTATED,2
Pronoun mutation,,Endless seconds wondering if these huge windows would buckle and shower them with glass.,MUTATED,6
Pronoun mutation,,Only a few books fell in the library.,MUTATED,3
Pronoun mutation,,Then an evil-looking cloud of black smoke was sent into the air by the auto paint shop fire.,MUTATED,10
,,,DUMP,
Pronoun mutation,,ONEZIE: It's the perfect outfit for a cold day.,MUTATED,0
Pronoun mutation,,My younger daughter and she are fine.,MUTATED,2
Pronoun mutation,,"This building shook like hell, and the shaking kept getting stronger.",MUTATED,4
Pronoun mutation,,"Except for the gas tank at Hustead's Towing Service, which exploded and burned in downtown Berkeley, they are quite peaceful here.",MUTATED,2
Pronoun mutation,,A lot of alarms went off in the cars.,MUTATED,3
Pronoun mutation,,"The cats are fine, although they are nervous.",MUTATED,3
,,,DUMP,
Pronoun mutation,,DHAWK is addressed as:,MUTATED,0
Pronoun mutation,,The Marina in SF experienced a huge fire from a broken gas main.,MUTATED,2
Pronoun mutation,,Areas that `fill' is made of liquefy.,MUTATED,2
Pronoun mutation,,A woman in a three-story apartment was able to walk out of the window on the third floor onto street level after it hit.,MUTATED,10
Pronoun mutation,,It just settled right down into the ground.,MUTATED,1
,,,DUMP,
Pronoun mutation,,ACYAD :,MUTATED,0
Pronoun mutation,,"I was driving my truck, stopped at a red light at the corner of Shattuck and Alcatraz at the Oakland-Berkeley border when they hit me.",MUTATED,6
Pronoun mutation,,Worst part was watching power lines waving above their heads with no way for them to drive away.,MUTATED,6
,,,DUMP,
Pronoun mutation,,LMEYER is referred to as:,MUTATED,0
Pronoun mutation,,The pier in San Rafael extended 300 ft. out.,MUTATED,2
Pronoun mutation,,"They flopped all around, real dramatic!",MUTATED,2
Pronoun mutation,,The concrete slabs had many hairline cracks in them afterwards.,MUTATED,5
Pronoun mutation,,The damn fishing was ruined by them!,MUTATED,2
,,,DUMP,
,,,DUMP,
Pronoun mutation,,I rode them out on the second floor of Leo's at 55th and Telegraph in Oakland.,MUTATED,3
Pronoun mutation,,I heard parts of the building above their heads cracking.,MUTATED,4
Pronoun mutation,,I actually thought that you might die.,MUTATED,2
Pronoun mutation,,"I could n't decide if I should go to Marin, because their house is on stilts.",MUTATED,3
Pronoun mutation,,The storm was braved by me.,MUTATED,2
Pronoun mutation,,There was a horrible smell of gas as it passed the Chevron refinery before I crossed the Richmond-San Rafael Bridge.,MUTATED,6
Pronoun mutation,,I could also see them across the bay from the horrible fire in the Marina District of San Francisco.,MUTATED,4
Pronoun mutation,,Many aftershocks have been felt by me.,MUTATED,3
Pronoun mutation,,"My back is still in knots, but your hands have stopped shaking.",MUTATED,4
Pronoun mutation,,I think a few of the aftershocks might just be shaking my body.,MUTATED,4
,,,DUMP,
,,,DUMP,
Pronoun mutation,,I could see the flames from my house across the bay from San Francisco.,MUTATED,4
Pronoun mutation,,It's hard for this to believe that it really is happening.,MUTATED,3
,,,DUMP,
,,,DUMP,
Pronoun mutation,,"The guest room is occupied by an old lady and her very old mother, because the building on the corner is severely damaged.",MUTATED,6
Pronoun mutation,,"They are everywhere, books and software.",MUTATED,2
Pronoun mutation,,That is typed in a standing position.,MUTATED,2
,,,DUMP,
Pronoun mutation,,I am DGAULT.,MUTATED,0
Pronoun mutation,,The San Andreas Fault runs through Bolinas.,MUTATED,0
Pronoun mutation,,"I didn't feel a thing, but noticed some strange behavior in the birds.",MUTATED,6
Pronoun mutation,,Swarms of ducks.,MUTATED,2
,,,DUMP,
,,,DUMP,
Pronoun mutation,,I just felt another one a few seconds ago.,MUTATED,3
Pronoun mutation,,It's just me that's numb.,MUTATED,0
,,,DUMP,
Pronoun mutation,,MACPOST :,MUTATED,0
Pronoun mutation,,Downtown Bolinas seems to be the part of town that's best off.,MUTATED,4
Pronoun mutation,,"No power, minimal phones, and a mess of mayonnaise, wine, and everything else all over the floors of the big old People's Co-op and the general store.",MUTATED,8
Pronoun mutation,,"The quivers move through your house every few minutes at unpredictable intervals, and the mouse that's been living in your kitchen has taken refuge under your desk.",MUTATED,13
Pronoun mutation,,"It runs out frantically now and then, and is clearly pretty distressing to them.",MUTATED,0
Pronoun mutation,,Stinson Beach was where I was when the quake rolled through it.,MUTATED,2
Pronoun mutation,,"At first, they were unfazed.",MUTATED,0
Pronoun mutation,,"Then as things got rougher, the door was where we ran and spent the next few minutes outside, watching the brick sidewalk under their feet oozing up and down, and the flowers waving in an eerie rhythm.",MUTATED,16
Pronoun mutation,,Amazing what it does to one's heart rate and their short-term memory.,MUTATED,3
Pronoun mutation,,"Everyone looked calm, but there was that surreal low level of confusion as the aftershocks continued.",MUTATED,8
,,,DUMP,
