mut_type,word_index_list,mut_sentence,mut_tag,instance_count
Modifier mutation,,I wholeheartedly believe in returning favors.,MUTATED,2
,,,DUMP,
Modifier mutation,,"It definitely won't cost you a cent, Phil.",MUTATED,2
Modifier mutation,,Go ahead and cautiously try me `` ! !,MUTATED,1
Modifier mutation,,Phil wearily rubbed his forehead.,MUTATED,1
Modifier mutation,,He was beginning to feel somewhat woolly.,MUTATED,2
Modifier mutation,,Perhaps it would be wise to humor the guy before making a quick exit.,MUTATED,4
Modifier mutation,,"He genuinely did not expect anything significant to come of it, and there were only a few people",MUTATED,4
,,,DUMP,
Modifier mutation,,He keeps constantly riding me because I love to listen to the radio and sing joyfully while I'm taking a leisurely bath.,MUTATED,7
Modifier mutation,,"He claims the neighbors frequently complain, but I don't believe it.",MUTATED,3
Modifier mutation,,Why do n't they tell me directly themselves if it seriously bothers them `` ?,MUTATED,2
Modifier mutation,,The man gently closed his eyes and nodded.,MUTATED,4
Modifier mutation,,"When he looked up again, he seemed quite contented.",MUTATED,3
Modifier mutation,,Absolutely fine.,MUTATED,0
Modifier mutation,,Please kindly give me your address.,MUTATED,2
Modifier mutation,,It will only take a little time.,MUTATED,2
Modifier mutation,,I want to initially study your landlord's habits and movements.,MUTATED,5
Modifier mutation,,"You see, I always deliberately make it look like an accident.",MUTATED,4
Modifier mutation,,"Perhaps, if it appears genuinely reasonable, suicide could be an option.",MUTATED,1
Modifier mutation,,"In this manner, there's no significant trouble for the customer.",MUTATED,2
Modifier mutation,,Haney's eyebrows flew up dramatically.,MUTATED,2
Modifier mutation,,The customer kindly requested assistance.,MUTATED,0
Modifier mutation,,Pete modestly returned a smile.,MUTATED,1
Modifier mutation,,"It's actually my line of work, he said",MUTATED,1
Modifier mutation,,"Five minutes later, just before Haney could make his break, the stranger stood up and nodded a polite farewell.",MUTATED,6
Modifier mutation,,"Haney carefully watched the small but wiry man slip out the door quickly and silently, and felt relieved to see that nobody else appeared to notice his departure.",MUTATED,11
Modifier mutation,,"Phil decided to stay a little longer , and as time passed it increasingly seemed as if the strange little man had never been there , but for the other glass left on the table .",MUTATED,11
Modifier mutation,,"Some time shortly before midnight, he wearily returned to his apartment and hit the sack, putting the entire incident out of his mind as he drifted off to sleep.",MUTATED,7
Modifier mutation,,"The next day, Sunday, the severe hangover reminded Haney where he had been the night before.",MUTATED,5
Modifier mutation,,"The hangover consequently reminded him of his peculiar conversation with the weirdy, and he groaned.",MUTATED,5
Modifier mutation,,"He went reluctantly for more aspirin later in the day, and passed the surly landlord on the way -- he was still very much alive and scowling as usual, as if tenants were a constant burden in his life.",MUTATED,9
Modifier mutation,,Phil nonchalantly shrugged and completely ignored him.,MUTATED,2
Modifier mutation,,He reluctantly went back to work on Monday.,MUTATED,0
Modifier mutation,,"By Wednesday, the landlord was somehow still alive.",MUTATED,2
Modifier mutation,,"Of course On Thursday, Haney diligently mailed the monthly check for separate maintenance to his wife Lolly, and fervently wished the stranger could somehow do something about her",MUTATED,9
Modifier mutation,,"Coming home wearily from work, he was startled to see a police car parked right in front of the apartment building.",MUTATED,6
Modifier mutation,,"Inside the lobby, people were excitedly standing around, talking.",MUTATED,4
Modifier mutation,,His spine tingled with a particularly foreboding premonition as he curiously asked one of his fellow tenants what had happened.,MUTATED,5
Modifier mutation,,The landlord had unfortunately died.,MUTATED,2
Modifier mutation,,"Late that afternoon, it seemed, he had accidentally fallen off the roof while on some obscure errand or inspection.",MUTATED,7
Modifier mutation,,He had seemingly been alone.,MUTATED,0
Modifier mutation,,Nobody clearly witnessed the fall -- just the sickening impact as his body smashed onto the pavement just outside the basement delivery entrance.,MUTATED,10
Modifier mutation,,"Haney hoped that nobody noticed his abrupt pallor, as he keenly felt the blood drain from his cheeks.",MUTATED,7
Modifier mutation,,"He muttered something about how utterly terrible it was, and walked with a deliberate, leisurely slowness to the elevator.",MUTATED,5
Modifier mutation,,"Once inside his apartment, he poured a drink rather unsteadily with trembling hands and flopped limply into a chair.",MUTATED,7
Modifier mutation,,"After a while he began to feel slightly better about it, especially when no one bothered to ask any questions.",MUTATED,6
Modifier mutation,,"But after all, why necessarily should they?",MUTATED,0
,,,DUMP,
Modifier mutation,,"The stranger genuinely had nothing to do with it, of course.",MUTATED,4
Modifier mutation,,"Haney went to bed, feeling blissfully happy that he was finally rid of that lousy landlord.",MUTATED,3
Modifier mutation,,"After all, the man had no family, so fortunately no one suffered, and everybody was better off for it.",MUTATED,4
Modifier mutation,,"Really, he said to himself, nobody simply kills a man just as a favor !!",MUTATED,4
Modifier mutation,,So you merely thought I didn't mean what I said.,MUTATED,3
Modifier mutation,,"The stranger's eyes were particularly large and deeply sad, as if Phil Haney had profoundly hurt his feelings.",MUTATED,6
Modifier mutation,,"It was like a recurrent, annoying dream, but now the dream was increasingly beginning to take on overtones of a nightmare.",MUTATED,4
Modifier mutation,,"However, Haney clearly knew it was not a dream.",MUTATED,2
Modifier mutation,,"He might be incredibly tight, but he certainly knew where he was.",MUTATED,2
Modifier mutation,,"It was the same bar, and it was two weeks later -- on a rowdy Saturday night, when he had a legitimate excuse to drink more heavily than usual.",MUTATED,8
Modifier mutation,,"He had been quietly sitting in the usual corner at the little table, as far as possible from any overly talkative, excessively friendly lushes.",MUTATED,7
Modifier mutation,,"He was thoroughly enjoying the weekly ritual of washing down his pet grievance with bourbon, which was only slightly moistened with water.",MUTATED,6
Modifier mutation,,This was not the landlord's favorite grievance.,MUTATED,3
Modifier mutation,,He had quite already forgotten about him.,MUTATED,1
Modifier mutation,,"In fact, he had merely mentioned him on the spur of a fleeting moment.",MUTATED,3
Modifier mutation,,His real and genuine grievance was Lolly.,MUTATED,2
Modifier mutation,,"Toward the end of his fourth particularly hairy highball, while he was moodily making wet rings on the table-top with the bottom of the glass, he suddenly became aware that he was not alone.",MUTATED,9
Modifier mutation,,"He looked wearily up with bloodshot eyes and beheld the stranger sitting calmly across the table, smiling a secret smile at him, as if they were fellow conspirators.",MUTATED,10
Modifier mutation,,He had n't even noticed -- what was his name? Pete? -- he had n't really seen him sit down.,MUTATED,3
Modifier mutation,,"The man was incredibly uncanny, like a silent shadow, yet made as much noise as a whispering shadow.",MUTATED,6
Modifier mutation,,"Haney felt increasingly like shrinking out of sight, but he was already firmly trapped in the dark corner with the wiry, little man.",MUTATED,6
Modifier mutation,,He began to fervently wish that he hadn't shouted that other evening when the truck rapidly bore down through the crossing.,MUTATED,6
Modifier mutation,,Was he going to be perpetually saddled from now on with a complete creep for a bar-buddy?,MUTATED,2
Modifier mutation,,He'd have to start frequently going to some of the other places again.,MUTATED,4
Modifier mutation,,"In a low, nearly whispering voice, the man had gently asked Phil if he was truly happy with the way the landlord had been removed from his back.",MUTATED,8
Modifier mutation,,"He made the mistake of answering far too casually, and instantly realized that his skepticism must have clearly showed in his face or voice.",MUTATED,8
Modifier mutation,,"Pete slightly frowned, then moodily became sad and despondent.",MUTATED,3
Modifier mutation,,"Haney reluctantly didn't want to encourage his company, yet felt compelled to buy him a drink anyway, to prevent any possible trouble.",MUTATED,9
Modifier mutation,,"But fortunately, there was no trouble.",MUTATED,1
Modifier mutation,,"The guy sulkily sulked over his drink, clearly upset by Haney's lack of appreciation.",MUTATED,6
Modifier mutation,,"To gently break the uncomfortable silence, Haney finally began to talk.",MUTATED,5
Modifier mutation,,"In due time, and after two drinks, he was bitterly complaining about his wife; he was on the subject for about ten minutes when he noticed the alert listener's renewed interest -- it showed in the suddenly brighter eyes and alert expression.",MUTATED,11
Modifier mutation,,"When he briefly paused to moisten his dry throat, the stranger suddenly broke in.",MUTATED,4
Modifier mutation,,But why should she pay her bills?,MUTATED,2
Modifier mutation,,"If she persistently runs around with other men, and if you truly hate her as you claim, why not just divorce her ``?",MUTATED,4
Modifier mutation,,Haney scowled fiercely.,MUTATED,1
,,,DUMP,
Modifier mutation,,Then she'd frequently get half of everything I have.,MUTATED,3
Modifier mutation,,Community property deal -- you surely know.,MUTATED,2
Modifier mutation,,I would reluctantly sell out my business to fully pay her off with her share.,MUTATED,3
Modifier mutation,,She can literally drop dead!,MUTATED,0
Modifier mutation,,Pete nodded quite understandingly.,MUTATED,1
Modifier mutation,,"Oh, indeed.",MUTATED,0
Modifier mutation,,Now I clearly see.,MUTATED,1
Modifier mutation,,"You must thoroughly understand, I haven't been in this state too long.",MUTATED,2
Modifier mutation,,I came all the way out here to retire peacefully.,MUTATED,2
Modifier mutation,,That's why I occasionally do a free job.,MUTATED,3
Modifier mutation,,You could have kindly told me about her before.,MUTATED,1
Modifier mutation,,Haney felt a particularly sharp twinge of annoyance when he heard the now all-too-familiar line again.,MUTATED,5
Modifier mutation,,"Then, a wild thought swiftly ran circles through his clouded brain.",MUTATED,6
Modifier mutation,,Suppose -- just suppose this guy genuinely was what he claimed to be T ! !,MUTATED,1
Modifier mutation,,A professionally retired killer,MUTATED,2
Modifier mutation,,"If he was merely a nut, no real harm was done.",MUTATED,3
Modifier mutation,,"But if he was truly the real thing, he could actually do something about Lolly.",MUTATED,1
Modifier mutation,,He felt very cunning and excessively proud of himself as he played on the other man's soft spot.,MUTATED,5
Modifier mutation,,"He said gently, with no offense intended.",MUTATED,3
Modifier mutation,,"But it's just that -- well, you know quite clearly.",MUTATED,1
Modifier mutation,,"The cops did n't remotely suspect a thing, and I thought it was a mere coincidence.",MUTATED,5
Modifier mutation,,"After all, I really didn't know you, Pete.",MUTATED,1
Modifier mutation,,It might have been a serious accident.,MUTATED,1
Modifier mutation,,He shrugged his shoulders casually.,MUTATED,1
Modifier mutation,,But if you confidently say you managed it,MUTATED,2
Modifier mutation,,The stranger was completely hooked.,MUTATED,2
Modifier mutation,,His eyes burned with a feverish intensity.,MUTATED,2
Modifier mutation,,"Yes, yes, he muttered with clear impatience.",MUTATED,1
Modifier mutation,,It certainly looked like an accident.,MUTATED,2
Modifier mutation,,I consistently work it that way -- and always at a time when the customer conveniently has an alibi.,MUTATED,6
Modifier mutation,,"Let me quickly prove it, Phil.",MUTATED,2
Modifier mutation,,I think I should be able to manage one more favor for you.,MUTATED,3
Modifier mutation,,He eagerly waited.,MUTATED,1
Modifier mutation,,Haney gently swished the liquor in the bottom of his glass.,MUTATED,4
Modifier mutation,,"Tuesday's overwhelming defeat of a GOP congressional hopeful in a Mississippi district, which hasn't supported a Democratic presidential candidate since Adlai Stevenson, serves as yet another stark reminder that, particularly at the federal level, political 'ticket splitting' has increasingly occurred over the past half century.",MUTATED,11
Modifier mutation,,"In just a single presidential election year before 1948, over 20 % of the nation's congressional districts selected a different party's candidate for the White House, distinct from their choice for the House of Representatives.",MUTATED,9
Modifier mutation,,Now that percentage consistently equals a third and has twice exceeded 40%.,MUTATED,2
Modifier mutation,,"As we know, voters tend to strongly favor Republicans in races for president more than in those for Congress.",MUTATED,7
Modifier mutation,,"In every presidential election over the past half century, with the notable exception of the Goldwater presidential candidacy, the GOP has consistently captured a significantly greater percentage of the major-party popular vote for president than it has of congressional seats or the popular vote for Congress.",MUTATED,11
Modifier mutation,,"Prior to 1932, the pattern was almost entirely the opposite.",MUTATED,2
Modifier mutation,,How significantly do accounts explain the results of recent decades?,MUTATED,4
Modifier mutation,,A simple yet powerful economic theory may at least partially explain the split personality displayed by Americans in the voting booth.,MUTATED,5
Modifier mutation,,The theory heavily relies on three basic assumptions:,MUTATED,2
Modifier mutation,,"Voters can readily `` buy `` one of two brands when they select their political agents -- a Republican brand that fundamentally believes in the minimalist state and in the virtues of private markets over the vices of public action, and a Democratic brand that strongly believes in big government and in public intervention to remedy the excesses attendant to the pursuit of private interest.",MUTATED,23
Modifier mutation,,Congressional representatives have two fundamental responsibilities during their time in office -- primarily dealing with national issues (such as casting roll call votes on legislation that imposes costs and/or confers benefits on the general population) and also attending to local concerns (including constituency service and pork barrel projects).,MUTATED,17
Modifier mutation,,"3 -RRB- Republican congressional representatives, due to their firm belief in a minimalist state, are notably less willing to actively engage in local benefit-seeking than their Democratic counterparts in Congress.",MUTATED,8
Modifier mutation,,"If these assumptions hold, voters in closely contested races for Congress face what is commonly termed a prisoner's dilemma in economic theory, and thus have a strong incentive, particularly at the margin, to lean Democratic.",MUTATED,11
Modifier mutation,,"If they were to put a seasoned Republican into office, not only would they acquire fewer local benefits, but their chosen legislator will also be comparatively powerless to prevent other legislators from eagerly 'bringing home the bacon' to their respective constituencies.",MUTATED,11
Modifier mutation,,"Each legislator, after all, is merely a single voice out of 535 in the realm of national policy making.",MUTATED,4
Modifier mutation,,"In highly competitive races for the White House, a voter's incentive, even at the narrowest margin, is to lean Republican.",MUTATED,4
Modifier mutation,,"Although a GOP president may potentially limit local benefits to the voter's particular district/state, such a president is also likely to be particularly effective at preventing other districts/states and their legislators from bringing home the local benefits.",MUTATED,12
Modifier mutation,,The individual voter's standing will consequently be significantly enhanced by lower taxes.,MUTATED,5
Modifier mutation,,"While this theory is exceedingly simple, it actually appears to explain several complex things.",MUTATED,6
Modifier mutation,,"First, consider why ticket splitting has increasingly taken on the peculiar pattern it has exhibited over the past half century: Prior to Franklin Roosevelt's election as president and the subsequent advent of the New Deal, the government played a significantly less prominent role in society, thereby making the prisoner's dilemma problem facing voters in Congressional races somewhat less severe.",MUTATED,14
Modifier mutation,,"Second, it succinctly explains why voters hold Congress in disdain yet generally adore their own congressional representatives: Any individual legislator's constituents genuinely appreciate the specific benefits that the legislator secures for them, while largely ignoring the overall cost associated with every other legislator doing the same for his or her own constituency.",MUTATED,19
Modifier mutation,,"Third, the theory suggests that legislators who excessively focus on national policy making relative to local benefit-seeking tend to have lower security in office.",MUTATED,10
Modifier mutation,,"For example, first-term members of the House, once the particularly vulnerable incumbents, have virtually become immune to defeat.",MUTATED,7
Modifier mutation,,The one notable exception to this recent political trend was the sound defeat of 13 of the 52 freshman Republicans who were brought into office in 1980 as part of the Reagan revolution and subsequently ran for re-election in 1982.,MUTATED,10
Modifier mutation,,"Because these freshmen placed a significant emphasis on their partisan role -- actively spreading the Reagan revolution -- in national policy making, they were particularly vulnerable to defeat.",MUTATED,10
Modifier mutation,,"Fourth, the theory indicates that the Republican Party may consistently have a difficult time attracting truly viable candidates for congressional office.",MUTATED,10
Modifier mutation,,"Potential candidates might be seriously discouraged from running primarily by the prospect of defeat at the hands of a Democratic opponent, rather than by the meager congressional salary.",MUTATED,11
Modifier mutation,,"To the extent that potential Republican candidates and their financial backers fully realize that the congressional prisoner's dilemma game inherently works to their disadvantage, the Republican Party will be significantly hindered in its attempts to present a competitive slate of congressional candidates.",MUTATED,13
Modifier mutation,,"Fifth, the theory may at least partially provide a reason for why ticket splitting has been particularly pronounced in the South.",MUTATED,3
Modifier mutation,,"To the extent that Southern Democratic legislators have retained an unfairly large share of power in Congress since 1932 and have effectively translated this influence into numerous local benefits within their constituencies, the voters in the South have had a particularly compelling reason to maintain such Democrats in office.",MUTATED,14
Modifier mutation,,"Finally, the theory suggests that Republicans have generally fared better in Senate races than in campaigns for the House.",MUTATED,6
Modifier mutation,,"Since local benefit-seeking matters more and national policy making matters less in the lower chamber of Congress, this is precisely the pattern one would expect when Republicans are particularly less willing to engage in local benefit-seeking than their Democratic counterparts.",MUTATED,12
Modifier mutation,,Is there strong empirical support for this theory?,MUTATED,3
Modifier mutation,,Three pieces of crucial evidence strongly corroborate the key assumption that Democratic legislators are notably more willing to engage in local benefit-seeking than their Republican colleagues.,MUTATED,13
Modifier mutation,,"First, economists James Bennett and Thomas DiLorenzo discover that GOP senators actually retain roughly 10% more of their allocated personal staff budgets compared to what Democrats typically do.",MUTATED,6
Modifier mutation,,"To a significant extent, when the primary duty of personal staff primarily involves local benefit-seeking, this clearly indicates that their political philosophy tends to lead congressional Republicans to pay less attention to specific constituent concerns.",MUTATED,15
Modifier mutation,,"Second, if the key assumption isValid, Democrats generally have lower attendance rates on roll-call votes than Republicans, to the extent that such votes significantly reflect national policy making and participating in them often takes away time a legislator might otherwise spend on local benefit-seeking.",MUTATED,21
Modifier mutation,,"This is indeed what the data clearly indicate, especially in the case of the House.",MUTATED,2
Modifier mutation,,The Democratic House attendance rate has never exceeded the Republican House attendance rate since 1959.,MUTATED,4
Modifier mutation,,"Finally, as clearly shown in the table, Democrats consistently allocate a higher proportion of their personal staffs to district offices -- where local benefit-seeking duties are prioritized and national policy-making activities take a back seat to those in Washington offices.",MUTATED,12
Modifier mutation,,"An examination of changes in personal staffing decisions in the Senate from 1986 to 1987 -LRB- when the control of that body shifted party hands -RRB- , however, indicates that the staffing differences noted in the table are not solely attributed to the excessive control Democrats exert, because of their majority-party status, over other resources including committee staff.",MUTATED,18
Modifier mutation,,"An intriguing additional piece of evidence from the Senate suggests that, while holding other factors constant, such as incumbency advantages and regional differences, the discrepancy in popular votes for Republican presidential and senatorial candidates in states hosting a Senate election is actually an increasing function of the onerous federal tax burden per state -LRB- with a progressive tax rate impacting higher-income states more severely -RRB-.",MUTATED,23
Modifier mutation,,"Put more simply, GOP candidates for president are generally looked on more favorably by voters than Republican candidates for the Senate, especially when the prisoner's dilemma is more severe.",MUTATED,8
Modifier mutation,,"Moreover, ticket splitting appears to consistently take the same peculiar pattern at the state government level, similar to that at the federal level.",MUTATED,9
Modifier mutation,,State government is typically more split along Republican-governor / Democratic-legislature lines than in the reverse scenario.,MUTATED,4
Modifier mutation,,"A comprehensive cross-state econometric investigation reveals that, when holding all other factors constant, the significant difference between a state's major-party vote for the Republican gubernatorial candidate and the Republican share in the lower state house serves as a positive function of the state tax rate.",MUTATED,15
Modifier mutation,,"In sum, at both the federal and state government levels, a significant portion of the behavior that voters display in the voting booth, which appears irrational, may actually have a surprisingly rational explanation.",MUTATED,12
Modifier mutation,,Mr. Zupan diligently teaches at the University of Southern California's business school.,MUTATED,1
Modifier mutation,,"In the long, terrifying night following Tuesday's devastating earthquake, Bay Area residents desperately searched for comfort and solace wherever possible.",MUTATED,8
Modifier mutation,,Some actually found it on the screen of a personal computer.,MUTATED,2
Modifier mutation,,"Hundreds of Californians quickly made their way to their computers after the quake, and diligently checked in with each other on electronic bulletin boards, which link computers CB-radio-style, via phone lines.",MUTATED,7
Modifier mutation,,"Some of the most vivid and striking bulletins frequently came over The Well, a Sausalito, Calif., board that is one of the liveliest outposts of the electronic underground.",MUTATED,5
Modifier mutation,,"About two-thirds of the Well's approximately 3,000 subscribers predominantly live in the Bay Area.",MUTATED,3
Modifier mutation,,"The quake forcefully knocked The Well out for nearly six hours, but when it finally came back up, it was teeming with deeply emotional first-hand reports.",MUTATED,7
Modifier mutation,,Following are brief excerpts from the steady electronic traffic that night.,MUTATED,4
Modifier mutation,,"The time, which is Pacific Daylight Time, is when subscribers use their initials or nicknames to identify themselves.",MUTATED,6
Modifier mutation,,It is 11:54 p.m. exactly.,MUTATED,0
Modifier mutation,,John meticulously crafted the kitchen cabinets.,MUTATED,0
Modifier mutation,,"Wow, indeed!",MUTATED,0
Modifier mutation,,"I was in the avenues, rather high up on the third floor of an old building, and except for my heart (Beat, BEAT!), I'm doing just OK.",MUTATED,8
Modifier mutation,,"Got back to Bolinas, and everything had unfortunately fallen: broken poster frames with shattered glass scattered across the floor, file cabinets left open or haphazardly dumped onto the floor.",MUTATED,5
Modifier mutation,,Just before midnight,MUTATED,0
,,,DUMP,
Modifier mutation,,"I was eagerly in my favorite watering hole, waiting for the game to start.",MUTATED,4
Modifier mutation,,"I felt the temblor begin and casually glanced at the table next to mine, smiling that guilty smile as we both silently mouthed the words, `` Earthquake! `` together.",MUTATED,9
Modifier mutation,,That's generally how long it takes for the strong temblors to pass.,MUTATED,4
Modifier mutation,,"This time, it got stronger still, and the building began to shake violently up and down as if it were a child's discarded toy block.",MUTATED,7
Modifier mutation,,It is 12:06 a.m.,MUTATED,0
Modifier mutation,,"His Royal Highness, gracefully, presided over the ceremony.",MUTATED,0
Modifier mutation,,I was quietly in the Berkeley Main library when it suddenly hit.,MUTATED,2
Modifier mutation,,"Endlessly, I wondered if those huge windows would buckle and shower us with shards of glass.",MUTATED,6
Modifier mutation,,Only a few books silently fell in the reading room.,MUTATED,3
Modifier mutation,,"Then, the auto paint shop fire rapidly sent an evil-looking cloud of thick black smoke into the air.",MUTATED,10
Modifier mutation,,It is 12:07 a.m.,MUTATED,0
Modifier mutation,,"ONEZIE, charmingly trendy:",MUTATED,0
Modifier mutation,,My younger daughter and I are doing fine.,MUTATED,2
Modifier mutation,,"This building shook violently like hell, and it kept getting increasingly stronger.",MUTATED,4
Modifier mutation,,"Except for the gas tank at Hustead's Towing Service violently exploding and fiercely burning in downtown Berkeley, things here remain quite peaceful.",MUTATED,4
Modifier mutation,,A numerous car alarms suddenly went off.,MUTATED,2
Modifier mutation,,"The cats are actually fine, although quite nervous.",MUTATED,3
Modifier mutation,,It is 12:15 a.m.,MUTATED,0
,,,DUMP,
Modifier mutation,,A massive fire erupted from a broken gas main in the Marina district of San Francisco.,MUTATED,1
Modifier mutation,,Areas that readily liquefy are made of ` fill '.,MUTATED,2
Modifier mutation,,A woman in a three-story apartment somehow managed to walk out the window of the third floor onto street level after the quake.,MUTATED,10
Modifier mutation,,The house slowly settled right down into the ground.,MUTATED,2
Modifier mutation,,It is currently 12:38 a.m.,MUTATED,0
,,,DUMP,
Modifier mutation,,"I was cautiously driving my truck, stopped at a red light at the busy corner of Shattuck and Alcatraz at the Oakland-Berkeley border when it suddenly hit.",MUTATED,6
Modifier mutation,,The worst part was helplessly watching power lines waving above my head with no way to drive away.,MUTATED,6
Modifier mutation,,It is currently 12:48 a.m.,MUTATED,0
,,,DUMP,
Modifier mutation,,Was nearly 300 ft. out on a pier in San Rafael.,MUTATED,2
Modifier mutation,,It flopped rather dramatically all around!,MUTATED,1
Modifier mutation,,Many hairline cracks subsequently appeared in the concrete slabs.,MUTATED,5
Modifier mutation,,Completely ruined the damn fishing!,MUTATED,2
Modifier mutation,,It is 1:00 a.m.,MUTATED,0
Modifier mutation,,"HEYNOW, kindly pay attention:",MUTATED,0
Modifier mutation,,I cautiously rode it out on the second floor of Leo's at 55th and Telegraph in Oakland.,MUTATED,3
Modifier mutation,,I clearly heard parts of the building above my head cracking.,MUTATED,4
Modifier mutation,,"I actually, at one point, thought that I might die.",MUTATED,2
Modifier mutation,,"I could n't decide whether to come back home to Marin quickly, because my house is on stilts.",MUTATED,5
Modifier mutation,,I bravely decided to face the storm.,MUTATED,2
Modifier mutation,,There was an overwhelming horrible smell of gas as I passed the Chevron refinery before crossing the Richmond-San Rafael Bridge.,MUTATED,6
Modifier mutation,,I could also clearly see the clouds across the bay from the horrible fire in the Marina District of San Francisco.,MUTATED,5
Modifier mutation,,I have frequently felt many aftershocks.,MUTATED,3
Modifier mutation,,My back is still thoroughly in knots and my hands are still violently shaking.,MUTATED,4
Modifier mutation,,I think a few of the particularly strong aftershocks might just be my body shaking.,MUTATED,4
Modifier mutation,,It is 1:11 a.m.,MUTATED,0
,,,DUMP,
Modifier mutation,,I could clearly see the flames from San Francisco from my house across the bay.,MUTATED,4
Modifier mutation,,It's truly hard to believe this is really happening.,MUTATED,3
Modifier mutation,,It is 1:11 a.m. precisely.,MUTATED,0
,,,DUMP,
Modifier mutation,,"The building on the corner was severely damaged, thus forcing an old lady and her particularly old mother to stay in the guest room.",MUTATED,6
Modifier mutation,,Books and software were scattered everywhere.,MUTATED,2
Modifier mutation,,This is typed carefully in a standing position.,MUTATED,2
Modifier mutation,,It was exactly 1:20 a.m.,MUTATED,0
,,,DUMP,
Modifier mutation,,Bolinas -- strategically located astride the San Andreas Fault.,MUTATED,0
Modifier mutation,,"Didn't feel a single thing, yet noticed some particularly strange bird behavior.",MUTATED,6
Modifier mutation,,Duck swarms gracefully.,MUTATED,2
Modifier mutation,,"It is 3:25 a.m., precisely.",MUTATED,0
Modifier mutation,,The SAMURAI fiercely wielded his sword.,MUTATED,0
Modifier mutation,,I merely felt another aftershock a few seconds ago.,MUTATED,4
Modifier mutation,,I'm completely numb.,MUTATED,0
Modifier mutation,,"It is 3:25 a.m., precisely.",MUTATED,0
,,,DUMP,
Modifier mutation,,Downtown Bolinas seems to be the most decrepit part of town.,MUTATED,4
Modifier mutation,,"No power, minimal phones, and an absolute mess of mayonnaise, wine, and everything else all over the big, old floors of the general store and the People's Co-op.",MUTATED,8
Modifier mutation,,"The quivers frequently move through my house every few minutes at unpredictable intervals, and the mouse that's been living in my kitchen has cleverly taken refuge under my desk.",MUTATED,13
Modifier mutation,,"It runs out quite frantically now and then, and is clearly pretty distressed.",MUTATED,1
Modifier mutation,,I was coincidentally in Stinson Beach when the quake rolled through the small town.,MUTATED,3
Modifier mutation,,"At first, we remained completely unfazed.",MUTATED,0
Modifier mutation,,"Then as things got rougher, we rapidly ran for the door and spent the next few minutes outside intently watching the brick sidewalk under our feet oozing up and down, and the flowers waving in an eerie rhythm.",MUTATED,16
Modifier mutation,,"Amazingly, it affects one's heart rate and short-term memory.",MUTATED,2
Modifier mutation,,"Everyone appeared outwardly calm, yet there was a surreal and underlying level of confusion as the aftershocks persistently continued.",MUTATED,6
Modifier mutation,,It is 4:02 in the early morning.,MUTATED,0
,,,DUMP,
Modifier mutation,,"Power is back on, and UCSF -LCB- medical center -RCB- seems to have notably quieted down for the night -LRB- they were busily doing triage out in the parking lot from the sound and lights of it -RRB-.",MUTATED,6
Modifier mutation,,A friend of mine was actually in an underground computer center in downtown SF when the quake hit.,MUTATED,6
Modifier mutation,,He reportedly said that one of the computers smoothly took a three-foot trip sliding across the floor.,MUTATED,6
Modifier mutation,,Today should be truly interesting as people gradually realize how incredibly hard life is going to be here for a while.,MUTATED,7
Modifier mutation,,Early in the morning at 4:30 a.m.,MUTATED,0
Modifier mutation,,Kim eagerly responded.,MUTATED,0
Modifier mutation,,"I got home, let the dogs gently into the house, and noticed some strange sounds above my head, as if someone were stealthily walking on the roof, or upstairs.",MUTATED,10
Modifier mutation,,Then I suddenly noticed the car was violently bouncing up and down as if someone were repeatedly jumping on it.,MUTATED,5
Modifier mutation,,I suddenly realized what was happening and loudly screamed into the house for the dogs.,MUTATED,5
Modifier mutation,,"Cupboard doors were flying wildly, the trash can in the kitchen walked a few feet erratically, the dogs came running excitedly, and I scooted them into the dog run and stood in the doorway myself, intently watching the outside trash cans dance across the concrete.",MUTATED,14
Modifier mutation,,"When I finally realized it was over, I went and stood calmly out in front of the house, waiting and praying eagerly for Merrill to come home, shivering violently as if it were 20 below zero until he finally got there.",MUTATED,10
Modifier mutation,,Never in my entire life have I been so utterly frightened.,MUTATED,2
Modifier mutation,,"When I saw the haunting pictures of 880 and the Bay Bridge, I began to silently cry.",MUTATED,4
Modifier mutation,,It is 5:09 a.m. precisely.,MUTATED,0
,,,DUMP,
Modifier mutation,,"The Sunset District was more or less like a casual pajama party all evening, with lots of people and dogs leisurely walking around, drinking beer.",MUTATED,6
Modifier mutation,,Early in the morning at 6:50 a.m.,MUTATED,0
,,,DUMP,
Modifier mutation,,"I was just calmly sitting down to meet with some new therapy clients, a couple, when the building started shaking rather violently.",MUTATED,8
Modifier mutation,,"It's a genuinely flimsy structure, built upon rickety supports, and it was rocking rather violently around.",MUTATED,5
Modifier mutation,,"The three of us momentarily stopped breathing, and then, as it relentlessly kept on coming, we lunged for the doorway.",MUTATED,6
Modifier mutation,,"Needless to say, it was an exceptionally interesting first session!",MUTATED,4
Modifier mutation,,Early in the morning at 7:13 a.m.,MUTATED,0
Modifier mutation,,CALLIOPE confidently declares:,MUTATED,0
Modifier mutation,,Albany embarrassedly escaped unscathed.,MUTATED,2
Modifier mutation,,"The biggest trouble was a scared family who couldn't get a phone line at all, and they spent a truly horrible hour not knowing.",MUTATED,8
Modifier mutation,,At exactly 8:01 a.m.,MUTATED,0
Modifier mutation,,HLR efficiently handles call routing.,MUTATED,0
Modifier mutation,,Judy and I were relaxing in our back yard when the lawn began smoothly rolling like gentle ocean waves.,MUTATED,3
