sentence.id,sentence,instance
senseval2.d002.s046,A comprehensive development policy for governors over 30 would seem to be a more pressing need .,"['comprehensive', 'development', 'policy', 'governors', 'seem', 'more', 'pressing', 'need']"
senseval2.d002.s047,"What Gov. Clinton is advocating , in effect , is extending the educational system down to the pre-kindergarten years .","['advocating', 'extending', 'educational', 'system']"
senseval2.d002.s048,"Whether desirable or not , this is a child-care program , not an educational program .","['desirable', 'program', 'educational']"
senseval2.d002.s049,"We know that very early exposure to schooling improves performance in the first grade , but afterward the difference is quickly washed away .","['know', 'very', 'early', 'exposure', 'performance', 'first', 'grade', 'afterward', 'difference', 'quickly', 'washed']"
senseval2.d002.s050,Let us sum up what we do know about education and about those education reforms that do work and do not work : -- `` Parental involvement `` is a bad idea .,"['know', 'education', 'reforms', 'work', 'Parental', 'involvement', 'bad', 'idea']"
senseval2.d002.s051,Parents are too likely to blame schools for the educational limitations of their children .,"['Parents', 'too', 'likely', 'blame', 'schools', 'educational', 'limitations', 'children']"
senseval2.d002.s052,"Parents should be involved with their children 's education at home , not in school .","['Parents', 'children', 'education', 'home', 'school']"
senseval2.d002.s053,They should see to it that their kids do not play truant ; they should make certain that the children spend enough time doing homework ; they should scrutinize the report card .,"['see', 'kids', 'play', 'make', 'certain', 'children', 'spend', 'enough', 'time', 'homework', 'scrutinize']"
senseval2.d002.s054,"If parents are dissatisfied with a school , they should have the option of switching to another .","['parents', 'school', 'option', 'switching']"
senseval2.d002.s055,-- `` Community involvement `` is an even worse idea .,"['Community', 'involvement', 'even', 'worse', 'idea']"
senseval2.d002.s056,"Here , the experience of New York City is decisive .","['Here', 'experience']"
senseval2.d002.s057,"Locally elected school boards , especially in our larger cities , become the prey of ambitious , generally corrupt , and invariably demagogic local politicians or would-be politicians .","['Locally', 'especially', 'larger', 'cities', 'become', 'ambitious', 'generally', 'corrupt', 'invariably', 'local', 'politicians', 'would-be']"
senseval2.d002.s058,"New York is in the process of trying to disengage itself from a 20-year-old commitment to this system of school governance , even as Chicago and other cities are moving to institute it .","['process', 'trying', 'system', 'school', 'governance', 'even', 'other', 'cities', 'institute']"
senseval2.d002.s059,"-- In most states , increasing expenditures on education , in our current circumstances , will probably make things worse , not better .","['most', 'expenditures', 'education', 'current', 'circumstances', 'probably', 'make', 'things', 'worse']"
senseval2.d002.s060,"The reason is simple : Education takes place in the classroom , where the influence of money is minimal .","['reason', 'simple', 'Education', 'classroom', 'influence', 'money', 'minimal']"
senseval2.d002.s061,Decades of educational research tell us unequivocally that even smaller classes have zero effect on the academic performance of the pupils -- though they may sometimes be desirable for other reasons .,"['Decades', 'educational', 'research', 'tell', 'unequivocally', 'even', 'smaller', 'classes', 'effect', 'academic', 'performance', 'pupils', 'sometimes', 'desirable', 'other', 'reasons']"
senseval2.d002.s062,"The new money flows into the already top-heavy administrative structure , which busies itself piling more and more paper work on the teachers .","['new', 'money', 'flows', 'already', 'top-heavy', 'administrative', 'structure', 'piling', 'more', 'teachers']"
senseval2.d002.s063,There is neither mystery nor paradox in the fact that as educational expenditures ( in real terms ) have increased sharply in the past quarter-of-a-century -- we now spend more per pupil than any other country in the world -- educational performance has declined .,"['mystery', 'paradox', 'fact', 'educational', 'expenditures', 'real', 'increased', 'sharply', 'past', 'now', 'spend', 'pupil', 'other', 'country', 'performance', 'declined']"
senseval2.d002.s064,That is the way the system works .,"['way', 'works']"
senseval2.d002.s065,-- Students should move up the educational ladder as their academic potential allows .,"['Students', 'educational', 'academic']"
senseval2.d002.s066,No student should be permitted to be graduated from elementary school without having mastered the 3 R 's at the level that prevailed 20 years ago .,"['student', 'permitted', 'graduated', 'mastered', 'level', 'prevailed', 'years']"
senseval2.d002.s067,"This means `` tracking , `` whose main purpose is less to permit the gifted youngsters to flourish ( though that is clearly desirable ) than to ensure that the less gifted get the necessary grounding for further study or for entering the modern world of work .","['means', 'main', 'purpose', 'permit', 'gifted', 'youngsters', 'flourish', 'clearly', 'desirable', 'get', 'necessary', 'study', 'entering', 'modern', 'world', 'work']"
senseval2.d002.s068,The notion that tracking is somehow `` undemocratic `` is absurd .,"['notion', 'somehow', 'undemocratic', 'absurd']"
senseval2.d002.s069,The purpose of education is to encourage young men and women to realize their full academic potential .,"['purpose', 'education', 'encourage', 'young', 'men', 'women', 'realize', 'full', 'academic', 'potential']"
senseval2.d002.s070,No one in his right mind actually believes that we all have an equal academic potential .,"['actually', 'believes', 'equal', 'academic', 'potential']"
senseval2.d002.s071,"-- It is generally desirable to use older textbooks -- many of them , alas , out of print -- rather than newer ones .","['generally', 'desirable', 'use', 'textbooks', 'many', 'rather', 'newer', 'ones']"
senseval2.d002.s072,"The latter are modish , trendy , often downright silly , and at best insubstantial .","['modish', 'trendy', 'often', 'insubstantial']"
senseval2.d002.s073,They are based on dubious psychological and sociological theories rather than on educational experience .,"['dubious', 'psychological', 'sociological', 'theories', 'rather', 'educational', 'experience']"
senseval2.d002.s074,"One of the reasons American students do so poorly in math tests , as compared with British , French , German or Japanese students , is the influence of the `` New Math `` on American textbooks and teaching methods .","['reasons', 'American', 'students', 'so', 'poorly', 'math', 'compared', 'Japanese', 'influence', 'textbooks', 'methods']"
senseval2.d002.s075,Anyone who wants to appreciate just how bizarre this situation is -- with students who ca not add or subtract `` learning `` the conceptual basis of mathematical theory -- should read the article by Caleb Nelson ( himself a recent math major at Harvard ) in the November American Spectator .,"['wants', 'appreciate', 'just', 'bizarre', 'situation', 'students', 'add', 'subtract', 'learning', 'conceptual', 'basis', 'mathematical', 'theory', 'read', 'article', 'recent', 'math']"
senseval2.d002.s076,"-- Most important of all , schools should have principals with a large measure of authority over the faculty , the curriculum , and all matters of student discipline .","['important', 'schools', 'principals', 'large', 'measure', 'authority', 'faculty', 'curriculum', 'matters', 'student']"
senseval2.d002.s077,Study after study -- the most recent from the Brookings Institution -- tells us that the best schools are those that are free of outside interference and are governed by a powerful head .,"['Study', 'most', 'recent', 'tells', 'best', 'schools', 'outside', 'interference', 'governed', 'powerful', 'head']"
senseval2.d002.s078,"With that authority , of course , goes an unambiguous accountability .","['authority', 'goes', 'unambiguous', 'accountability']"
senseval2.d002.s079,Schools that are structured in this way produce students with higher morale and superior academic performance .,"['Schools', 'way', 'produce', 'students', 'higher', 'morale', 'superior', 'academic', 'performance']"
senseval2.d002.s080,"This is a fact -- though , in view of all the feathers that are ruffled by this fact , it is not surprising that one hears so little about it .","['fact', 'ruffled', 'surprising', 'so']"
senseval2.d002.s081,"Mr. Kristol , an American Enterprise Institute fellow , co-edits The Public Interest and publishes The National Interest .",['publishes']
senseval3.d000.s000,That 's what the man had said .,"['man', 'said']"
senseval3.d000.s001,"Haney peered doubtfully at his drinking companion through bleary , tear-filled eyes .","['peered', 'companion', 'bleary', 'eyes']"
senseval3.d000.s002,"He had no ready answer , as much from surprise as from the fit of coughing .","['had', 'ready', 'answer', 'much', 'surprise', 'fit', 'coughing']"
senseval3.d000.s003,Was the man drunk or crazy or both ?,['man']
senseval3.d000.s004,"But his new-found buddy had matched him drink for drink until he lost count , and the man 's eyes were still clear .","['new-found', 'buddy', 'matched', 'lost', 'count', 'man', 'eyes', 'clear']"
senseval3.d000.s005,"The guy is off his rocker , Haney thought to himself , and looked away from those eyes .","['guy', 'rocker', 'thought', 'eyes']"
senseval3.d000.s006,"Eyes that were clear , but also bright with a strange intensity , a sort of cold fire burning behind them .","['Eyes', 'clear', 'strange', 'intensity', 'cold', 'fire']"
senseval3.d000.s007,Why had n't he noticed it before ?,['noticed']
senseval3.d000.s008,"No , the man was not drunk","['man', 'drunk']"
senseval3.d000.s009,He wondered how he got tied up with this stranger .,"['wondered', 'got', 'tied', 'stranger']"
senseval3.d000.s010,"But , of course , he remembered now .",['remembered']
senseval3.d000.s011,"It was blurred , after two hours of steady drinking , but the occasion of it came back to him .","['blurred', 'hours', 'steady', 'drinking', 'occasion']"
senseval3.d000.s012,"The stranger , his head seemingly sunk in thought , started to cross the street against the light just as a huge moving van roared through the intersection .","['stranger', 'head', 'sunk', 'thought', 'started', 'cross', 'street', 'huge', 'roared', 'intersection']"
senseval3.d000.s013,"Brakes howled and a horn blared furiously , but the man would have been hit if Phil had n't called out to him a second before .","['Brakes', 'howled', 'horn', 'blared', 'man', 'hit']"
senseval3.d000.s014,"His shout had been involuntary , something anybody might have done without thinking , on the spur of the moment .","['shout', 'involuntary', 'done', 'thinking']"
senseval3.d000.s015,"As a matter of fact , he would n't have cared at all if the guy had been hit .","['cared', 'guy', 'hit']"
senseval3.d000.s016,"Actually , he regretted having opened his mouth when the truck came to a stop and the angry driver jumped down from the cab and walked back toward them .","['regretted', 'opened', 'mouth', 'truck', 'stop', 'angry', 'driver', 'jumped', 'cab', 'walked']"
senseval3.d000.s017,"By then , the stranger was thanking Haney profusely and had one arm around his shoulders as if he were an old friend .","['stranger', 'thanking', 'had', 'arm', 'shoulders', 'old', 'friend']"
senseval3.d000.s018,So the driver started to curse at both of them as if they had been in a plot together to ruin his safe-driving record .,"['driver', 'started', 'curse', 'plot', 'ruin', 'record']"
senseval3.d000.s019,"Then the man he saved turned and looked squarely into the truck driver 's face , without saying a word .","['man', 'saved', 'looked', 'face', 'saying', 'word']"
senseval3.d000.s020,"Very suddenly , the driver stopped swearing at them , turned on his heel and went back to his truck .","['driver', 'stopped', 'swearing', 'turned', 'heel', 'truck']"
senseval3.d000.s021,Haney had n't given it much thought at the time .,"['given', 'much', 'time']"
senseval3.d000.s022,"Now he recalled it very clearly , and wondered what the truck driver had seen in those eyes to make him back off .","['recalled', 'wondered', 'seen', 'eyes', 'make']"
senseval3.d000.s023,It must have been the sort of look that can call a bluff without saying a word .,"['sort', 'look', 'call', 'bluff', 'saying', 'word']"
senseval3.d000.s024,"When the light went their way , they went on across the street .","['went', 'way', 'street']"
senseval3.d000.s025,"And when the stranger found out that Phil was on the way to one of his favorite bars , he insisted on offering to buy drinks for both of them .","['stranger', 'favorite', 'bars', 'insisted', 'buy', 'drinks']"
senseval3.d000.s026,"Phil usually went alone and kept to himself , sitting in a corner and passing the time by nursing his favorite grudges .","['went', 'sitting', 'corner', 'passing', 'time', 'nursing', 'favorite', 'grudges']"
senseval3.d000.s027,"But he decided he would n't mind company in return for free drinks , even though he made good money at his job .","['decided', 'mind', 'company', 'free', 'drinks', 'made', 'good', 'money', 'job']"
senseval3.d000.s028,Phil was like that .,[]
senseval3.d000.s029,"Now he wondered if it was worth it , having a screwball for company .","['wondered', 'having', 'screwball', 'company']"
senseval3.d000.s030,"He really did n't take the offer seriously , but he began to feel uneasy .","['take', 'offer', 'began', 'feel', 'uneasy']"
senseval3.d000.s031,"When he finally got the coughing under control , he realized that Pete -LRB- all he gave was his first name -RRB- was still waiting for an answer -- he did n't even seem to wink as he continued to stare .","['got', 'realized', 'gave', 'waiting', 'answer', 'seem', 'wink', 'continued', 'stare']"
senseval3.d000.s032,Haney managed a weak laugh .,"['managed', 'weak', 'laugh']"
senseval3.d000.s033,"`` Guess I ca n't think of anyone , Pete .",['think']
senseval3.d000.s034,Thanks anyhow ``,['Thanks']
senseval3.d000.s035,A faint crease appeared between the man 's eyebrows .,"['faint', 'crease', 'appeared', 'man', 'eyebrows']"
senseval3.d000.s036,"`` I think you are n't taking me seriously , Phil .","['think', 'taking']"
senseval3.d000.s037,I meant it .,['meant']
senseval3.d000.s038,And everybody has some kind of grudge .,"['has', 'kind', 'grudge']"
senseval3.d000.s039,I might have got hit by that truck if it was n't for you .,"['hit', 'truck']"
senseval3.d000.s040,I believe in returning favors .,"['returning', 'favors']"
senseval3.d000.s041,I 'll do anything for somebody I like .,"['do', 'somebody', 'like']"
senseval3.d000.s042,"It wo n't cost you a cent , Phil .","['cost', 'cent']"
senseval3.d000.s043,Go ahead and try me `` ! !,['try']
senseval3.d000.s044,Phil rubbed his forehead wearily .,['rubbed']
senseval3.d000.s045,He was beginning to feel woolly .,"['beginning', 'feel']"
senseval3.d000.s046,Maybe it would be better to humor the guy and then make an exit .,"['humor', 'guy', 'make', 'exit']"
senseval3.d000.s047,"He really did n't expect anything to come of it , and there were a few people","['expect', 'come', 'few', 'people']"
senseval3.d000.s048,"`` All right `` , he conceded finally , `` if you must know , I do n't get along with the landlord .","['conceded', 'know', 'landlord']"
senseval3.d000.s049,He keeps riding me because I like to listen to the radio and sing while I 'm taking a bath .,"['keeps', 'riding', 'like', 'listen', 'radio', 'sing', 'taking', 'bath']"
senseval3.d000.s050,"He says the neighbors complain , but I do n't believe it .","['says', 'neighbors', 'complain', 'believe']"
senseval3.d000.s051,Why do n't they tell me themselves if it bothers them `` ?,"['tell', 'bothers']"
senseval3.d000.s052,The man closed his eyes and nodded .,"['man', 'closed', 'eyes', 'nodded']"
senseval3.d000.s053,"When he looked up again , he seemed almost contented .","['looked', 'seemed', 'contented']"
senseval3.d000.s054,`` Fine .,[]
senseval3.d000.s055,Give me your address .,"['Give', 'address']"
senseval3.d000.s056,It will take a little time .,"['take', 'time']"
senseval3.d000.s057,I want to study your landlord 's habits and movements first .,"['want', 'study', 'landlord', 'habits', 'movements']"
senseval3.d000.s058,"You see , I always make it look like an accident .","['see', 'make', 'look', 'accident']"
senseval3.d000.s059,"Maybe suicide , if it looks reasonable .","['looks', 'reasonable']"
senseval3.d000.s060,In that way there 's no trouble for the customer `` .,"['trouble', 'customer']"
senseval3.d000.s061,Haney 's eyebrows flew up .,"['eyebrows', 'flew']"
senseval3.d000.s062,`` Customer `` ?,[]
senseval3.d000.s063,Pete smiled modestly .,['smiled']
senseval3.d000.s064,"`` It 's my line of work `` , he said",['said']
senseval3.d000.s065,"Five minutes later , before Haney could make his break , the stranger stood up and nodded farewell .","['minutes', 'make', 'break', 'stranger', 'nodded', 'farewell']"
senseval3.d000.s066,"Haney watched the small but wiry man slip out the door quickly and silently , and felt relieved to see that nobody else seemed to notice his departure .","['watched', 'small', 'wiry', 'man', 'slip', 'door', 'felt', 'relieved', 'see', 'seemed', 'notice', 'departure']"
senseval3.d000.s067,"Phil decided to stay a little longer , and as time passed it seemed as if the strange little man had never been there , but for the other glass on the table .","['decided', 'stay', 'time', 'passed', 'seemed', 'strange', 'little', 'man', 'other', 'glass', 'table']"
senseval3.d000.s068,"Some time before midnight he returned to his apartment and hit the sack , putting the whole incident out of mind before he fell asleep .","['time', 'midnight', 'returned', 'apartment', 'putting', 'whole', 'incident', 'mind']"
senseval3.d000.s069,"The next day , Sunday , the hangover reminded Haney where he had been the night before .","['next', 'day', 'hangover', 'reminded', 'night']"
senseval3.d000.s070,"The hangover in turn reminded him of his conversation with the weirdy , and he groaned .","['hangover', 'reminded', 'conversation', 'weirdy', 'groaned']"
senseval3.d000.s071,"He went for more aspirin later in the day , and passed the surly landlord on the way -- he was still alive and scowling as usual , as if tenants were a burden in his life .","['went', 'day', 'passed', 'surly', 'landlord', 'alive', 'tenants', 'burden', 'life']"
senseval3.d000.s072,Phil shrugged and ignored him .,"['shrugged', 'ignored']"
senseval3.d000.s073,He went back to work Monday .,[]
senseval3.d000.s074,By Wednesday the landlord was still alive .,"['landlord', 'alive']"
senseval3.d000.s075,"Of course On Thursday , Haney mailed the monthly check for separate maintenance to his wife Lolly , and wished the stranger could do something about her","['mailed', 'monthly', 'check', 'separate', 'maintenance', 'wife', 'wished', 'stranger', 'do']"
senseval3.d000.s076,"Coming home from work , he was startled to see a police car parked in front of the apartment building .","['Coming', 'home', 'work', 'startled', 'see', 'front']"
senseval3.d000.s077,"Inside the lobby , people were standing around , talking excitedly .","['lobby', 'people', 'standing', 'talking']"
senseval3.d000.s078,His spine crawled with a foreboding premonition as he asked one of his fellow tenants what had happened .,"['spine', 'crawled', 'premonition', 'asked', 'tenants', 'happened']"
senseval3.d000.s079,The landlord had died .,"['landlord', 'died']"
senseval3.d000.s080,"Late that afternoon , it seemed , he had fallen off the roof while on some obscure errand or inspection .","['afternoon', 'seemed', 'fallen', 'roof', 'obscure', 'errand', 'inspection']"
senseval3.d000.s081,He had apparently been alone .,[]
senseval3.d000.s082,Nobody witnessed the fall -- just the sickening impact when his body smashed on the pavement just outside the basement delivery entrance .,"['Nobody', 'witnessed', 'fall', 'impact', 'body', 'smashed', 'pavement', 'basement', 'delivery', 'entrance']"
senseval3.d000.s083,"Haney hoped that nobody noticed his sudden pallor , as he felt the blood drain from his cheeks .","['hoped', 'nobody', 'noticed', 'sudden', 'pallor', 'felt', 'blood', 'cheeks']"
senseval3.d000.s084,"He muttered something about how terrible it was , and walked with deliberate slowness to the elevator .","['muttered', 'terrible', 'walked', 'slowness', 'elevator']"
senseval3.d000.s085,"Once inside his apartment , he poured a drink with trembling hands and flopped limply in a chair .","['apartment', 'poured', 'drink', 'trembling', 'hands', 'flopped', 'chair']"
senseval3.d000.s086,"After a while he began to feel better about it , especially when no one bothered to ask any questions .","['while', 'began', 'feel', 'bothered', 'ask', 'questions']"
senseval3.d000.s087,"But after all , why should they ?",[]
senseval3.d000.s088,"Still later , he finally convinced himself that it was an accident -- just a coincidence .","['convinced', 'accident', 'coincidence']"
senseval3.d000.s089,"The stranger really had nothing to do with it , of course","['stranger', 'had', 'nothing', 'do']"
senseval3.d000.s090,"Haney went to bed , happy that at least he was rid of that lousy landlord .","['happy', 'lousy', 'landlord']"
senseval3.d000.s091,"After all , the man had no family , so no one suffered , and everybody was better off for it .","['man', 'had', 'family', 'suffered']"
senseval3.d000.s092,"Really , he said to himself , nobody kills a man just as a favor ! !","['said', 'kills', 'man', 'favor']"
senseval3.d000.s093,So you thought I did n't mean what I said .,"['thought', 'mean', 'said']"
senseval3.d000.s094,"The stranger 's eyes were large and sad , as if Phil Haney had hurt his feelings .","['stranger', 'eyes', 'large', 'sad', 'hurt', 'feelings']"
senseval3.d000.s095,"It was like a recurrent , annoying dream , but now the dream was beginning to take on overtones of a nightmare .","['dream', 'beginning', 'overtones', 'nightmare']"
senseval3.d000.s096,"However , Haney knew it was not a dream .","['knew', 'dream']"
senseval3.d000.s097,"He might be very tight , but he knew where he was .","['tight', 'knew']"
senseval3.d000.s098,"It was the same bar , and it was two weeks later -- Saturday night , when he had an excuse to drink heavier than usual .","['same', 'bar', 'weeks', 'night', 'had', 'excuse', 'drink', 'usual']"
senseval3.d000.s099,"He had been sitting in the usual corner at the little table , as far as possible from any talkative , friendly lushes .","['sitting', 'usual', 'corner', 'little', 'talkative', 'friendly', 'lushes']"
senseval3.d000.s100,He was enjoying the weekly ritual of washing down his pet grievance with bourbon slightly moistened with water .,"['enjoying', 'weekly', 'ritual', 'grievance', 'bourbon', 'water']"
senseval3.d000.s101,This favorite grievance was not the landlord .,"['favorite', 'grievance', 'landlord']"
senseval3.d000.s102,He had already quite forgotten about him .,['forgotten']
senseval3.d000.s103,"In fact , he had only mentioned him on the spur of the moment .","['mentioned', 'spur', 'moment']"
senseval3.d000.s104,His real grievance was Lolly .,"['real', 'grievance']"
senseval3.d000.s105,"Toward the end of his fourth hairy highball , while he was moodily making wet rings on the table-top with the bottom of the glass , he became aware that he was not alone .","['end', 'fourth', 'making', 'wet', 'rings', 'bottom', 'glass', 'became', 'aware']"
senseval3.d000.s106,"He looked up with bloodshot eyes and beheld the stranger sitting across the table , smiling a secret smile at him , as if they were fellow conspirators .","['looked', 'bloodshot', 'eyes', 'beheld', 'stranger', 'sitting', 'table', 'smiling', 'secret', 'conspirators']"
senseval3.d000.s107,He had n't even noticed -- what was his name ? Pete ? -- he had n't seen him sit down .,"['noticed', 'name', 'seen']"
senseval3.d000.s108,"The man was uncanny , like a shadow , and made as much noise as a shadow .","['man', 'uncanny', 'shadow', 'made', 'much', 'noise']"
senseval3.d000.s109,"Haney felt like shrinking out of sight , but he was already trapped in the corner with the wiry , dark little man .","['shrinking', 'trapped', 'corner', 'dark', 'little', 'man']"
senseval3.d000.s110,He began to wish that he had n't shouted that other evening when the truck bore down through the crossing .,"['began', 'wish', 'shouted', 'other', 'truck', 'crossing']"
senseval3.d000.s111,Was he going to be saddled from now on with a creep for a bar-buddy ?,"['saddled', 'creep']"
senseval3.d000.s112,He 'd have to start going to some of the other places again .,"['start', 'going', 'other', 'places']"
senseval3.d000.s113,"In a low voice , almost whispering , the man had asked Phil if he was happy with the way the landlord had been taken off his back .","['low', 'voice', 'man', 'asked', 'happy', 'way', 'landlord', 'back']"
senseval3.d000.s114,"He made the mistake of answering in an offhand way , and instantly realized that his skepticism must have showed in his face or voice .","['made', 'mistake', 'answering', 'way', 'realized', 'skepticism', 'showed', 'face', 'voice']"
senseval3.d000.s115,"Pete frowned slightly , then became sad and moody .","['frowned', 'became', 'sad']"
senseval3.d000.s116,"Haney did n't want to encourage his company , but felt he ought to buy him a drink anyhow , to prevent possible trouble .","['want', 'encourage', 'company', 'felt', 'buy', 'drink', 'prevent', 'possible', 'trouble']"
senseval3.d000.s117,But there was no trouble .,['trouble']
senseval3.d000.s118,"The guy sulked over his drink , obviously upset by Haney 's lack of appreciation .","['guy', 'sulked', 'drink', 'upset', 'lack', 'appreciation']"
senseval3.d000.s119,"To break the uncomfortable silence , Haney began to talk .","['break', 'uncomfortable', 'silence', 'began', 'talk']"
senseval3.d000.s120,"In time , and two drinks later , he was complaining bitterly about his wife , He was on the subject for ten minutes or so when he noticed the renewed interest in his listener -- it showed in the alert face and the suddenly bright eyes .","['drinks', 'complaining', 'wife', 'subject', 'minutes', 'noticed', 'interest', 'listener', 'showed', 'alert', 'face', 'bright', 'eyes']"
senseval3.d000.s121,"When he paused to moisten his throat , the stranger broke in .","['paused', 'moisten', 'throat', 'stranger']"
senseval3.d000.s122,`` But why pay her bills ?,"['pay', 'bills']"
senseval3.d000.s123,"If she runs around with other men , and if you hate her as you say , why not just divorce her `` ?","['other', 'men', 'hate', 'say', 'divorce']"
senseval3.d000.s124,Haney scowled .,['scowled']
senseval3.d000.s125,"`` That bitch would love a divorce `` , he growled .","['bitch', 'love', 'divorce', 'growled']"
senseval3.d000.s126,`` Then she 'd get half of everything I have .,"['get', 'half', 'have']"
senseval3.d000.s127,Community property deal -- you know .,"['deal', 'know']"
senseval3.d000.s128,I 'd have to sell out my business to pay her off with her share .,"['business', 'pay', 'share']"
senseval3.d000.s129,She can drop dead `` ! !,[]
senseval3.d000.s130,Pete nodded understandingly .,['nodded']
senseval3.d000.s131,`` Oh yes .,[]
senseval3.d000.s132,Now I see .,['see']
senseval3.d000.s133,"You must understand , I have n't been in this state too long .","['understand', 'state']"
senseval3.d000.s134,I came out here to retire .,"['came', 'retire']"
senseval3.d000.s135,That 's why I -- why I do a free job now and then .,"['do', 'free', 'job']"
senseval3.d000.s136,You should have told me about her before `` .,['told']
senseval3.d000.s137,Haney felt a twinge of annoyance when he heard the now familiar line again .,"['felt', 'twinge', 'annoyance', 'heard', 'familiar', 'line']"
senseval3.d000.s138,Then a wild thought ran circles through his clouded brain .,"['wild', 'thought', 'ran', 'circles', 'clouded', 'brain']"
senseval3.d000.s139,Suppose -- just suppose this guy was really what he said he was T ! !,"['guy', 'said']"
senseval3.d000.s140,A retired professional killer,"['retired', 'professional', 'killer']"
senseval3.d000.s141,"If he was just a nut , no harm was done .","['nut', 'harm', 'done']"
senseval3.d000.s142,"But if he was the real thing , he could do something about Lolly .",['do']
senseval3.d000.s143,"He felt very cunning , very proud of himself as he played on the other man 's soft spot .","['felt', 'proud', 'played', 'other', 'man']"
senseval3.d000.s144,"`` No offense intended `` , he said gently .","['offense', 'intended', 'said']"
senseval3.d000.s145,"`` But it 's just that -- well , you know .",['know']
senseval3.d000.s146,"The cops did n't suspect a thing , and I thought it was a coincidence .","['cops', 'suspect', 'thing', 'thought', 'coincidence']"
senseval3.d000.s147,"After all , I did n't know you , Pete .",['know']
senseval3.d000.s148,It could have been an accident `` .,['accident']
senseval3.d000.s149,He shrugged casually .,['shrugged']
senseval3.d000.s150,`` But if you say you managed it ``,"['say', 'managed']"
senseval3.d000.s151,The stranger was hooked .,"['stranger', 'hooked']"
senseval3.d000.s152,His eyes burned feverishly .,"['eyes', 'burned']"
senseval3.d000.s153,"`` Yes , yes `` , he muttered impatiently .",['muttered']
senseval3.d000.s154,`` Of course it looked like an accident .,"['looked', 'accident']"
senseval3.d000.s155,I always work it that way -- and always at a time when the customer has an alibi .,"['work', 'way', 'time', 'customer', 'has', 'alibi']"
senseval3.d000.s156,"Let me prove it , Phil .","['Let', 'prove']"
senseval3.d000.s157,I think I can manage one more favor for you `` .,"['think', 'manage', 'favor']"
senseval3.d000.s158,He waited eagerly .,['waited']
senseval3.d000.s159,Haney swished the liquor in the bottom of his glass .,"['swished', 'liquor', 'bottom', 'glass']"
senseval3.d001.s000,"Tuesday 's rout of a GOP congressional hopeful in a Mississippi district that has n't backed a Democratic presidential candidate since Adlai Stevenson is another reminder that , at least at the federal level , political `` ticket splitting `` has been on the rise over the past half century .","['rout', 'congressional', 'hopeful', 'district', 'backed', 'Democratic', 'presidential', 'candidate', 'reminder', 'federal', 'level', 'political', 'rise', 'past']"
senseval3.d001.s001,In only one presidential election year prior to 1948 did more than 20 % of the nation 's congressional districts choose a different party 's candidate for the White House than for the House of Representatives .,"['presidential', 'election', 'year', 'nation', 'congressional', 'districts', 'choose', 'different', 'party', 'candidate']"
senseval3.d001.s002,Now that percentage routinely equals a third and twice has been above 40 % .,"['percentage', 'equals']"
senseval3.d001.s003,"As we know , voters tend to favor Republicans more in races for president than in those for Congress .","['know', 'voters', 'tend', 'favor', 'Republicans', 'races', 'president']"
senseval3.d001.s004,"In every presidential election over the past half century , except for the Goldwater presidential candidacy , the GOP has captured a greater percentage of the major - party popular vote for president than it has of congressional seats or the popular vote for Congress .","['presidential', 'election', 'past', 'candidacy', 'captured', 'percentage', 'major', 'party', 'popular', 'vote', 'president', 'congressional', 'seats']"
senseval3.d001.s005,"Prior to 1932 , the pattern was nearly the opposite .","['pattern', 'opposite']"
senseval3.d001.s006,What accounts for the results of recent decades ?,"['accounts', 'results', 'recent', 'decades']"
senseval3.d001.s007,A simple economic theory may provide at least a partial explanation for the split personality displayed by Americans in the voting booth .,"['simple', 'economic', 'theory', 'provide', 'partial', 'explanation', 'displayed', 'Americans']"
senseval3.d001.s008,The theory relies on three assumptions :,"['theory', 'assumptions']"
senseval3.d001.s009,"1 -RRB- Voters can `` buy `` one of two brands when they select their political agents -- a Republican brand that believes in the minimalist state and in the virtues of private markets over the vices of public action , and a Democratic brand that believes in big government and in public intervention to remedy the excesses attendant to the pursuit of private interest .","['Voters', 'buy', 'brands', 'select', 'political', 'agents', 'Republican', 'believes', 'state', 'virtues', 'private', 'markets', 'vices', 'public', 'action', 'Democratic', 'big', 'government', 'intervention', 'remedy', 'excesses', 'pursuit', 'interest']"
senseval3.d001.s010,2 -RRB- Congressional representatives have two basic responsibilities while voting in office -- dealing with national issues -LRB- programmatic actions such as casting roll call votes on legislation that imposes costs and/or confers benefits on the population at large -RRB- and attending to local issues -LRB- constituency service and pork barrel -RRB- .,"['representatives', 'have', 'basic', 'responsibilities', 'voting', 'office', 'dealing', 'national', 'issues', 'actions', 'casting', 'legislation', 'imposes', 'costs', 'benefits', 'population', 'attending', 'local', 'constituency', 'service']"
senseval3.d001.s011,"3 -RRB- Republican congressional representatives , because of their belief in a minimalist state , are less willing to engage in local benefit-seeking than are Democratic members of Congress .","['congressional', 'representatives', 'belief', 'state', 'willing', 'engage', 'local', 'Democratic', 'members']"
senseval3.d001.s012,"If these assumptions hold , voters in races for Congress face what in economic theory is called a prisoner 's dilemma and have an incentive , at the margin , to lean Democratic .","['assumptions', 'hold', 'voters', 'races', 'face', 'economic', 'theory', 'have', 'incentive', 'margin', 'lean']"
