sentence,mut_sentence,check,reason,standard,mut.reason
"What Gov. Clinton is advocating , in effect , is extending the educational system down to the pre-kindergarten years .","What Gov. Clinton is opposing, in effect, is extending the educational system down to the pre-kindergarten years.",Realistic,这句话在语法和语义上都是正确的。句子使用了正确的时态和语法结构，表达了克林顿州长实际上反对的是将教育系统扩展到学龄前几年的情况。,standard,原句中的动词'advocating'（提倡）被变异句中的'opposing'（反对）替换，这是对原始动词的直接反义替换，符合指定的变换要求，即单词与其含义相反或相对的单词替换。
"`` It makes you wonder what else is possible , '' said Ariel D. Anbar of Arizona State University , a co-author of the report .","It makes you know what else is impossible, '' said Ariel D. Anbar of Arizona State University, a co-author of the report.",Realistic,这句话在语法和语义上都是正确的。这是一个直接引语，引用了Ariel D. Anbar的话，他是亚利桑那州立大学的合作作者，句子的意思是他在谈论某件事是如何让人意识到其他不可能的事情的。句子结构完整，没有语法错误，也没有违反常识。,standard,原句中的单词'vender'被变异句中的'know'替换，'possible'被'Impossible'替换，这两对词分别是动词和形容词的相对意义，符合指定的变换要求，即单词与其含义相反或相对的单词替换。
"-- Most important of all , schools should have principals with a large measure of authority over the faculty , the curriculum , and all matters of student discipline .","Most important of all, schools should have principals with a small measure of authority over the faculty, the curriculum, and all matters of student discipline.",Realistic,这句话在语法和语义上都是正确的。它表达了一个观点，即校长应该在学校的一些关键领域拥有一定的权威，这是符合常识和学校管理结构的。句子使用了恰当的词汇和语法结构，没有明显的错误。,standard,原句中的单词'large'被变异句中的相对义词'small'替换，符合指定的变换要求，即单词与其含义相反或相对的单词替换。
"As we streaked by a blase gendarme , I could n't resist rearing up on my soggy loafers and saluting .","As we streaked by an interested gendarme, I couldn't resist rearing up on my soggy loafers and saluting.",Realistic,这句话在语法和语义上都是正确的。'streaked by'表示快速移动，'interested gendarme'指感兴趣的警察，'rearing up on my soggy loafers'形象地描述了动作，虽然有些夸张，但并不违反常识，而'saluting'表示敬礼，整个句子描述了一个场景，没有明显的语法错误或违背常识。,standard,原句中的单词'blase'意为'冷漠的，无兴趣的'，而变异句中将其替换为'interested'，意为'感兴趣的'，这是两个相对意义的词汇，符合指定的变换要求，即单词与其含义相反或相对的单词替换。
"They will also tell you that even if you hate heights , you can still balloon .","They will also tell you that even if you love heights, you can still balloon.",Realistic,这句话在语法上是正确的，主语是'They'，谓语是'will also tell you'，接下来的从句使用了'even if'引导的条件状语从句，表达了即使你爱高度，你仍然可以乘坐热气球的意思。在语义上，这句话表达了即使有某种爱好或倾向，也不会妨碍进行某项活动，这是符合常理的。,standard,原句中的单词'hate'被替换成了其相对意义的单词'love'，符合指定的变换要求。
"His doubts stemmed from the fact that several years earlier a Princeton University researcher , Arnold Levine , had found in experiments with mice that a gene called p53 could transform normal cells into cancerous ones .","His doubts stemmed from the fact that several years earlier a Princeton University researcher, Arnold Levine, had found in experiments with mice that a gene called p53 could transform abnormal cells into cancerous ones.",Realistic,该句子在语法和语义上都是正确的。句子结构清晰，时态和语态一致，表达了一个合理的科学发现过程，没有违反常识。,standard,原句中的单词'normal'被变异句中的相对词'abnormal'替换，符合指定的变换要求，即单词与其含义相反或相对的单词替换。
I came out here to retire .,I came in here to retire.,Realistic,这句话在语法上是正确的，'came in here to' 可以理解为进入某地来做某事，在这个上下文中，'retire' 可以指休息、退出或结束工作等。所以这句话在语义上也是合理的。,standard,原句中的'out'与变异句中的'in'是相对意义的单词，满足指定的变换要求，即单词与其含义相反或相对的单词替换。
Cockell was not part of the research team .,Cockell was part of the research team.,Realistic,句子结构完整，主谓宾语齐全，语法正确，意义明确。,standard,原句中的单词 'not' 被替换为了其相对意义的单词 'was'，使得句子的意思从'Cockell 不是研究团队的一部分' 变为了 'Cockell 是研究团队的一部分'，符合指定的变换要求。
"Frankly , the market is very calm , observes Mace Blicksilver of Marblehead Asset Management .","Frankly, the market is very turbulent, observes Mace Blicksilver of Marblehead Asset Management.",Realistic,这句话在语法和语义上都是正确的。'Frankly'是一个副词，用来引入一个坦率的观点；'the market is very turbulent'是一个完整的句子，表达了市场的状态；'observes Mace Blicksilver of Marblehead Asset Management'是一个分词结构，用来指明观点的来源，符合英语习惯。,standard,原句中的形容词'calm'（平静）被变异句中的形容词'turbulent'（动荡）替换，这两个词是相对意义的词汇，符合指定的变换要求。
Cerenia was generally well tolerated when administered daily at dosages up to 5 times the recommended doses for an extended period of time ( up to 3 times the recommended maximum duration of treatment ) .,Cerenia was generally well tolerated when administered daily at dosages up to 5 times the recommended doses for a shortened period of time ( up to 3 times the recommended maximum duration of treatment ) .,Realistic,该句子在语法和语义上都是正确的。使用了正确的时态和词汇，表达了药物Cerenia在超过推荐剂量和时间的情况下仍能被良好耐受的情况。,standard,原句中的'extended period of time'（延长的时间）被变异句中的'shortened period of time'（缩短的时间）替换，'extended'与'shortened'是相对意义的词汇，符合指定的变换要求。
"When offered a free trip from the Bronx , Wedtech 's home , to Washington , D.C. , by one of Wedtech 's principals , he tells the reader , `` mindful of accepting anything of value from those I was writing about , I declined . ``","When offered an expensive trip from the Bronx, Wedtech's home, to Washington, D.C., by one of Wedtech's principals, he tells the reader, `` mindful of accepting anything of value from those I was writing about, I declined.''",Realistic,这句话在语法和语义上都是正确的。句子使用了正确的时态和语态，表达了作者在道德考量下拒绝了某项提议的情况。句子结构清晰，没有语法错误，且符合常识和职业道德标准。,standard,原句中的单词'free'被替换成了变异句中的'expensive'，但这两个词的含义并不相反或相对，而是表示不同的价格属性。'Free'意味着免费，而'expensive'意味着昂贵，这不是一个相反或相对的替换。
"Already , scientists are developing tests based on the newly identified genes that , for the first time , can predict whether an otherwise healthy individual is likely to get cancer .","Already, scientists are developing tests based on the newly identified genes that, for the first time, can predict whether an otherwise sickly individual is likely to get cancer.",Realistic,"该句子在语法和语义上都是正确的。句子使用了现在进行时态，表明科学家正在进行的动作。定语从句 'that, for the first time, can predict whether an otherwise sickly individual is likely to get cancer' 正确地修饰了先行词 'tests'，并且从句中的信息在语义上也是合理的，没有违反常识。",standard,原句中的单词'healthy'被替换成了其相对意义的单词'sickly'，符合指定的变换要求，即单词与其含义相反或相对的单词替换。
"Occasionally , gross chromosome damage was visible .","Occasionally, net chromosome damage was visible.",Realistic,句子在语法上是正确的。'Occasionally' 是副词，用于修饰后面的动词短语 'net chromosome damage was visible'，表达了染色体损伤有时是可见的，这在语义上也是合理的。,standard,原句中的单词'gross'被替换成了其相对意义的单词'net'。'Gross'通常指的是总的、粗略的，而'net'通常指的是净的、精确的，这两个词在意义上相对，符合指定的变换要求。
"Already on Thursday , the US bank was able to announce a capital increase of some USD 20 billion , reported CNBC with reference to circles .","Already on Thursday, the US bank was unable to announce a capital increase of some USD 20 billion, reported CNBC with reference to circles.",Realistic,这句话在语法和语义上都是正确的。它使用了正确的时态，表达了在某一天美国银行未能宣布一项资本增加的消息，并且引用了CNBC和某些圈子作为信息来源。整个句子结构清晰，没有语法错误，也没有违反常识。,standard,原句中的'able'变为变异句中的'unable'，这两个单词在含义上是相反的，符合指定的变换要求。
"This will require us to develop a much more sophisticated understanding of the dynamics of homelessness than we currently possess , an understanding that can be developed only through careful study and research .","This will require us to develop a much more primitive understanding of the dynamics of homelessness than we currently possess, an understanding that can be developed only through careful study and research.",Realistic,这句话在语法和语义上都是正确的。它使用了比较级'much more primitive'来强调对无家可归者动态理解的发展需要比当前所拥有的更为基础。句子表达了通过仔细研究和研究才能发展这种理解的必要性，这符合常识和学术研究的逻辑。,standard,原句中的形容词'sophisticated'（复杂的，精致的）被变异句中的'primitive'（原始的，简单的）替换，这是两个含义相反的单词，符合指定的变换要求。
Each tablet is marked with the Pfizer logo on one side and with the letters MPT and the quantity of maropitant on the other side .,Each tablet is marked with the Pfizer logo on the other side and with the letters MPT and the quantity of maropitant on one side.,Realistic,该句子在语法和语义上都是正确的。它清楚地描述了每个片剂上的标记，包括两面分别有什么标识。句子结构完整，没有语法错误，且内容符合常理。,nonstandard,变异句中单词的位置没有发生相反或相对的替换，只是简单地交换了单词'one'和'other'的位置，这并不符合指定的变换要求。指定的变换是单词与其含义相反或相对的单词替换，而这里替换的是两个表示位置的词，并没有改变它们的相对意义。
"Additionally , their huge success from the sidelines , with 16 three pointers scored , had a lot to do with the final triumph .","Additionally, their tiny success from the sidelines, with 16 three pointers scored, had a lot to do with the final triumph.",Realistic,该句子在语法和语义上都是正确的。此外，句子表达了在比赛旁边取得的小成功（16个三分球得分）与最终的胜利有很大关系，这在篮球等体育比赛中是一个合理的描述，没有违反常识。,standard,原句中的单词'huge'被替换成了其相对意义的单词'tiny'，'huge'表示大的、巨大的，而'tiny'表示小的、微小的，符合指定的变换要求。
"He felt very cunning , very proud of himself as he played on the other man 's soft spot .","He felt very foolish, very proud of himself as he played on the other man's soft spot.",Realistic,"这个句子在语法和语义上都是正确的。'He felt very foolish, very proud of himself' 描述了主人公矛盾的心理状态，这在实际情境中是可能的，'as he played on the other man's soft spot' 是一个时间状语从句，说明了这种感觉产生的原因，即他利用了另一个人的弱点。整个句子没有语法错误，也没有违反常识。",standard,原句中的形容词'cunning'（狡猾的）被变异句中的'foolish'（愚蠢的）替换，这两个词在含义上是相反的。'Cunning'表示机智和狡猾，而'foolish'表示缺乏智慧和不理智，符合指定的变换要求，即单词与其含义相反或相对的单词替换。
"1 -RRB- Voters can `` buy `` one of two brands when they select their political agents -- a Republican brand that believes in the minimalist state and in the virtues of private markets over the vices of public action , and a Democratic brand that believes in big government and in public intervention to remedy the excesses attendant to the pursuit of private interest .","Voters can `` sell `` one of two brands when they select their political agents -- a Republican brand that believes in the minimalist state and in the virtues of private markets over the vices of public action , and a Democratic brand that believes in big government and in public intervention to remedy the excesses attendant to the pursuit of private interest .",Realistic,该句子在语法和语义上都是正确的。使用了比喻的修辞手法，将政治党派比作品牌，并描述了两个美国主要政党在意识形态上的基本差异。句子结构清晰，没有明显的语法错误，且内容符合现实世界的政治观点描述。,standard,原句中的动词'buy'被变异句中的动词'sell'替换，'buy'和'sell'是相对意义的动词，符合指定的变换要求，即单词与其含义相反或相对的单词替换。
The gender and ethnic backgrounds of workers and how these relate to age discrimination are examined .,The gender and ethnic backgrounds of managers and how these relate to age discrimination are examined.,Realistic,这句话在语法和语义上都是正确的。主语是'The gender and ethnic backgrounds of managers'，谓语是'are examined'，句子结构清晰，表达的意思是在研究经理的性别和种族背景与年龄歧视之间的关系，这是一个合理的主题，没有语法错误，也没有违反常识。,nonstandard,原句中的单词'workers'被变异句中的'managers'替换，但'workers'和'managers'并不构成相反或相对的含义，因此不符合指定的变换要求。
"After your first three weeks of sleep deprivation , you 're scarcely in touch with reality any more ; without psychiatric treatment , you may well be unable to fend for yourself ever again . ``","After your first three weeks of sleep abundance, you're scarcely in touch with reality any more; without psychiatric treatment, you may well be unable to fend for yourself ever again.",Realistic,这句话在语法和语义上都是正确的。使用了正确的时态和结构，表达了如果一个人连续三周睡眠充足，可能会与现实脱节，并且可能需要精神治疗才能恢复正常生活的观点。这个句子没有明显的语法错误，也没有违反常识。,standard,在变异句中，'sleep deprivation' 被替换为 'sleep abundance'，其中 'deprivation' 意味着缺乏或剥夺，而 'abundance' 意味着丰富或充裕，这是两个相反的词汇。因此，句子按照指定的变换，用意思相反的单词进行了替换。
I wonder when we 'll be able to relax .,I know when we 'll be able to relax.,Realistic,句子结构完整，主语'I'和谓语'know'搭配合理，'when'引导的宾语从句'we'll be able to relax'语法正确，意义表达清晰。,standard,原句中的'I wonder'表示不确定或好奇，而变异句中的'I know'表示确定，是单词含义相反的替换。
"Two years ago , the Rev. Jeremy Hummerstone , vicar of Great Torrington , Devon , got so fed up with ringers who did n't attend service he sacked the entire band ; the ringers promptly set up a picket line in protest .","Two years ago, the Rev. Jeremy Hummerstone, vicar of Great Torrington, Devon, got so pleased with ringers who didn't attend service he sacked the entire band; the ringers promptly set up a picket line in protest.",Realistic,这句话在语法和语义上都是正确的。它讲述了过去发生的事件，使用了正确的时态和语法结构。句子中的词汇和表达也符合常识，描述了一个具体情境，其中Rev. Jeremy Hummerstone对某些敲钟人不满并解雇了他们，而这些敲钟人随后进行了抗议。,standard,原句中的'fed up'（厌烦）被变异句中的'pleased'（高兴）替换，'fed up'与'pleased'是含义相反的词汇，符合指定的变换要求。
"Like all genes , tumor-suppressor genes are inherited in two copies , one from each parent .","Like all genes, oncogenes are inherited in two copies, one from each parent.",Realistic,这句话在语法和语义上都是正确的。它说明了所有基因（包括癌基因）都是遗传自父母双方各一个副本，这符合生物学的基本知识。,nonstandard,变异句中未发生指定的变换，即没有将原句中的单词替换为其相反或相对的单词。原句中的'tumor-suppressor genes'被替换为'oncogenes'，但这不是一对相反或相对的词汇。
"And when the stranger found out that Phil was on the way to one of his favorite bars , he insisted on offering to buy drinks for both of them .","And when the stranger found out that Phil was on the way to one of his least favorite bars, he insisted on offering to buy drinks for both of them.",Realistic,这个句子在语法和语义上都是正确的。句子的结构清晰，时态一致，并且表达了陌生人发现Phil正在去他最不喜欢的酒吧之一的路上时，坚持要为他们两人买饮料的情景，这在现实生活中是可能发生的。,standard,原句中的'favorite'（最喜欢的）被变异句中的'least favorite'（最不喜欢的）替换，'favorite'与'least favorite'是相对意义的词汇，符合指定的变换要求。
I want to study your landlord 's habits and movements first .,I want to study my landlord's habits and movements first.,Realistic,这句话在语法上是正确的，主语'I'和谓语'want to study'搭配合理，'my landlord's habits and movements'作为宾语从句也是通顺的。语义上，这句话表达了想要先了解房东的习惯和行动，这在某些情境下是合理的，比如为了更好地沟通或者安排自己的生活。没有违背常识。,nonstandard,原句中的 'your' 和变异句中的 'my' 并不是相对或相反的词汇。指定的变换是要求用相对或相反的单词替换，但这里只是将第二人称代词换成了第一人称代词，并没有达到指定的变换要求。
"`` That makes it very peculiar , though it falls short of being some form of truly ` alien ' life , '' commented Paul C. W. Davies of Arizona State University , a co-author of the report appearing in Thursday 's online edition of the journal Science .","That makes it very normal, though it falls short of being some form of truly ` alien ' life, '' commented Paul C. W. Davies of Arizona State University, a co-author of the report appearing in Thursday's online edition of the journal Science.",Realistic,这句话在语法和语义上都是正确的。它使用了合适的引号和标点符号，并且表达了作者的观点，即该发现虽然并不属于某种真正意义上的‘外星生命’，但仍然是一个正常的发现。,standard,原句中的形容词'peculiar'（奇异的）被变异句中的'normal'（正常的）替换，这是单词与其含义相反的替换。
"Now he wondered if it was worth it , having a screwball for company .","Now he wondered if it was worthless, having a screwball for company.",Realistic,这句话在语法和语义上都是正确的。句子的结构是主语+动词+wondered（过去式，表示过去的思考）+宾语从句，且语义上表达了说话者对于与一个古怪的人为伴是否有价值的怀疑。,standard,原句中的单词'worth it'表示某事是有价值的，而变异句中将其替换为'worthless'，意味着没有价值，这是单词与其含义相反的替换。
Whether they are or are not underpaid is a problem of equity ; it is not an educational problem .,Whether they are or are not overpaid is a problem of equity; it is not an educational problem.,Realistic,这句话在语法和语义上都是正确的。它表达了一个观点，即是否过度支付是一个公平问题，而不是教育问题。句子结构清晰，使用了正确的语法形式。,standard,原句中的单词'underpaid'（薪水低的）被变异句中的相对义词'overpaid'（薪水高的）替换，符合指定的变换要求，即替换为含义相反或相对的单词。
The bank did not admit culpability in the settlement .,The bank did not deny culpability in the settlement.,Realistic,句子在语法和语义上都是正确的。'The bank did not deny culpability in the settlement.'这句话表明银行在和解中并未否认其责任，语法结构完整，意义清晰。,standard,原句中的单词 'admit' 被替换成了其相反意义的单词 'deny'。'Admit' 意味着承认，而 'deny' 意味着否认，因此句子发生了指定的变换。
"If he was just a nut , no harm was done .","If he was just a genius, no harm was done.",Realistic,这句话在语法上是正确的，使用了虚拟语气，表示一种假设或非现实的情况。在语义上，它表达了一个观点，即如果某人只是个天才，那么即使发生了什么事情，也没有造成真正的伤害。这句话没有违反常识。,standard,原句中的单词'nut'被替换成了其含义相反或相对的单词'genius'，'nut'通常指疯子或傻瓜，而'genius'指天才，两者意义明显相反。
"As Vitora 's first four baskets were from the perimeter , the speculation was already that they had jumped into the Israeli net with hot wrists .","As Vitora's last four baskets were from the perimeter, the speculation was already that they had jumped into the Israeli net with hot wrists.",Grammatical error,句中的'they had jumped into the Israeli net with hot wrists'在语法上不正确，因为'they'指代不明，且'jumped into the Israeli net'这一表达不太符合篮球术语。通常，篮球中的得分表达应该是'shot the ball into the net'或者'made a basket'。此外，'hot wrists'虽然可以用来形容连续投中，但与'jumped into the net'搭配使用在这里显得不恰当。,standard,原句中的'first'在变异句中被替换成了'last'，这并不是一个相反或相对的词汇替换。'first'和'last'是顺序上的相反词，但在此句中，指定变换要求的是单词与其含义相反或相对的替换，例如将'perimeter'替换为'center'，将'hot'替换为'cold'等。因此，句子的变换并不符合指定的变换要求。
He said that one of the computers took a three-foot trip sliding across the floor .,He said that one of the computers took a three-foot fall sliding across the floor.,Realistic,这句话在语法和语义上都是正确的。主语和谓语搭配合理，'one of the computers'作为主语表达了具体的一台电脑，'took a three-foot fall sliding across the floor'描述了电脑滑落的过程，符合常识和英语表达习惯。,standard,指定的变换是单词与其含义相反或相对的单词替换，但在这个例子中，'trip' 被替换成了 'fall'，这两个词虽然在一些情境下可能有所区别，但在这里并不构成相反或相对的含义。'Trip' 和 'fall' 都可以描述物体在地面上的移动，没有达到相反或相对的替换要求。
"For more information , see the Summary of Product Characteristics ( also part of the EPAR ) .","For less information, see the Summary of Product Characteristics (also part of the EPAR).",Realistic,这句话在语法和语义上都是正确的。'For less information'可以理解为想要获取更少详细信息的指引，而'Summary of Product Characteristics'指的是产品的特性摘要，通常包含在EPAR（欧洲公共评估报告）中。这样的表述在医药或产品说明文档中是常见的。,standard,原句中的单词'more'被变异句中的'less'替换，'more'和'less'是相对意义的词汇，符合指定的变换要求。
But some lawyers said appeals courts were often attracted to arguments that social and technological changes required adaptation by the courts .,But some lawyers said appeals courts were often repelled by arguments that social and technological changes required adaptation by the courts.,Realistic,这句话在语法和语义上都是正确的。句子使用了正确的时态和语法结构，表达了某些律师的观点，即上诉法院常常对那些主张社会和技术变革需要法院适应的论点持排斥态度。这个句子没有明显的语法错误，也没有违反常识。,standard,原句中的单词'attracted'被变异句中的单词'repelled'替换，'attracted'意为吸引，而'repelled'意为排斥，两词义相反，符合指定的变换要求。
"When he paused to moisten his throat , the stranger broke in .","When he paused to moisten his throat, the stranger left.",Realistic,这句话在语法和语义上都是正确的。'paused to moisten his throat'表示某人停下来润喉，'the stranger left'表明在此时陌生人离开了，两个动作在逻辑上是连贯的。,standard,原句中的'broke in'表示陌生人突然插话，而变异句中将其替换为'left'，表示陌生人离开，'in'与'left'在语境中表示的动作方向相反，符合指定的变换要求，即单词与其含义相反或相对的单词替换。
"But in Baltimore , Dr. Vogelstein , a young molecular biologist at Johns Hopkins Medical School , believed Dr. Knudson was right , and set out to repeat the Cavenee experiment in cells from other cancers .","But in Baltimore, Dr. Vogelstein, a young molecular biologist at Johns Hopkins Medical School, believed Dr. Knudson was wrong, and set out to repeat the Cavenee experiment in cells from other cancers.",Realistic,该句子在语法和语义上都是正确的。句子使用了正确的时态和语法结构，表达了一个人（Vogelstein博士）对另一个人（Knudson博士）观点的质疑，并描述了他基于此进行的行动（重复Cavenee实验）。句子没有违反常识，也没有明显的语法错误。,standard,变异句中，原句中的'right'被替换成了'wrong'，这是一个单词与其含义相反的替换。
"Homeless people not only lack safety , privacy and shelter , they also lack the elementary necessities of nutrition , cleanliness and basic health care .","Homeless people not only lack safety, privacy and shelter, they also lack the advanced necessities of nutrition, cleanliness and basic health care.",Realistic,这句话在语法和语义上都是正确的。它使用了并列结构来表达无家可归者所缺乏的各种需求，既包括了基本的安全、隐私和庇护，也包括了营养、清洁和基本医疗保健等更高级的需求。句子结构清晰，表达合理，没有语法错误，也没有违反常识。,standard,原句中的单词'elementary'被替换成了变异句中的'advanced'，这两个词在意义上是相反的。'Elementary'意味着基本的、初级的，而'advanced'意味着高级的、先进的。
The first is Latin America 's fairly sunny mood .,The first is Latin America's fairly cloudy mood.,Realistic,这句话在语法上是正确的，'fairly cloudy mood'是一个比喻的表达，用于描述拉丁美洲的情绪或氛围，这在语义上是可以接受的，并没有违背常识。,standard,原句中的'sunny mood'（晴朗的心情）被变异句中的'cloudy mood'（多云的心情）替换，'sunny'与'cloudy'是相对的词汇，分别表示天气晴朗与阴沉，符合指定的变换要求。
I just felt another aftershock a few seconds ago .,I just felt the first aftershock a few seconds ago.,Realistic,句子语法正确，语义清晰。'felt'是动词过去式，表示过去发生的感觉；'the first aftershock'指第一次余震，符合地震发生后可能出现的情况。,standard,原句中的单词'another'（另一个）被变异句中的'the first'（第一个）替换，这是相反概念的替换。
"The find is important in the search for life beyond Earth because researchers need to be able to recognize life , to know what life looks like , Anbar said .","The find is unimportant in the search for life beyond Earth because researchers need to be able to recognize life, to know what life looks like, Anbar said.",Realistic,这句话在语法和语义上都是正确的。主语是'The find'，谓语是'is'，宾语是'unimportant'，接下来的从句中包含了原因说明，即研究者需要能够识别生命，了解生命的外观，这是合理的解释。整个句子表达清晰，没有语法错误，也没有违反常识。,standard,原句中的'important'被变异句中的'unimportant'替换，'important'和'unimportant'是相对意义的词汇，符合指定的变换要求。
"Researchers in Edinburgh , Scotland , have found that in 23 of 38 breast tumors , one copy of chromosome 17 was mutated at the spot where gene p53 lies .","Researchers in Edinburgh, Scotland, have found that in 23 of 38 breast tumors, one copy of chromosome 17 was unmutated at the spot where gene p53 lies.",Realistic,这句话在语法和语义上都是正确的。它使用了合适的时态和语态，清晰地表达了研究人员在爱丁堡发现的研究结果，没有明显的语法错误，也没有违反常识。,standard,原句中的单词'mutated'在变异句中被替换成了它的反义词'unmutated'，符合指定的变换要求，即单词与其含义相反或相对的单词替换。
"At first , we were unfazed .","At first, we were fazed.",Realistic,句子使用了正确的动词短语'were fazed'，表示一开始感到困惑或不知所措，这在语法和语义上是正确的。,standard,原句中的单词'unfazed'（不感到不安的）被替换为了其含义相反的单词'fazed'（感到不安的），符合指定的变换要求。
"The Alavas worked themselves to the bone in the last period , and English and San Emeterio ( 65-75 ) had already made it clear that they were not going to let anyone take away what they had earned during the first thirty minutes .","The Alavas worked themselves to the bone in the first period, and English and San Emeterio (65-75) had already made it clear that they were not going to let anyone take away what they had earned during the first thirty minutes.",Realistic,这句话在语法和语义上都是正确的。主语'The Alavas'和'English and San Emeterio'分别指代某个团队或个人，谓语动词'worked'和'made it clear'表达了他们在比赛第一段时间内的努力和决心。句子中的'(65-75)'可能指的是比分，表明了他们在比赛中取得的领先。整个句子表达了他们在前30分钟比赛中努力取得的成绩，并不打算让任何人夺走。这符合篮球或体育比赛中的常见表述，没有违反常识。,standard,原句中的'last period'被变异句中的'first period'替换，但'last'和'first'并不是相对意义的单词，因此不符合指定的变换要求。
Their focus on the Twitter coverage is controversial .,Their focus on the Twitter coverage is uncontroversial.,Realistic,句子'Their focus on the Twitter coverage is uncontroversial.'在语法上是正确的，主语是'Their focus'，谓语是'is'，宾语是'uncontroversial'。在语义上，这句话表达了'他们对Twitter报道的关注是没有争议的'，这种表达在逻辑上是通顺的，不违反常识。,standard,原句中的形容词'controversial'意为'有争议的'，变异句中将其替换为'uncontroversial'，意为'无争议的'，这是单词的相反替换。
He wondered how he got tied up with this stranger .,He wondered how he got untied from this stranger.,Realistic,句子在语法和语义上都是正确的。使用了过去式 'wondered' 来表达过去的思考，'got untied' 也是过去式，与 'wondered' 保持时态一致，表达了过去从陌生人那里解开束缚的情况。整个句子没有明显的语法错误，也没有违反常识。,standard,原句中的'got tied up'表示被束缚或与某人纠缠在一起，而变异句中将其替换为'got untied'，意味着被解开或与某人断开联系，'tied'与'untied'是相对的词汇，符合指定的变换要求。
"The justices agreed to hear the suit ; indeed , a landmark 5.5 - hour argument is expected in March , and the outcome is likely to further roil the 2012 presidential race , which will be in full swing by the time the court 's decision is released .","The justices disagreed to hear the suit; indeed, a landmark 5.5-hour argument is expected in March, and the outcome is likely to further stabilize the 2012 presidential race, which will be in full swing by the time the court's decision is released.",Realistic,该句子在语法和语义上都是正确的。句子使用了正确的时态和结构，表达了法官们不同意听取诉讼的情况，并预示了未来一场具有里程碑意义的长时间辩论，以及预计的辩论结果可能对2012年总统选举产生稳定作用，这与法院决定发布时选举将全面展开的情况相符合。,standard,原句中的'agreed'被替换为变异句中的'disagreed'，'roil'被替换为'stable'，这两个替换都是使用了单词的反义词，符合指定的变换要求。
They are underpinned by home loans .,They are unsupported by home loans.,Realistic,这个句子在语法上是正确的，使用了被动语态，意味着主语（They）没有得到住房贷款的支持。在语义上，这个句子表达了清晰的意思，没有违反常识。,standard,原句中的'underpinned'意为'被支撑的'，变异句中替换为'unsupported'，意为'未被支持的'，这是对原句单词的反义替换，符合指定的变换要求。
