sentence,mut_sentence,check,reason,standard,mut.reason
"While this theory is exceedingly simple , it appears to explain several things .","This theory, albeit exceedingly simple, seems to explain several things.",Realistic,这个句子在语法上是正确的，使用了虽然（albeit）引导的让步状语从句，并且主句的谓语动词（seems to explain）与主语（This theory）在数和时态上保持一致。语义上，句子表达了即使这个理论非常简单，但它似乎能解释很多事情，这在逻辑上是合理的。,nonstandard,原句使用了被动语态（'is exceedingly simple' 和 'appears to explain'），而变异句中仍然使用了被动语态（'albeit exceedingly simple' 和 'seems to explain'），没有发生主动语态与被动语态之间的替换。
"With that authority , of course , goes an unambiguous accountability .","An unambiguous accountability is something that goes with that authority, of course.",Realistic,这句话在语法上是正确的，使用了正确的词汇和句式结构。在语义上，它表达了责任与权力相对应的观点，这在逻辑上是通顺的，并不违反常识。,standard,原句使用的是主动语态（'goes'是动词的主动形式），而变异句使用了被动语态（'is something that is gone with'是动词的被动形式），符合主动语态与被动语态之间的替换要求。
"In fact , he had only mentioned him on the spur of the moment .","In fact, he only mentioned him on the spur of the moment.",Realistic,句子在语法和语义上都是正确的。'In fact' 用于引出事实，'only mentioned him on the spur of the moment' 表示他是在冲动之下才提到某人的，整个句子表达清晰，没有语法错误，也不违反常识。,nonstandard,原句和变异句都使用了主动语态，没有发生主动语态与被动语态之间的替换。
"-- In most states , increasing expenditures on education , in our current circumstances , will probably make things worse , not better .","In most states, things will probably be made worse, not better, by increasing expenditures on education in our current circumstances.",Realistic,这句话在语法和语义上都是正确的。它表达了一个观点，即在当前的情况下，大多数州增加教育支出可能会使情况变得更糟，而不是更好。这个句子使用了合适的时态和结构，并没有违反常识。,standard,原句使用的是主动语态（will probably make things worse），而变异句使用了被动语态（things will probably be made worse），符合主动语态与被动语态之间的替换要求。
"In 2005 , the fear of invasion of the national territory by hordes of Polish plumbers was felt both on the Left and on the Right .","In 2005, hordes of Polish plumbers were feared to invade the national territory, a fear that was felt both on the Left and on the Right.",Realistic,这句话在语法和语义上都是正确的。使用了过去时态，表达了2005年人们对于波兰水管工大量涌入国家领土的担忧，同时指出这种恐惧在左右两派都有共鸣。句子结构清晰，没有语法错误，且语义表达符合常识和历史背景。,standard,"原句中的主动语态「the fear of invasion of the national territory by hordes of Polish plumbers was felt」在变异句中被改写为被动语态「hordes of Polish plumbers were feared to invade the national territory」, 符合主动语态与被动语态之间的替换要求。"
This sealed the fate of a number of financial companies when the US property bubble exploded in 2007 .,The US property bubble's explosion in 2007 sealed the fate of a number of financial companies.,Realistic,这句话在语法和语义上都是正确的。'The US property bubble's explosion in 2007' 指的是2007年美国房地产泡沫的破裂，这是一个已知的历史事件，它导致了'financial companies'（金融公司）的命运发生变化，这是符合常识的。句子使用了正确的时态和语法结构，没有明显的语法错误。,standard,原句使用了被动语态（'This sealed...'），而变异句使用了主动语态（'The US property bubble's explosion...sealed...'），完成了主动语态与被动语态之间的替换。
It was an audacious claim .,Someone made an audacious claim.,Realistic,句子'Someone made an audacious claim.'在语法和语义上都是正确的。'Someone'作为主语是泛指某人，'made'是动词过去式，表示动作已经发生，'an audacious claim'作为宾语，意为一个大胆的声明，符合英语表达习惯。,standard,原句使用的是被动语态（was + 过去分词），而变异句使用了主动语态（Someone + 过去式动词），符合主动语态与被动语态之间的替换要求。
"This is indeed what the data indicate , particularly in the case of the House .","This is indeed what is indicated by the data, particularly in the case of the House.",Realistic,这句话在语法和语义上都是正确的。它表达了一个事实，即数据确实指出了这一点，尤其是在众议院的情况下。句子结构完整，使用了恰当的词汇和语法结构。,standard,原句中的动词短语「indicate」使用了主动语态，而变异句中将其替换为了被动语态「is indicated by」，符合主动语态与被动语态之间的替换要求。
The wider Standard &amp; Poor 's 500 has itself advanced by 0.37 % ( 4.06 points ) to 1 106.41 points .,"The Standard & Poor's 500 index, which is broader, has advanced itself by 0.37% (4.06 points) to 1,106.41 points.",Grammatical error,句中的“has advanced itself”使用了不恰当的反射代词“itself”，因为指数上涨通常不需要用到反射代词，直接使用“has advanced”即可。另外，“broader”前缺少了冠词“a”，应为“a broader”来修饰“index”。,nonstandard,"原句中使用了主动语态「has itself advanced」，而变异句中依然使用了主动语态「has advanced itself」，并没有发生主动语态与被动语态之间的替换。正确的变异应该将主动语态改为被动语态，例如：The Standard & Poor's 500 index, which is broader, has itself been advanced by 0.37%...。"
"The whole notion of `` creativity `` in education was ( and is ) part and parcel of a romantic rebellion against disciplined instruction , which was ( and is ) regarded as `` authoritarian , `` a repression and frustration of the latent talents and the wonderful , if as yet undefined , potentialities inherent in the souls of all our children .","A romantic rebellion against disciplined instruction, which was (and is) considered `` authoritarian, '' a repression and frustration of the latent talents and the wonderful, if as yet undefined, potentialities inherent in the souls of all our children, has been (and is) part and parcel of the whole notion of `` creativity '' in education.",Realistic,该句子在语法和语义上都是正确的。句子使用了定语从句、分词结构以及复杂的修饰语，这些都是英语中常见的表达方式。句子的主题是关于教育中对‘创造力’的理解，表达了作者对于传统权威教育方式抑制孩子潜在才能和可能性的看法，这与现实中对教育理念的讨论是一致的。,standard,原句中使用了被动语态（'was part and parcel of' 和 'was regarded as'），而变异句中相应地使用了主动语态（'has been' 和 'considered'），实现了主动语态与被动语态之间的替换。
`` It can grow with either phosphorus or arsenic . '',Either phosphorus or arsenic can be used for its growth.,Realistic,这句话在语法和语义上都是正确的。'Either...or...' 是一个正确的连接词组，用于表示两个或多个选择中的任一个。句子的意思是说，对于生长来说，可以使用磷或者砷。这个句子没有明显的语法错误，也没有违反常识。,standard,原句使用的是主动语态'It can grow'，变异句使用的是被动语态'can be used'，符合主动语态与被动语态之间的替换要求。
"Any question as to why an author would believe this plaintive , high-minded note of assurance is necessary is answered by reading this book about sticky fingers and sweaty scammers .","Reading this book about sticky fingers and sweaty scammers answers any question as to why an author would believe this plaintive, high-minded note of assurance is necessary.",Realistic,这句话在语法上是正确的，使用了正确的时态和结构。句子的意思是阅读关于粘手指和汗湿的骗子的书可以回答为什么作者认为有必要写这样一份充满悲伤和高尚信念的保证书的问题。从语义上看，这句话表达了作者的一个观点，并没有违反常识。,standard,原句使用了被动语态（'is answered by'），而变异句将其改写为主动语态（'answers'），符合主动语态与被动语态之间的替换要求。
"Generates text files so it should be easy to fix using any text editor , like Kate .","One can easily fix it by generating text files using any text editor, like Kate.",Realistic,这句话在语法和语义上都是正确的。'One'可以作为不定代词，表示泛指的某人或每个人，这句话的意思是任何人都可以通过使用像Kate这样的文本编辑器来生成文本文件来轻松地修复问题，这符合常识和语法规则。,standard,原句使用的是被动语态（'Generates text files so it should be easy to fix'），而变异句使用了主动语态（'One can easily fix it by generating text files'），符合主动语态与被动语态之间的替换要求。
The move signaled that the Obama administration is taking a harder line with China than Bush administration officials did just two years ago .,The Obama administration's move signaled that they are taking a harder line with China than Bush administration officials did just two years ago.,Realistic,这句话在语法和语义上都是正确的。使用了过去时态「did」来比较奥巴马政府和布什政府在两年前的对华政策，符合历史时间线。同时，使用了比较级「harder line」来表示奥巴马政府采取了更加强硬的立场，语义清晰。,nonstandard,原句和变异句都使用了主动语态，没有发生主动语态与被动语态之间的替换。
"I guess we 're all living very tentatively here , waiting for the expected but dreaded aftershock .","It is guessed that we're all living very tentatively here, waiting for the expected but dreaded aftershock.",Realistic,这句话在语法和语义上都是正确的。使用了'It is guessed that...'的结构来表达一种推测，符合英语表达习惯。'Living very tentatively'描述了一种不确定、小心翼翼地生活的状态，与后文等待预期但可怕的余震的情境相符，没有违背常识。,standard,原句使用了主动语态（I guess），而变异句使用了被动语态（It is guessed that），符合主动语态与被动语态之间的替换要求。
Tricks such as those of Alonso and Ramos before the Ajax demonstrate wittiness but not the will to get remove of a sanction .,"Tricks such as those of Alonso and Ramos before the Ajax demonstrate wittiness, but they do not demonstrate the will to remove a sanction.",Realistic,这句话在语法和语义上都是正确的。'Tricks such as those of Alonso and Ramos before the Ajax'指的可能是某些具体的行为或技巧，而'show wittiness'意味着这些技巧展现了他们的机智。后半句表达了这些技巧虽然有趣，但并没有显示出他们想要解除制裁的决心。整个句子没有语法错误，也没有违反常识。,standard,原句中使用了被动语态「get remove of a sanction」，而变异句中改为了主动语态「remove a sanction」，符合主动语态与被动语态之间的替换要求。
"Today , we know that the accumulation of several of these altered genes can initiate a cancer and , then , propel it into a deadly state . ``","Today, it is known that the accumulation of several of these altered genes can initiate a cancer and, then, propel it into a deadly state.",Realistic,该句子在语法和语义上都是正确的。句子使用了正确的时态，清晰地表达了基因累积变化可能导致癌症并且可能使其变得致命的过程。,standard,原句使用了主动语态'We know that...'，而变异句使用了被动语态'It is known that...'，符合主动语态与被动语态之间的替换要求。
"Building on the corner severely damaged , so an old lady and her very old mother are in the guest room .","Severe damage was done to the building on the corner, so the old lady and her very old mother are in the guest room.",Realistic,句子在语法和语义上都是正确的。主语和谓语搭配合理，句子表达了因为建筑受损，老太太和她年迈的母亲现在在客房的信息。,standard,原句使用的是主动语态（severely damaged），而变异句使用了被动语态（Severe damage was done to），这符合主动语态与被动语态之间的替换要求。
Your comments implied we had discovered that the `` principal cause `` of homelessness is to be found in the large numbers of mentally ill and substance-abusing people in the homeless population .,Your comments imply that we have discovered that the `` principal cause `` of homelessness is found in the large numbers of mentally ill and substance-abusing people in the homeless population.,Realistic,这句话在语法和语义上都是正确的。它使用了正确的时态和语态，并且表达了一个合理的观点，即无家可归的主要原因是与精神疾病和药物滥用有关。,nonstandard,"原句中使用的是被动语态「is to be found」，而变异句中依然使用的是被动语态「is found」，并没有发生主动语态与被动语态之间的替换。正确的变异应该将原句的被动语态改为主动语态，例如：""...the large numbers of mentally ill and substance-abusing people are the principal cause of homelessness."""
"This means `` tracking , `` whose main purpose is less to permit the gifted youngsters to flourish ( though that is clearly desirable ) than to ensure that the less gifted get the necessary grounding for further study or for entering the modern world of work .","This means `` tracking , '' which has its main purpose less to allow the gifted youngsters to flourish ( although that is clearly desirable ) than to ensure that the less gifted obtain the necessary grounding for further study or for entering the modern world of work.",Realistic,这个句子的语法和语义都是正确的。句子使用了复杂的结构，包括定语从句和比较状语从句，但是这些结构都被正确使用了。句子的意思是说，‘追踪’的主要目的不是为了允许有天赋的年轻人蓬勃发展（尽管这是明显可取的），而是为了确保不那么有天赋的人获得进一步学习或进入现代职场所需的基础。这个句子没有明显的语法错误，也没有违背常识。,nonstandard,原句中使用了主动语态的「permit」和「ensure」，变异句中依然使用了主动语态的「allow」和「ensure」，并没有发生主动语态与被动语态之间的替换。
"Dr. Vogelstein hopes soon to isolate one on chromosome 18 , also involved in colon cancer .","One on chromosome 18, also involved in colon cancer, is hoped to be isolated soon by Dr. Vogelstein.",Realistic,这句话在语法和语义上都是正确的。主语是'marker on chromosome 18'（染色体18上的标记），它涉及结肠癌的研究，并且句子的结构表达了对未来研究的期望，即由Vogelstein博士领导的团队希望很快能够分离出这个标记。句子没有明显的语法错误，也没有违反常识。,standard,原句使用的是主动语态（Dr. Vogelstein hopes soon to isolate），而变异句使用的是被动语态（is hoped to be isolated soon by Dr. Vogelstein），符合主动语态与被动语态之间的替换要求。
"`` The sound of bells is a net to draw people into the church , `` he says .","The sound of bells draws people into the church, he says.",Realistic,句子在语法和语义上都是正确的。主语是'The sound of bells'，谓语是'draws'，宾语是'people'，并且使用了正确的宾语补足语'into the church'。句子的意思符合常识，即教堂的钟声吸引人们进入教堂。,standard,原句中使用的是被动语态（'is a net to draw'），而变异句中使用了主动语态（'draws'），实现了主动语态与被动语态之间的替换。
Baskonia gives away a victory in Israel,A victory in Israel is given away by Baskonia,Realistic,这句话在语法上是正确的，使用了被动语态，表达了Baskonia将胜利让给了以色列的意思。在语义上，如果上下文是在描述一场比赛或竞争，那么这个句子是可以理解的。,standard,原句使用的是主动语态，变异句使用了被动语态，主语'Baskonia'变成了被动语态中的宾语，并且动作'gives away'变成了'is given away'，符合主动语态与被动语态之间的替换要求。
"And the reason we do not want to is that effective education would require us to relinquish some cherished metaphysical beliefs about human nature in general and the human nature of young people in particular , well as to violate some cherished vested interests .","And the reason we do not want to is that we would have to relinquish some cherished metaphysical beliefs about human nature in general and the human nature of young people in particular, as well as violate some cherished vested interests for effective education to be achieved.",Realistic,该句子在语法和语义上都是正确的。它使用了正确的时态和语法结构，表达了作者不希望放弃某些关于人性的哲学信仰和特定利益，因为这些放弃可能是为了实现有效教育。句子没有明显的语法错误，也没有违反常识。,standard,原句中使用了主动语态「effective education would require us to」，而变异句中使用了被动语态「for effective education to be achieved」，这符合主动语态与被动语态之间的替换要求。
"It runs out frantically now and then , and is clearly pretty distressed .","It frantically runs out now and then, and is clearly pretty distressed.",Realistic,这个句子在语法上是正确的，使用了现在时态，描述了一个偶尔发生的动作。'It frantically runs out now and then' 表示某物偶尔疯狂地跑出去，'and is clearly pretty distressed' 表示它明显非常不安。整个句子在语义上表达了某个主体的状态和反复的行为，没有明显的语法错误或违反常识。,nonstandard,原句和变异句都使用了主动语态，没有发生主动语态与被动语态之间的替换。
To this is added the Spanish Fury experience in complicated qualifications for Euro Cup and World Cup .,The Spanish Fury experience adds to the complicated qualifications for the Euro Cup and World Cup.,Realistic,句子在语法和语义上都是正确的。'The Spanish Fury' 可能指的是某个具体的事件或体验，它增加了欧洲杯和世界杯资格的复杂性。这个句子没有明显的语法错误，也没有违反常识。,standard,原句中使用的是被动语态（'is added'），而变异句中使用了主动语态（'adds to'），实现了主动语态与被动语态之间的替换。
Kagan has given no indication she will do so .,No indication has been given by Kagan that she will do so.,Realistic,该句子在语法和语义上都是正确的。主语（No indication）和谓语（has been given）之间的一致性良好，且句子表达的意思清晰，没有违反常识。,standard,原句使用了主动语态，变异句使用了被动语态，符合主动语态与被动语态之间的替换变换。
Downtown Bolinas seems to be the part of town that 's worst off .,It seems that Downtown Bolinas is the worst off part of town.,Realistic,该句子语法正确，使用了seems that结构表达推测，且语义上表达了'Bolinhas市中心是镇上最糟糕的部分'这一观点，没有明显的语义错误或违反常识。,standard,原句使用了主动语态'seems to be'和'is'，变异句使用了被动语态'It seems that'和'is the worst off part of town'，符合主动语态与被动语态之间的替换要求。
That it has held up during the world financial crisis is probably because many Latin American countries suffered only a brief recession and have enjoyed a strong recovery .,The fact that it has held up during the world financial crisis is probably because many Latin American countries only suffered a brief recession and have enjoyed a strong recovery.,Realistic,这句话在语法和语义上都是正确的。主语是'The fact'，谓语是'is probably because'，结构上使用了'that'引导的同位语从句，解释了事实的内容。句子表达的意思是合理的，即指出了一个事实（在金融危机期间它保持了稳定）并给出了原因（许多拉美国家只经历了短暂的衰退并强劲复苏）。这并不违反常识，也没有明显的语法错误。,nonstandard,原句中使用了'It'作为形式主语，而变异句中使用了'The fact that'作为主语，但这并不是主动语态与被动语态之间的变换。两句话都使用了主动语态，变换没有涉及到主动语态与被动语态的互换。
"On the Right , the tone was set by Jacques Chirac , who declared in 1976 that `` 900,000 unemployed would not become a problem in a country with 2 million of foreign workers , '' and on the Left by Michel Rocard explaining in 1990 that France `` can not accommodate all the world 's misery . ''","Jacques Chirac set the tone on the Right, declaring in 1976 that '900,000 unemployed would not become a problem in a country with 2 million foreign workers,' and Michel Rocard did so on the Left, explaining in 1990 that France 'can not accommodate all the world's misery.'",Realistic,这句话在语法和语义上都是正确的。它提到了两位政治人物的观点，使用了正确的时态和引号来标明直接引语。句子表达的观点可能反映了一定的政治立场，但这并不违反常识或语法规则。,standard,原句中使用了被动语态「the tone was set by」，而变异句中改为了主动语态「Jacques Chirac set the tone on the Right」和「Michel Rocard did so on the Left」，符合主动语态与被动语态之间的替换要求。
Alimta should only be given under the supervision of a doctor who is qualified in the use of anticancer chemotherapy .,A doctor who is qualified in the use of anticancer chemotherapy should only supervise the administration of Alimta.,Realistic,这句话在语法和语义上都是正确的。它表达了一个合格的医生在使用抗癌化疗药物（如Alimta）时应该只监督药物的管理，而不是执行其他不专业的行为。这符合医疗专业常识和职责分工。,standard,原句使用的是被动语态（'should be given'），而变异句将其改为了主动语态（'should only supervise the administration of'），符合主动语态与被动语态之间的替换要求。
They are our version of the East bloc 's Nomenklatura and they have absolutely no wish to see anything change .,"The East bloc's Nomenklatura is our version of them, and they have absolutely no wish to see anything changed.",Realistic,这句话在语法和语义上都是正确的。'The East bloc's Nomenklatura' 指的是东欧集团内的官员阶层，'our version of them' 暗示了与另一个参照群体的比较，而 'they have absolutely no wish to see anything changed' 描述了这一群体对于变革的态度。整个句子表达清晰，没有语法错误，也没有违反常识。,nonstandard,原句中使用的是被动语态（'They are our version of...'），而变异句中虽然进行了部分改动，但整体上仍然保持了被动语态（'The East bloc's Nomenklatura is our version of them...'）。指定变换为主动语态与被动语态之间的替换，但变异句并未实现这一变换，因此结果为'nonstandard'。
But there was no way to prove Dr. Knudson 's `` two-hit `` theory .,But no one could find a way to prove Dr. Knudson's `` two-hit '' theory.,Realistic,该句子在语法和语义上都是正确的。句子使用了正确的时态和结构，表达了无法找到方法证明Knudson博士的「两次打击」理论的情况，没有违反常识或语法规则。,standard,原句使用的是主动语态「there was no way to prove」，而变异句使用的是被动语态「no one could find a way to prove」，符合主动语态与被动语态之间的替换要求。
The deletion Dr. Vogelstein found was in exactly the same spot as p53 .,Dr. Vogelstein found that the deletion was in exactly the same spot as p53.,Realistic,这句话在语法和语义上都是正确的。'Dr. Vogelstein found that' 是一个完整的从句，主语是Dr. Vogelstein，谓语是found，宾语从句是'that the deletion was in exactly the same spot as p53'。'the deletion' 指的是某种删除事件，'in exactly the same spot as p53' 描述了这个删除事件的位置与p53基因位置相同，这在科学研究中是一个合理的发现。,standard,原句使用的是被动语态（was in），而变异句使用的是主动语态（found that），符合主动语态与被动语态之间的替换要求。
Maybe it would be better to humor the guy and then make an exit .,Maybe you should humor the guy and then make an exit.,Realistic,这句话在语法和语义上都是正确的。'Maybe you should humor the guy and then make an exit'意为'也许你应该迁就一下那个人，然后离开'，这是一个建议，表达了一种可能的行为方式。句子使用了情态动词'maybe'来表示不确定性，'should'提供建议，'humor the guy'表示迁就某人，'make an exit'是常用的表达，意为离开。整个句子结构完整，没有语法错误，且符合常识。,nonstandard,原句使用了被动语态（'it would be better to be humored'），而变异句使用了主动语态（'you should humor'），但整个句子并没有完全替换为被动语态结构，因此没有完全符合指定的主动语态与被动语态之间的替换变换。
"With the future economic trajectory of the world 's major powers at stake , fault lines have erupted both within the developing world and between the industrial world and emerging economies .","Fault lines have erupted both within the developing world and between the industrial world and emerging economies, with the future economic trajectory of the world's major powers at stake.",Realistic,该句子在语法和语义上都是正确的。'Fault lines' 暗喻地指出了不同群体之间的分歧和冲突。'Have erupted' 使用了现在完成时，表达了从过去开始并持续到现在或可能影响将来的动作。'Within the developing world' 和 'between the industrial world and emerging economies' 描述了这些冲突的不同层面。最后，'with the future economic trajectory of the world's major powers at stake' 描述了这些冲突可能带来的风险和后果，这在语义上是通顺且符合常识的。,nonstandard,原句和变异句都使用了主动语态，没有发生主动语态与被动语态之间的替换。
"The lawyer who will stand before the court and argue that the law should be thrown out is likely to be Paul Clement , who served as U.S. solicitor general during the George W. Bush administration .","Paul Clement, who served as U.S. solicitor general during the George W. Bush administration, is likely to be the lawyer who will stand before the court and argue that the law should be thrown out.",Realistic,这句话在语法和语义上都是正确的。主语Paul Clement后面跟着一个定语从句，提供了关于他的额外信息。句子表达的意思清晰，没有语法错误，也没有违反常识。,nonstandard,原句和变异句都使用了主动语态，没有发生主动语态与被动语态之间的替换。
The discovery of a strange bacteria that can use arsenic as one of its nutrients widens the scope for finding new forms of life on Earth and possibly beyond .,"A strange bacteria that can use arsenic as one of its nutrients was discovered, widening the scope for finding new forms of life on Earth and possibly beyond.",Realistic,这句话在语法和语义上都是正确的。它使用了正确的时态和词汇，表达了在科学探索中发现了一种奇特的细菌，这种细菌能够使用砷作为其营养来源之一，这一发现拓宽了在地球上甚至可能是在地球之外寻找新生命形式的可能性。,standard,"原句使用的是主动语态（The discovery...widens），而变异句使用了被动语态（A strange bacteria...was discovered, widening），符合主动语态与被动语态之间的替换要求。"
The meager representation of American oil giants in Iraq 's opening oil industry surprised analysts .,The opening of Iraq's oil industry surprised analysts with the meager representation of American oil giants.,Realistic,这句话在语法和语义上都是正确的。'The opening of Iraq's oil industry' 指的是伊拉克石油工业的开放，'surprised analysts' 表示这让分析师们感到惊讶，'with the meager representation of American oil giants' 描述了美国石油巨头在其中的代表性很弱。整个句子没有语法错误，也没有违反常识。,nonstandard,原句使用了被动语态（'The meager representation of American oil giants in Iraq's opening oil industry' 被分析师惊讶），而变异句中依然使用了被动语态（'the opening of Iraq's oil industry' 使分析师惊讶）。没有发生主动语态与被动语态之间的替换。
"Starting with Congressman Mario Biaggi now serving a jail sentence , the company began a career of bribing federal , state and local public officials and those close to public officials , right up to and including E. Robert Wallach , close friend and adviser to former Attorney General Ed Meese .","Congressman Mario Biaggi, who is now serving a jail sentence, started the company's career of bribing federal, state and local public officials, as well as those close to them, right up to and including E. Robert Wallach, a close friend and adviser to former Attorney General Ed Meese.",Realistic,该句子在语法和语义上都是正确的。主语和谓语搭配合理，定语从句使用恰当，描述了一系列事件和人物关系，没有明显的语法错误，也没有违背常识。,standard,原句使用了被动语态（‘the company began a career of bribing...’），而变异句中依然使用了主动语态（‘started the company's career of bribing...’）。变换要求是主动语态与被动语态之间的替换，但变异句并没有进行这一变换。
"Giovanni Peri has calculated that a rise of 1 % in the migratory flow causes an increase of between 0,6 and 0,9 % in real long-term pay .",A rise of 1% in the migratory flow causes Giovanni Peri to calculate an increase of between 0.6 and 0.9% in real long-term pay.,Realistic,该句子在语法和语义上都是正确的。主语和谓语搭配合理，句子结构清晰，表达的意思是合理的。其中，'A rise of 1% in the migratory flow' 是原因，'causes Giovanni Peri to calculate' 是结果，符合因果逻辑关系。'an increase of between 0.6 and 0.9% in real long-term pay' 是对结果的详细描述，语义上没有矛盾或违背常识的地方。,standard,原句中使用了主动语态，主语是Giovanni Peri，他执行了calculate的动作。变异句中，原主语Giovanni Peri变成了宾语，而 migratory flow成为了主语，句子结构变为被动语态，即Giovanni Peri被用来进行计算，符合主动语态与被动语态之间的替换要求。
"However , the announcement of a news conference to discuss it , which did not disclose details of the find , generated widespread speculation on the Internet that the report would disclose the discovery of extraterrestrial life .","However, the people did not disclose details of the find in the announcement of a news conference to discuss it, which generated widespread speculation on the Internet that the report would reveal the discovery of extraterrestrial life.",Realistic,该句子在语法和语义上都是正确的。句子使用了正确的时态和语法结构，表达了人们对于即将到来的新闻发布会的期待和互联网上的猜测。,standard,原句中的从句使用了被动语态（'which did not disclose details of the find'），而变异句中相应部分改为了主动语态（'the people did not disclose details of the find'），符合主动语态与被动语态之间的替换要求。
In quoting from our research you emphasized the high prevalance of mental illness and alcoholism .,You emphasized the high prevalance of mental illness and alcoholism when quoting from our research.,Realistic,这句话在语法和语义上都是正确的。'You emphasized' 是正确的动词过去时态，主语是 'You'，而 'the high prevalence of mental illness and alcoholism' 是一个合理的宾语短语，用来描述强调的内容。'When quoting from our research' 是一个时间状语从句，说明了引用发生在什么时候，整个句子没有明显的语法错误，也没有违反常识。,standard,原句使用的是被动语态（'In quoting from our research you emphasized...'），而变异句使用的是主动语态（'You emphasized... when quoting...'），符合主动语态与被动语态之间的替换要求。
"Conversely , there are the majority of unsuccessful schools , and we know which efforts at educational reform are doomed beforehand .","Conversely, the majority of unsuccessful schools exist, and we can identify which efforts at educational reform are doomed beforehand.",Realistic,这句话在语法和语义上都是正确的。'Conversely'是一个转折词，用于引出与之前提到的内容相对的情况。句子表达了大多数不成功的学校确实存在，并且可以提前判断哪些教育改革努力注定会失败。这个句子没有明显的语法错误，也没有违反常识。,standard,原句中使用了被动语态「there are the majority of unsuccessful schools」和「efforts at educational reform are doomed」，而变异句中相应地使用了主动语态「the majority of unsuccessful schools exist」和「we can identify which efforts at educational reform are doomed」，符合主动语态与被动语态之间的替换要求。
The National Credit Union Administration ( NCUA ) is responsible for the US credit unions and intervenes in bankruptcies to protect customer deposits .,The National Credit Union Administration (NCUA) takes responsibility for US credit unions and intervenes in bankruptcies to protect customer deposits.,Realistic,该句子在语法和语义上都是正确的。主语'The National Credit Union Administration (NCUA)'与谓语'takes responsibility for'和'intervenes in bankruptcies to protect customer deposits'在数和时态上保持一致，且句意清晰，表达了NCUA的职能和作用，即负责美国的信用合作社并在破产时介入以保护客户存款，这符合常识和该机构的实际职责。,standard,"原句使用了被动语态 'is responsible for' 和 'is intervenes in', 而变异句中仍然使用了主动语态 'takes responsibility for' 和 'intervenes in', 没有发生主动语态与被动语态之间的替换。"
"Ringers , she added , are `` filled with the solemn intoxication that comes of intricate ritual faultlessly performed . `` ``","Ringers, she added, fill themselves with the solemn intoxication that comes from intricately performing a ritual faultlessly.",Realistic,这句话在语法和语义上都是正确的。'Ringers'可能指的是参与某种仪式的人，'fill themselves with the solemn intoxication'表示他们沉浸在庄重的醉感中，'that comes from intricately performing a ritual faultlessly'是一个定语从句，修饰'intoxication'，说明这种感觉来自于精心且完美无缺地执行一个仪式。整个句子结构清晰，表达了一个合理的意义。,standard,原句使用了被动语态（'are filled'），而变异句使用了主动语态（'fill themselves with'），符合主动语态与被动语态之间的替换要求。
"Very suddenly , the driver stopped swearing at them , turned on his heel and went back to his truck .","Very suddenly, they made the driver stop swearing at them, and he turned on his heel and went back to his truck.",Realistic,这个句子在语法和语义上都是正确的。'Very suddenly' 是一个副词短语，用来修饰动词 'made'，表达了动作发生的突然性。'They made the driver stop swearing at them' 是一个完整的句子，使用了使役动词 'made'，表达了他们让司机停止对他们咒骂的意图。'And he turned on his heel and went back to his truck' 是另一个完整的句子，使用了并列连词 'and' 来连接两个动作，即司机突然改变了方向回到他的卡车那里。整个句子没有明显的语法错误，也没有违背常识。,standard,原句使用了主动语态，变异句中通过添加「they made the driver stop swearing at them」实现了主动语态到被动语态的转换。
The company plugged itself right into Carter campaign rhetoric about rebuilding the South Bronx and kept using the minority -- South Bronx angle through the Reagan '80s .,The company plugged itself right into Carter campaign rhetoric about rebuilding the South Bronx and continued to use the minority -- South Bronx angle throughout the Reagan '80s.,Realistic,这句话在语法和语义上都是正确的。它使用了正确的时态和结构来表达公司如何将自己融入到卡特竞选的言辞中，并且持续在里根80年代使用关于南布朗克斯少数族裔的角度。,nonstandard,原句和变异句都使用了主动语态，没有发生主动语态与被动语态之间的替换。
