sentence,mut_sentence,check,reason,standard,mut.reason
"Homeless people not only lack safety , privacy and shelter , they also lack the elementary necessities of nutrition , cleanliness and basic health care .","Not only do homeless people lack safety, privacy, and shelter, but they also lack the elementary necessities of nutrition, cleanliness, and basic health care.",Realistic,这句话在语法和语义上都是正确的。使用了not only...but also的结构，表达了无家可归者不仅缺乏安全、隐私和庇护所，还缺乏基本的营养、清洁和基础医疗保健。整个句子结构清晰，表达合理，没有语法错误，也没有违反常识。,standard,原句中的否定副词‘not only’放在了句首，引起了句子的部分倒装，使得助动词‘do’提到了主语‘homeless people’之前，符合倒装变换的要求。
"The guy sulked over his drink , obviously upset by Haney 's lack of appreciation .","Obviously upset by Haney's lack of appreciation, the guy sulked over his drink.",Realistic,这个句子在语法和语义上都是正确的。'Obviously upset by Haney's lack of appreciation' 是一个原因状语从句，修饰主句 'the guy sulked over his drink'，表达了由于Haney的缺乏欣赏，那个家伙感到不高兴并且闷闷不乐地坐在他的饮料旁边。整个句子结构清晰，表达了一个合理的情感反应。,standard,原句中的副词短语'obviously upset by Haney's lack of appreciation'在变异句中被提前放置，这是典型的倒装结构，其中主语'the guy'和谓语'sulked over his drink'的位置被调换，符合倒装变换的要求。
"But , of course , he remembered now .","But, of course, now he remembered.",Realistic,这个句子在语法上是正确的，使用了转折词'But'来表示与前文内容的变化，并且'memorized'在句子中的使用符合上下文的预期，表达了某人现在回想起了某事。,nonstandard,原句中动词'remembered'位于主语'he'之后，而变异句中动词'remembered'仍然位于主语'now he'之后，没有发生倒装变换。倒装变换应该是将助动词、情态动词或者be动词等放在主语之前。
"Regarding this assumption , the players did not act in order to avoid the application of the sanction ( this would have been a clear case of legal fraud ) , but rather chosen when to obey it .","Regarding this assumption, the players did not act to avoid the application of the sanction, which would have been a clear case of legal fraud, but rather chose when to obey it.",Realistic,这句话在语法和语义上都是正确的。句子使用了正确的时态和语法结构，表达了球员们选择何时遵守制裁的行为，并没有进行法律欺诈。这并不违反常识，而是描述了一种可能的情况。,nonstandard,原句中的've chosen'被改为了'did not act to...but rather chose'，这并不是一个倒装变换。倒装变换是指将句子的某些成分（通常是助动词或情态动词）放在主语之前，而这里并没有发生这样的变化。
"Patients receiving Alimta and cisplatin survived for an average of 12.1 months , compared with 9.3 months in those receiving cisplatin alone .","For an average of 12.1 months did patients receiving Alimta and cisplatin survive, compared with 9.3 months in those receiving cisplatin alone.",Realistic,这句话在语法和语义上都是正确的。使用了倒装句型，这在英语中是合法的，尤其是在强调时间状语时。句子的意思是：接受Alimta和顺铂治疗的患者的平均生存时间为12.1个月，而仅接受顺铂治疗的患者为9.3个月，这在医学研究中是一个合理的比较。,standard,变异句中，将原句的「Patients receiving Alimta and cisplatin survived for an average of 12.1 months」部分进行了倒装，将时间状语「For an average of 12.1 months」提前至句首，并使用了助动词「did」置于主语「patients」之前，符合倒装句的语法结构。因此，句子发生了指定的倒装变换。
"And the reason we do not want to is that effective education would require us to relinquish some cherished metaphysical beliefs about human nature in general and the human nature of young people in particular , well as to violate some cherished vested interests .","And the reason we do not want to is that to be effective, education would require us to relinquish some cherished metaphysical beliefs about human nature in general and young people's nature in particular, as well as to violate some cherished vested interests.",Realistic,该句子在语法和语义上都是正确的。它使用了正确的时态和语法结构，表达了教育要有效需要放弃某些关于人性的根深蒂固的信仰和侵犯一些根深蒂固的利益的观点，这在语义上是通顺且符合逻辑的。,nonstandard,原句与变异句在结构上没有发生倒装变换。原句中的'would require us to'在变异句中依然是'would require us to'，没有出现倒装结构，如'us to'前加上'it would'形成'It would require us to'的倒装形式。
"But is n't the desire for profit the driving force behind those who subscribe to , and advertise in , your paper ?","Isn't the desire for profit the driving force behind those who subscribe to, and advertise in, your paper?",Realistic,这句话在语法和语义上都是正确的。使用了正确的倒装结构，并且在语义上表达了寻求利润是订阅和在你报纸上打广告的人的驱动力，这是符合常识的。,standard,原句中的否定副词 'isn't' 提前至句首，实现了倒装变换，符合英语语法中的疑问句倒装结构。
"But he decided he would n't mind company in return for free drinks , even though he made good money at his job .","But he decided he would not mind company in return for free drinks, even though at his job he made good money.",Realistic,这句话在语法和语义上都是正确的。句子使用了转折词 'But' 来表达对比，说明尽管他在工作中赚了很多钱，但他仍然不介意有人陪伴，作为交换条件是免费的饮料。句子结构完整，没有明显的语法错误，且语义表达清晰，符合常识。,nonstandard,原句与变异句均未使用倒装结构。在原句和变异句中，'even though'引导的让步状语从句均保持正常的主谓宾语语序，没有发生倒装变换。
"Needless to say , it was an interesting first session !","Needless to say, an interesting first session it was!",Realistic,这句话使用了倒装语序，这在英语中是表达强调的一种常见方式。句中的「Needless to say」表明接下来的内容是显而易见的，「an interesting first session it was」是倒装句，正常语序应为「it was an interesting first session」，但在此处倒装用来强调这个会话是多么有趣。语法和语义上都是正确的。,standard,原句中的'It was an interesting first session'经过倒装变换后，变成了'an interesting first session it was'，符合倒装句的结构，即主语和谓语动词的部分颠倒。
The man with the clipboard represented a halfhearted attempt to introduce a bit of les sportif into our itinerary .,A halfhearted attempt to introduce a bit of les sportif into our itinerary was represented by the man with the clipboard.,Realistic,这句话在语法和语义上都是正确的。句子使用了较为复杂的词汇和结构，但并没有明显的语法错误。'halfhearted attempt'表示尝试不够认真，'les sportif'可能是指尝试引入一些体育或运动元素，'itinerary'指行程安排，而'man with the clipboard'可能是指负责组织或记录的人。整体来看，句子表达了一个人试图不很认真地引入一些体育元素到行程中，并且这个行为被一个拿记事板的人代表了。,nonstandard,原句与变异句均为正常的英语句式，但变异句并没有进行倒装变换。在原句中，主语是'The man with the clipboard'，谓语是'represented'；而在变异句中，主语是'A halfhearted attempt'，谓语是'was represented by'，这实际上是一个被动语态的转换，而非倒装。倒装变换应该是将句子的某些成分置于谓语动词之前，但在这里并没有发生这样的变化。
"Proper English bells are started off in `` rounds , `` from the highest-pitched bell to the lowest -- a simple descending scale using , in larger churches , as many as 12 bells .","From the highest-pitched bell to the lowest, `` rounds are started off by proper English bells -- a simple descending scale using, in larger churches, as many as 12 bells.",Realistic,这句话在语法和语义上都是正确的。它描述了一个从高音到低音的钟声序列，并且说明了在一些较大的教堂里可能会用到多达12个钟。句子结构清晰，使用了合适的词汇和语法结构。,standard,原句中的主语是「Proper English bells」，而变异句中通过倒装变换，将状语「From the highest-pitched bell to the lowest」置于句首，主语「rounds」后移，符合倒装句的结构，因此句子发生了指定的倒装变换。
"Medical scientists are starting to uncover a handful of genes which , if damaged , unleash the chaotic growth of cells that characterizes cancer .","Starting to uncover a handful of genes, medical scientists find that, if damaged, they unleash the chaotic growth of cells that characterizes cancer.",Realistic,这句话在语法和语义上都是正确的。句子使用了现在进行时态来描述正在进行的动作，使用了条件状语从句（if damaged）来表示假设情况，并且语义上表达了医学科学家发现某些基因如果受损，会导致细胞混乱增长，这是癌症的特征。整个句子结构清晰，表达合理。,standard,"原句中的'Medical scientists are starting to uncover a handful of genes'在变异句中被改写为'Starting to uncover a handful of genes, medical scientists'，这是典型的倒装结构。原句中的'which, if damaged'在变异句中改为'they, if damaged'，也保持了原意，其中'they'指代'a handful of genes'，且这种倒装结构在英语中是常见的。"
"The active substance in Alimta , pemetrexed , is a cytotoxic medicine ( a medicine that kills cells that are dividing , such as cancer cells ) , which belongs to the group antimetabolites .","Pemetrexed, the active substance in Alimta, is a medicine that kills cells dividing, such as cancer cells, a cytotoxic medicine belonging to the group of antimetabolites.",Realistic,该句子在语法和语义上都是正确的。它正确地描述了Pemetrexed作为Alimta中的活性成分，是一种杀死分裂中的细胞（如癌细胞）的抗代谢物类的细胞毒药物。句子结构清晰，使用了正确的专业术语，没有语法错误，也没有违反常识。,standard,"原句中的定语从句「which belongs to the group antimetabolites」在变异句中被改写为现在分词短语「belonging to the group of antimetabolites」，并且置于句末，这是倒装变换的一种形式，将原本的后置定语提前，使句子结构更加紧凑。同时，原句的主语「The active substance in Alimta」在变异句中变为「Pemetrexed, the active substance in Alimta」，虽未改变句子结构，但也体现了句子的重组，符合倒装变换的要求。"
"Only when one is ascending -- or in our case descending a tad trop rapidement -- does one feel , well , airborne in a picnic basket .","Only when ascending -- or in our case, descending a tad trop rapidement -- does one feel, well, as if airborne in a picnic basket.",Realistic,这句话在语法和语义上都是正确的。使用了正确的时态和语态，表达了一个具体的场景，即当上升（或在此例中是下降得太快）时，人们会有一种像是在野餐篮子里飞翔的感觉。,standard,原句中的倒装结构 'Only when one is ascending' 在变异句中变为 'Only when ascending'，依然保留了倒装的形式，符合指定的倒装变换要求。
The notion that tracking is somehow `` undemocratic `` is absurd .,Absurd is the notion that tracking is somehow `` undemocratic ''. ,Realistic,这个句子的语法和语义都是正确的。句子使用了形容词 'absurd' 来描述名词 'notion'，表达了作者认为“追踪是‘非民主’的观念是荒谬的”。这种表达方式在英语中是合理的，没有明显的语法错误，也没有违反常识。,standard,原句中的形容词‘absurd’在变异句中置于句首，主语‘the notion’和系动词‘is’倒装，符合英语中的倒装结构，这是英文中常见的强调句型。
"Some 58 % agree that the market economy is the only system that will make their country developed , up from 47 % last year .","Up from 47 % last year, some 58 % agree that the market economy is the only system that will make their country developed.",Grammatical error,句中的谓语动词应该与主语保持一致。在这个句子中，主语是「some 58%」，这是一个单数形式的表达，因此谓语动词「agree」应该使用单数形式「agrees」。另外，「make their country developed」这个表达在语法上也有问题，应该使用「develop」的不定式形式「to develop」来表示目的。,standard,变异句中使用了倒装变换，将原句中的时间状语'up from 47 % last year'置于句首，这是英文中常见的强调句式，符合倒装变换的要求。
"`` To ring for even one service at this tower , we have to scrape , `` says Mr. Hammond , a retired water-authority worker . ``","To scrape for even one service at this tower, says Mr. Hammond, a retired water-authority worker, we have to ring.",Realistic,这句话在语法和语义上都是正确的。句子使用了现在时态，表达了Mr. Hammond的说法，即要为这座塔的任何一项服务进行刮擦（可能是比喻性的，指做某项工作或请求服务），必须先打电话。这里没有明显的语法错误，也没有违反常识。,nonstandard,"变异句并没有正确地执行倒装变换。原句中‘To ring...we have to scrape’是一个正常的句子结构，而变异句中，‘To scrape...we have to ring’并没有改变主语和助动词的位置，没有实现倒装的效果，且这种表达方式不符合英语语法规则。正确的倒装变换应该是将助动词‘have’置于主语‘we’之前，例如：‘To scrape for even one service at this tower, we have to ring,’ says Mr. Hammond...。"
"I was driving my truck , stopped at a red light at the corner of Shattuck and Alcatraz at the Oakland-Berkeley border when it hit .","Driving my truck, I was stopped at a red light at the corner of Shattuck and Alcatraz at the Oakland-Berkeley border when it hit.",Realistic,这句话在语法和语义上都是正确的。主语‘I’在开车时在Shattuck和Alcatraz街角的红绿灯处停车，‘it hit’可能指的是某个事件或撞击突然发生。句子使用了过去时态，符合英语语法规则，并且没有违背常识。,nonstandard,原句中并没有使用倒装结构，变异句中也没有出现倒装变换。在英语中，倒装变换通常是指将助动词、情态动词或者be动词等放在主语之前，但在这个变异句中，并没有这样的变化。
"Key speakers at the social exclusion conference were ( left to right ) Cristina Louro , Employment , Industrial Relations and Social Affairs Directorate , European Commission Fernando Gomes , a high degree of Committee of the Regions Barbara Weiler , Member of the European Parliament José Maria Gil-Robles , Vice-President , European Parliament and John Carroll , Economic and Social Committee .","At the social exclusion conference, key speakers were (left to right) Cristina Louro, Employment, Industrial Relations and Social Affairs Directorate of the European Commission; Fernando Gomes, a high degree Committee member of the Regions; Barbara Weiler, Member of the European Parliament; José Maria Gil-Robles, Vice-President of the European Parliament; and John Carroll, of the Economic and Social Committee.",Realistic,该句子在语法和语义上都是正确的。它列出了在一次社会排斥会议上的主要发言者，并按照从左到右的顺序给出了他们的姓名和职位。句子结构清晰，没有语法错误，内容也没有违反常识。,nonstandard,原句与变异句中，并没有发生倒装变换。两个句子都是从主语开始，并没有将助动词或者介词提前，不符合倒装句的结构特点。
"Seeking alternatives to early retirement and redundancy , the project is primarily concerned with the retention , reintegration and retraining of older workers .","Primarily concerned with the retention, reintegration, and retraining of older workers, the project is seeking alternatives to early retirement and redundancy.",Realistic,该句子在语法和语义上都是正确的。句子主语是'the project'，谓语是'seeking'，并列出了该项目主要关注的三个方面：老年工人的保留、重新整合和再培训。此外，句子表达了项目正在寻找替代提前退休和裁员的方案，这符合常理，没有违背任何常识。,standard,原句中的状语'Seeking alternatives to early retirement and redundancy'在变异句中被移到了句子的后面，并且主语和谓语的位置进行了倒装，符合倒装变换的要求。
"The discovery `` suddenly puts an obscure gene right in the cockpit of cancer formation , `` says Robert Weinberg , a leader in cancer-gene research at Whitehead Institute in Cambridge , Mass .","An obscure gene is suddenly put right in the cockpit of cancer formation by the discovery, says Robert Weinberg, a leader in cancer-gene research at Whitehead Institute in Cambridge, Mass.",Realistic,这句话在语法和语义上都是正确的。使用了比喻的表达方式，将基因的位置描述为「突然被放在癌症形成的驾驶舱中」，这是合理的科学比喻，表达了基因在癌症形成过程中的关键作用。句子结构清晰，符合英文语法规则，没有明显的逻辑或常识错误。,nonstandard,"原句中的倒装结构是 'puts an obscure gene right in the cockpit of cancer formation', 而变异句中并没有使用倒装结构，而是直接陈述了 'is suddenly put right in the cockpit'。因此，变异句并未按照指定的倒装变换进行改写。"
"3 -RRB- Republican congressional representatives , because of their belief in a minimalist state , are less willing to engage in local benefit-seeking than are Democratic members of Congress .","Because of their belief in a minimalist state, Republican congressional representatives are less willing to engage in local benefit-seeking than are Democratic members of Congress.",Realistic,这句话在语法和语义上都是正确的。它使用了比较级形式来对比共和党和民主党国会议员在寻求地方利益方面的意愿。句子结构清晰，表达了一个合理的观点，没有违反常识或语法规则。,nonstandard,原句与变异句均未使用倒装结构。在英语中，倒装结构通常在句首出现，例如使用否定副词或状语置于句首时，主语和谓语动词的部分会发生倒装。但在此例中，变异句与原句的句子结构相同，没有出现倒装现象。
Haney 's eyebrows flew up .,Up flew Haney's eyebrows.,Realistic,句子使用了正确的时态和语态，'Up flew Haney's eyebrows' 是一个简洁的描述，表达了惊讶或疑问的情绪，语法和语义上都是正确的。'Flew' 是 'fly' 的过去式，形象地描述了眉毛因惊讶或某种情绪而突然抬起。,standard,原句中的主语'Haney'和谓语'flew up'在变异句中被倒装，变为'Up flew Haney's eyebrows'，符合倒装变换的规则。
A faint crease appeared between the man 's eyebrows .,Between the man's eyebrows appeared a faint crease.,Realistic,句子在语法和语义上都是正确的。'Between the man's eyebrows' 描述了位置，'appeared a faint crease' 描述了在这个位置出现了一个淡淡的皱纹，这在语义上是通顺的，语法上也符合英文句子的结构。,standard,原句中的主语'A faint crease'和变异句中的主语'Between the man's eyebrows'位置发生了调换，同时使用了倒装结构，将状语'Between the man's eyebrows'置于句首，符合倒装变换的要求。
"For only the second time since the polls began , more respondents across Latin America as a whole cite crime , rather than unemployment , as the most important problem facing their country ( see chart 5 ) .","For only the second time since the polls began, across Latin America as a whole, crime is cited by more respondents as the most important problem facing their country, rather than unemployment (see chart 5).",Realistic,这句话在语法和语义上都是正确的。它使用了正确的时态和结构，表达了在拉丁美洲，犯罪问题首次超过失业问题，成为受访者眼中他们国家面临的最重要问题的现象。这句话没有明显的语法错误，也没有违反常识。,standard,变异句中，'crime is cited by more respondents as the most important problem facing their country'部分发生了倒装变换，原句中的'subject + verb'结构（'more respondents cite crime'）在变异句中被改为倒装结构，即'verb + subject'（'crime is cited by more respondents'），符合倒装变换的要求。
"Researchers say the inactivation of tumor-suppressor genes , alone or in combination , appears crucial to the development of such scourges as cancer of the brain , the skin , kidney , prostate , and cervix .","The inactivation of tumor-suppressor genes, alone or in combination, appears crucial, say Researchers, to the development of such scourges as cancer of the brain, skin, kidney, prostate, and cervix.",Realistic,这句话在语法和语义上都是正确的。它使用了正确的时态和语态，句子的结构清晰，表达了研究人员关于肿瘤抑制基因失活在癌症发展中起着关键作用的观点。,standard,原句中的主语'Researchers'和谓语'say'在变异句中被倒装，将'Researchers'置于谓语之后，符合倒装变换的要求。
"History , after all , is not on his side .","After all, history is not on his side.",Realistic,这句话在语法和语义上都是正确的。'After all' 是一个用于表示总结或理由的短语，'history is not on his side' 意味着历史对他不利，这在语义上是通顺的，语法上也符合标准。,nonstandard,原句中已经使用了倒装结构（'after all'置于句首），而变异句中并没有发生额外的倒装变换，两句话的倒装结构相同。
"A study by Tulane Prof. James Wright says homelessness is due to a complex array of problems , with the common thread of poverty .","A complex array of problems, says a study by Tulane Prof. James Wright, is due to homelessness, with the common thread of poverty.",Realistic,这句话在语法和语义上都是正确的。它表达了Tulane大学的James Wright教授的一项研究，指出一系列复杂问题的共同原因是无家可归，而这些问题背后的普遍线索是贫困。句子结构清晰，表达合理，没有语法错误，也没有违反常识。,nonstandard,原句中的主语是'A study'，而变异句中的主语是'A complex array of problems'，并且没有使用倒装结构。变异句没有正确地反映出倒装变换，因为倒装变换应该将谓语的一部分（如助动词、情态动词或be动词）放在主语之前。在这个例子中，并没有看到这样的变换。
"The New York Stock Exchange closed with no particular heading on Friday , in a market torn between better than expected indicators in the United States and a strengthening dollar : the Dow Jones gained 0.63 % but the NASDAQ dropped 0.03 % .","With no particular heading, the New York Stock Exchange closed on Friday, in a market torn between better than expected indicators in the United States and a strengthening dollar: the Dow Jones gained 0.63% while the NASDAQ dropped 0.03%.",Realistic,该句子在语法和语义上都是正确的。句子描述了纽约证券交易所周五在没有特定趋势的情况下收盘，同时市场在美国好于预期的指标和美元走强之间摇摆不定。句子使用了恰当的时态和词汇，并且提供了道琼斯指数和纳斯达克指数的具体变化，这些都是合理的市场行为。,nonstandard,原句与变异句在结构上没有发生倒装变换。在原句中，'closed with no particular heading' 是正常的主语谓语结构；在变异句中，虽然开头的 'With no particular heading' 看似倒装，但实际上是使用了介词短语作为状语置于句首，而主句 'the New York Stock Exchange closed on Friday' 仍然保持了正常的主谓宾结构，没有发生倒装。
"Another firm that sponsored the dinner , Jones Day , represents one of the trade associations that challenged the law , the National Federation of Independent Business .","Jones Day, another firm that sponsored the dinner, represents one of the trade associations, the National Federation of Independent Business, that challenged the law.",Realistic,该句子在语法和语义上都是正确的。句子使用了正确的时态和语态，清晰地表达了Jones Day这家公司赞助了晚宴，并且代表了挑战该法律的其中一个贸易协会，即全国独立商业联合会。句子结构清晰，没有语法错误，且符合常识。,standard,"原句中的主语'Another firm that sponsored the dinner'在变异句中被倒装到了句首，变为'Jones Day, another firm that sponsored the dinner'，符合倒装变换的要求。"
Alimta should only be given under the supervision of a doctor who is qualified in the use of anticancer chemotherapy .,Only under the supervision of a doctor qualified in the use of anticancer chemotherapy should Alimta be given.,Realistic,这句话在语法和语义上都是正确的。它遵循了医学术语的使用规范，指出了药物（Alimta）应在具有相应资质的医生监督下使用抗癌化疗药物，这符合医学常识和安全规定。,standard,原句中的主语'Alimta'和谓语'should only be given'在变异句中被倒装，符合倒装句的结构，即把通常位于句首的主语放在谓语动词之后，这里以'Only'开头的状语置于句首，引导了句子的倒装。
"The Central Council of Church Bell Ringers , a sort of parliament of ringing groups , aims to improve relations with vicars , says John C. Baldwin , president .","A sort of parliament of ringing groups, the Central Council of Church Bell Ringers aims to improve relations with vicars, says John C. Baldwin, president.",Realistic,这句话在语法和语义上都是正确的。句子使用了比喻（'A sort of parliament of ringing groups'），形象地描述了Central Council of Church Bell Ringers这一组织。句子结构完整，主语、谓语和宾语清晰，并且语义表达明确，没有违反常识。,nonstandard,原句与变异句在结构上并没有发生倒装变换。在原句中，主语'The Central Council of Church Bell Ringers'位于句首，而在变异句中，主语仍然位于句首，只是前面增加了一个非限制性定语短语'a sort of parliament of ringing groups'，这并不改变句子的基本结构。倒装变换通常涉及将助动词、情态动词或be动词等移至主语之后，但在此例中并未出现这种情况。
Their commitment to `` creativity `` can not survive adolescent illiteracy .,Can their commitment to `` creativity '' survive adolescent illiteracy?,Realistic,这句话在语法上是正确的，使用了疑问句的语气，询问某人对‘创造力’的承诺是否能够克服青少年文盲的问题。从语义上看，这个问题是合理的，因为它探讨了在青少年文盲的情况下，对创造力的承诺是否能够持续。这个问题没有违反常识，也没有明显的语法错误。,standard,原句中的否定形式 'can not' 在变异句中被改写为疑问句形式 'Can...?'，并且主语 'Their commitment to `` creativity ''' 与助动词 'can' 发生了倒装，符合倒装变换的要求。
Casillas will play today against the Tricolor and will impose a new record of 127 international matches for Spain .,"Today, Casillas will play against the Tricolor and will impose a new record of 127 international matches for Spain.",Realistic,这句话在语法和语义上都是正确的。句子讲述了Casillas今天将参加与Tricolor的比赛，并且将创下代表西班牙参加127场国际比赛的记录。句子结构清晰，时态一致，没有明显的语法错误，且内容符合常理。,nonstandard,原句与变异句相比，没有发生倒装变换。在英语中，倒装变换通常是指将助动词、情态动词或者be动词等放在主语之前，但变异句中并没有出现这样的变化。
"In a well-known detective-story involving church bells , English novelist Dorothy L. Sayers described ringing as a `` passion that finds its satisfaction in mathematical completeness and mechanical perfection . ``","In a well-known detective-story involving church bells, `` a passion that finds its satisfaction in mathematical completeness and mechanical perfection, '' Dorothy L. Sayers, an English novelist, described ringing.",Realistic,这句话在语法和语义上都是正确的。它引用了英国小说家Dorothy L. Sayers在某个著名侦探故事中对钟声的描述，表达了作者对数学完整性和机械完美性的热情。句子结构清晰，没有语法错误，且内容符合常识。,standard,原句中的描述短语'vell-known detective-story involving church bells'在变异句中位置未变，但原本位于句尾的引语部分被提前至句中，而主语'Dorothy L. Sayers'和谓语'described ringing'的位置进行了倒装，符合倒装变换的要求。
He assumed the missing piece contained a gene or genes whose loss had a critical role in setting off the cancer .,He assumed that the missing piece contained a gene or genes whose loss played a critical role in triggering the cancer.,Realistic,该句子在语法和语义上都是正确的。句子使用了正确的时态和语态，表达了假设的概念，并且逻辑上表达了一个关于基因缺失导致癌症的科学假设，没有违反常识。,nonstandard,原句与变异句均未使用倒装结构。在变异句中，'that'引导的是宾语从句，并没有发生倒装变换，而是直接使用了正常语序。
"Inside the lobby , people were standing around , talking excitedly .","Inside the lobby, standing around were people, talking excitedly.",Realistic,该句子在语法和语义上都是正确的。'Inside the lobby' 提供了地点状语，'standing around were people' 是一个倒装句，正常语序是 'people were standing around'，这在英语中是合法的，用来强调动作。'talking excitedly' 是现在分词短语作定语，描述人们的状态。整个句子描述了一个场景，语法结构清晰，语义表达明确。,standard,变异句中，主语'people'和谓语'standing around'的位置发生了倒装，符合倒装变换的要求。原句中的正常语序是'Subject + verb'，而变异句中变为'Verb + subject'，这是英语中常见的倒装结构，用于强调或保持句子节奏。
"And does so without taking into account the fact that the diversity contributed by immigrants contributes to the creation of ideas and to economic growth ( a large proportion of naturalised immigrants are among American Nobel prize winners , whilst Google , Intel , Paypal , eBay and Yahoo were all founded by immigrants ) .","And does so without taking into account the fact that the creation of ideas and economic growth are contributed to by the diversity of immigrants ( a large proportion of American Nobel prize winners are among naturalised immigrants, whilst the founders of Google, Intel, Paypal, eBay, and Yahoo were all immigrants ).",Realistic,该句子在语法和语义上都是正确的。它表达了一个观点，即没有考虑到移民多样性对创意产生和经济增长所作的贡献。这个观点通过一些具体例子（如美国诺贝尔奖得主中有大量归化移民，以及一些知名公司的创始人都是移民）来支持。句子结构虽然复杂，但并没有明显的语法错误，也没有违背常识。,nonstandard,原句与变异句在结构上并没有发生倒装变换。两个句子的主语和谓语的顺序保持一致，没有出现倒装结构，即没有把通常位于谓语之后的成分放在谓语之前。
It is actually not necessary to know MathML to use kalgebra .,"Actually, it is not necessary to know MathML when using kalgebra.",Realistic,"这句话在语法和语义上都是正确的。'Actually, it is not necessary to know MathML when using kalgebra.'这句话表达的意思是，在使用kalgebra时，了解MathML并非必须，这在实际情境中是可能的，因为可能存在其他方式或工具来完成相关任务。",standard,原句中的副词'actually'位于句中，而在变异句中，'actually'被置于句首，引起了句子的部分倒装，即助动词'is'被提到了主语'It'之前，符合倒装变换的要求。
"Ten shirt-sleeved ringers stand in a circle , one foot ahead of the other in a prize-fighter 's stance , each pulling a rope that disappears through a small hole in the high ceiling of the ringing chamber .","In a circle stand ten shirt-sleeved ringers, one foot ahead of the other in a prize-fighter's stance, each pulling a rope that disappears through a small hole in the high ceiling of the ringing chamber.",Realistic,这句话在语法和语义上都是正确的。它使用了形象生动的描写，描述了一个场景：十个人站成一个圈，每个人穿着衬衫，摆出拳击手的姿势，每人拉着一根绳子，绳子消失在铃声室高高的天花板上。句子结构清晰，没有语法错误，语义上也符合常理。,standard,原句中的主语'Ten shirt-sleeved ringers'和谓语'stand'在变异句中被倒装，变为'In a circle stand ten shirt-sleeved ringers'，符合倒装变换的要求。
"But only around half of respondents in Mexico and Brazil , the region 's two most populous countries , are convinced democrats , which drags down the regional average ( see chart 2 ) .","But convinced democrats are only around half of respondents in Mexico and Brazil, the two most populous countries of the region, which drags down the regional average (see chart 2).",Realistic,这句话在语法和语义上都是正确的。它使用了正确的时态和语法结构，表达了墨西哥和巴西这两个人口最多的国家中，只有大约一半的受访者是坚定的民主党支持者，这拉低了该地区的平均水平。这句话没有明显的语法错误，也没有违反常识。,standard,原句中的「only around half of respondents」在变异句中变为「convinced democrats are only around half of respondents」，这是典型的倒装结构变换，将「only」提前，实现了句式的变化，但句意未变，符合倒装变换的要求。
"`` This stunning breach of ethics and indifference to the code belies claims by several justices that the court abides by the same rules that apply to all other federal judges , '' said Bob Edgar , the president of Common Cause .","This stunning breach of ethics and indifference to the code, said Bob Edgar, the president of Common Cause, belies claims by several justices that the court abides by the same rules that apply to all other federal judges.",Realistic,这句话在语法和语义上都是正确的。主语是Bob Edgar，谓语是said，宾语是一个由关系代词which引导的宾语从句。从句的主语是this stunning breach of ethics and indifference to the code，谓语是believes，宾语是claims by several justices。整个句子结构清晰，表达的意思是Bob Edgar批评法院的行为违背了他们声称遵守的与其他联邦法官相同的规则，这在语义上是通顺的，没有违反常识。,nonstandard,原句中的倒装结构是‘This stunning breach of ethics and indifference to the code’置于句首，而变异句中并没有发生倒装变换，句子的结构依然是主语‘This stunning breach of ethics and indifference to the code’开头，没有将任何成分置于谓语动词‘belie’之前，因此不符合倒装变换的要求。
"While the Europe and world champions , number one one in the monthly top of FIFA , have a long record of Class A inter selection , the Tricolor has only the defender Michael Umana as the only one who has 50 international games .","While at the top of the monthly FIFA ranking, the Europe and world champions with a long record of Class A international selection are number one, only the defender Michael Umana, with 50 international games, has such experience among the Tricolor.",Realistic,句子在语法和语义上都是正确的。它表达了一个事实，即在某个月FIFA排名中位于顶端的欧洲和世界冠军队伍中，只有后卫Michael Umana拥有50场国际比赛的经验。句子结构清晰，没有语法错误，且内容符合常理。,standard,"原句中的状语'number one one in the monthly top of FIFA'在变异句中被提前，并且进行了适当的调整，变为'at the top of the monthly FIFA ranking'，这是倒装变换的一种形式。同时，变异句中主语和谓语的顺序也进行了调整，符合倒装句的结构，将'number one'放在了谓语动词'are'之前。另外，'the Tricolor has only the defender Michael Umana as the only one who has 50 international games'这一部分也被重新组织，变成了'only the defender Michael Umana, with 50 international games, has such experience among the Tricolor'，这样的变化也符合倒装的语法结构。"
"When they found it last winter , Dr. Vogelstein was dubious that the search was over .","When it was found last winter, Dr. Vogelstein was dubious that the search was over.",Realistic,这句话在语法和语义上都是正确的。'When it was found last winter' 是一个时间状语从句，'Dr. Vogelstein was dubious that' 表明主句的主语 Dr. Vogelstein 对从句中提到的发现持有怀疑态度，'the search was over' 是宾语从句，说明他怀疑的事情。整个句子结构清晰，表达的意思也符合常理。,nonstandard,原句中的倒装结构是‘When they found it’，变异句中改为‘When it was found’，这是被动语态的运用，而非倒装变换。倒装变换应该是将句子的主语和助动词调换位置，但在这里并没有发生这样的变化。
I was in Stinson Beach when the quake rolled through town .,"When the quake rolled through town, I was in Stinson Beach.",Realistic,这句话在语法和语义上都是正确的。句子描述了在地震发生时说话者的位置，使用了正确的时态和地点状语。,standard,原句中的时间状语从句when the quake rolled through town被提前到句首，主句的主语I和谓语was也相应进行了倒装，符合倒装变换的规则。
